	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_8h	chicken_d_lps_8h
ENSGALG00000040655	1	0	3	2
ENSGALG00000004304	3906	2045	3423	1597
ENSGALG00000031286	768	404	758	440
ENSGALG00000020921	53	60	85	53
ENSGALG00000005762	3	3	2	4
ENSGALG00000009410	824	540	668	318
ENSGALG00000033953	2593	1806	1978	901
ENSGALG00000023131	208	118	252	141
ENSGALG00000043535	406	202	589	312
ENSGALG00000003794	808	489	725	389
ENSGALG00000041124	1342	913	1495	1274
ENSGALG00000003930	58	21	28	9
ENSGALG00000010302	646	395	546	414
ENSGALG00000010324	612	516	652	367
ENSGALG00000002169	9092	7505	8068	4528
ENSGALG00000002523	2083	1924	2246	1267
ENSGALG00000012422	434	201	514	206
ENSGALG00000011419	42	12	82	28
ENSGALG00000052375	14	7	23	7
ENSGALG00000030179	1446	967	1250	956
ENSGALG00000049771	19	18	12	6
ENSGALG00000047357	7	5	3	0
ENSGALG00000047828	41	183	58	43
ENSGALG00000030718	237	157	291	133
ENSGALG00000012782	2166	886	1789	831
ENSGALG00000028295	994	838	965	664
ENSGALG00000010842	4125	2614	3571	1711
ENSGALG00000047864	5189	3811	5825	4811
ENSGALG00000013794	292	144	366	203
ENSGALG00000002836	516	445	398	231
ENSGALG00000013715	6	10	18	7
ENSGALG00000001394	583	416	545	403
ENSGALG00000026722	1246	759	1344	521
ENSGALG00000017137	269	254	97	93
ENSGALG00000008486	117	25	103	17
ENSGALG00000005781	1314	704	1079	683
ENSGALG00000049551	1031	470	3717	49
ENSGALG00000014863	155	94	192	130
ENSGALG00000029195	6	1	3	2
ENSGALG00000014346	122	36	82	54
ENSGALG00000011649	1791	1440	1515	950
ENSGALG00000008146	1247	873	1290	715
ENSGALG00000029292	1794	1149	2368	834
ENSGALG00000013409	1206	648	1128	846
ENSGALG00000045555	2792	1614	2382	1267
ENSGALG00000007356	314	160	339	197
ENSGALG00000032750	44	18	45	13
ENSGALG00000007516	1223	858	975	739
ENSGALG00000008195	434	241	396	212
ENSGALG00000001817	2345	1501	2199	1169
ENSGALG00000054026	3	0	8	2
ENSGALG00000026903	3	0	1	3
ENSGALG00000014954	212	150	206	67
ENSGALG00000009880	405	381	201	74
ENSGALG00000006743	1174	678	1438	455
ENSGALG00000050058	2443	2015	1616	652
ENSGALG00000051009	60	56	30	32
ENSGALG00000046517	72	62	41	28
ENSGALG00000003492	1590	1241	1491	1032
ENSGALG00000011114	644	518	574	257
ENSGALG00000000875	744	600	467	362
ENSGALG00000028759	5	6	6	3
ENSGALG00000012795	625	479	597	370
ENSGALG00000002610	237	324	165	88
ENSGALG00000001207	7	18	14	6
ENSGALG00000053601	1350	1044	1333	951
ENSGALG00000051442	4842	5060	4071	2116
ENSGALG00000004655	164	105	119	75
ENSGALG00000052653	16	8	12	13
ENSGALG00000033279	7	2	11	4
ENSGALG00000003213	11	10	8	1
ENSGALG00000046995	4	3	10	2
ENSGALG00000039855	176	150	145	49
ENSGALG00000005826	10	7	13	3
ENSGALG00000010130	586	393	711	293
ENSGALG00000037632	4	2	1	0
ENSGALG00000004783	397	298	412	270
ENSGALG00000029672	177	139	211	144
ENSGALG00000007054	692	654	606	361
ENSGALG00000039032	5	3	4	0
ENSGALG00000006911	69	42	48	26
ENSGALG00000008815	1	0	5	2
ENSGALG00000004397	1178	1104	628	482
ENSGALG00000037816	183	137	204	152
ENSGALG00000042838	732	451	969	602
ENSGALG00000012732	17	5	34	5
ENSGALG00000041955	4	2	4	0
ENSGALG00000033077	496	211	395	214
ENSGALG00000005473	681	295	1621	809
ENSGALG00000053152	363	302	367	200
ENSGALG00000015528	835	757	846	418
ENSGALG00000030054	16	8	2	4
ENSGALG00000008546	77	130	34	57
ENSGALG00000031511	1093	578	904	386
ENSGALG00000009835	1677	876	1811	817
ENSGALG00000005790	23	9	19	5
ENSGALG00000005718	62	30	30	32
ENSGALG00000043603	24	12	21	5
ENSGALG00000012798	5024	2634	5632	3044
ENSGALG00000003589	18	2	27	1
ENSGALG00000017024	42	66	37	26
ENSGALG00000010182	326	201	582	193
ENSGALG00000012336	683	526	659	308
ENSGALG00000031917	523	461	422	307
ENSGALG00000034030	188	151	185	82
ENSGALG00000029172	982	600	1349	969
ENSGALG00000005125	293	214	206	122
ENSGALG00000016771	0	2	2	0
ENSGALG00000012778	441	176	418	147
ENSGALG00000052285	23	5	27	3
ENSGALG00000053694	9	9	6	6
ENSGALG00000038666	405	388	334	244
ENSGALG00000039735	1103	1631	868	519
ENSGALG00000038799	7	4	15	5
ENSGALG00000052271	73	97	51	36
ENSGALG00000006423	33	20	38	15
ENSGALG00000014094	1145	984	653	383
ENSGALG00000008408	1471	1427	825	696
ENSGALG00000028444	24	24	27	9
ENSGALG00000007408	23	11	4	11
ENSGALG00000000621	10	7	19	6
ENSGALG00000021665	351	216	374	181
ENSGALG00000012799	2182	1457	1429	1372
ENSGALG00000004738	391	382	369	229
ENSGALG00000011717	11	1	6	3
ENSGALG00000015363	58	29	58	6
ENSGALG00000007941	51	12	53	21
ENSGALG00000044985	788	812	832	266
ENSGALG00000005845	19786	12833	11605	11048
ENSGALG00000006428	1559	865	1531	667
ENSGALG00000032656	11	8	11	1
ENSGALG00000003604	164	95	203	102
ENSGALG00000006180	748	567	635	359
ENSGALG00000011347	7	2	5	4
ENSGALG00000011131	663	238	520	238
ENSGALG00000007131	985	326	1216	485
ENSGALG00000006824	2268	1889	1903	1293
ENSGALG00000007664	3364	2416	3703	2394
ENSGALG00000002277	3042	3061	2286	1248
ENSGALG00000039713	2549	1591	1904	1199
ENSGALG00000037332	50	23	24	15
ENSGALG00000013935	2117	1794	2072	1192
ENSGALG00000010579	106	106	87	77
ENSGALG00000038187	466	253	537	265
ENSGALG00000006441	538	354	565	292
ENSGALG00000033671	2	0	3	5
ENSGALG00000008070	398	330	396	233
ENSGALG00000001595	258	195	255	144
ENSGALG00000039170	369	507	367	50
ENSGALG00000016709	13	5	1	1
ENSGALG00000007948	2	5	2	3
ENSGALG00000026781	370	69	740	141
ENSGALG00000003136	43	13	22	6
ENSGALG00000013057	1100	640	486	145
ENSGALG00000011387	1673	1230	1530	961
ENSGALG00000014362	7	4	0	1
ENSGALG00000008684	24192	14002	24038	11222
ENSGALG00000040463	2	2	4	3
ENSGALG00000053184	23	6	14	16
ENSGALG00000042661	1334	1000	1395	851
ENSGALG00000047283	9054	4260	9906	9153
ENSGALG00000012821	4750	4154	3643	1945
ENSGALG00000016251	951	1392	721	385
ENSGALG00000049236	16	4	17	2
ENSGALG00000016622	51	46	49	7
ENSGALG00000013061	273	86	222	90
ENSGALG00000039863	8	32	14	23
ENSGALG00000028083	19	23	30	22
ENSGALG00000040971	435	155	273	18
ENSGALG00000005203	17	2	15	6
ENSGALG00000003243	1051	695	848	554
ENSGALG00000046637	2	1	2	1
ENSGALG00000002651	1315	392	1030	397
ENSGALG00000017220	1323	995	1213	614
ENSGALG00000047954	774	346	748	405
ENSGALG00000047861	1117	1015	920	491
ENSGALG00000021475	3100	2829	2955	1811
ENSGALG00000000638	528	311	442	365
ENSGALG00000012561	135	104	141	71
ENSGALG00000032191	12	6	3	26
ENSGALG00000008733	107	64	57	18
ENSGALG00000007262	1290	745	1329	678
ENSGALG00000029304	2207	2004	2057	1152
ENSGALG00000012263	1502	1008	2529	873
ENSGALG00000044187	235	137	223	196
ENSGALG00000013803	219	119	131	49
ENSGALG00000011210	1045	848	1024	446
ENSGALG00000003194	1347	811	1314	596
ENSGALG00000005208	2380	913	1987	1149
ENSGALG00000028115	25	11	7	0
ENSGALG00000012802	24089	4873	28733	5044
ENSGALG00000038951	1593	1093	1709	330
ENSGALG00000025780	522	397	452	239
ENSGALG00000015028	159	138	205	174
ENSGALG00000007606	10981	8651	12514	8214
ENSGALG00000002263	4744	4904	3430	1970
ENSGALG00000008491	602	187	420	145
ENSGALG00000004033	60	53	62	56
ENSGALG00000008267	3	1	8	3
ENSGALG00000040573	1	0	4	3
ENSGALG00000002803	1425	890	1342	719
ENSGALG00000053860	878	163	4118	1354
ENSGALG00000038532	10	3	1	11
ENSGALG00000048465	3	1	2	0
ENSGALG00000004068	640	456	674	437
ENSGALG00000054198	197	163	137	99
ENSGALG00000043765	683	316	518	247
ENSGALG00000048879	82	27	51	18
ENSGALG00000005849	3077	1863	2353	2060
ENSGALG00000034171	390	302	361	235
ENSGALG00000038129	500	378	468	364
ENSGALG00000039558	1684	1097	1521	1070
ENSGALG00000009482	3	3	4	0
ENSGALG00000038926	1522	881	1195	771
ENSGALG00000041924	1202	900	1315	1053
ENSGALG00000001663	419	286	373	225
ENSGALG00000035701	515	215	458	406
ENSGALG00000000723	2480	1355	2338	1289
ENSGALG00000011642	5276	4005	4075	2487
ENSGALG00000007675	243	146	237	102
ENSGALG00000054307	50	25	48	19
ENSGALG00000001433	306	202	271	158
ENSGALG00000004111	551	304	550	187
ENSGALG00000006394	5	0	16	5
ENSGALG00000036787	1337	787	1242	517
ENSGALG00000010337	9	5	12	3
ENSGALG00000007665	244	252	330	125
ENSGALG00000005973	287	142	317	167
ENSGALG00000050288	330	205	263	136
ENSGALG00000006456	16	2	2	0
ENSGALG00000001111	0	3	3	0
ENSGALG00000007157	954	1158	734	340
ENSGALG00000004150	1408	1078	994	270
ENSGALG00000043041	6	7	7	0
ENSGALG00000043082	2337	1623	2263	1209
ENSGALG00000010677	487	337	507	233
ENSGALG00000004071	2	0	6	3
ENSGALG00000002090	627	474	484	166
ENSGALG00000053878	30	13	24	16
ENSGALG00000016897	334	192	302	115
ENSGALG00000002486	648	356	660	435
ENSGALG00000014737	1296	854	1142	620
ENSGALG00000014750	349	173	338	96
ENSGALG00000011281	6	1	20	1
ENSGALG00000003304	1231	1316	679	548
ENSGALG00000011360	5	3	4	2
ENSGALG00000005448	2	2	0	0
ENSGALG00000046724	62	51	46	32
ENSGALG00000029223	1427	1013	1543	954
ENSGALG00000019355	1271	865	1255	739
ENSGALG00000002527	602	475	344	232
ENSGALG00000051159	1081	770	1061	549
ENSGALG00000049270	395	186	365	196
ENSGALG00000040444	22	12	31	11
ENSGALG00000000104	97	30	83	42
ENSGALG00000006855	43	25	28	34
ENSGALG00000003720	1108	922	1224	761
ENSGALG00000003799	1490	1116	1252	873
ENSGALG00000004440	1979	1423	1621	1116
ENSGALG00000043373	128	42	93	54
ENSGALG00000004355	726	853	521	268
ENSGALG00000028155	36	7	61	21
ENSGALG00000051505	21	24	36	10
ENSGALG00000042482	1534	1220	1436	828
ENSGALG00000014956	329	120	296	70
ENSGALG00000013999	13	20	6	7
ENSGALG00000038834	10	4	10	1
ENSGALG00000034050	3194	1944	3283	1430
ENSGALG00000006877	133	59	70	24
ENSGALG00000035869	577	349	631	361
ENSGALG00000041422	2299	823	1573	432
ENSGALG00000011404	2378	1231	1463	936
ENSGALG00000012457	94	174	76	47
ENSGALG00000003891	55	30	36	12
ENSGALG00000011343	1766	1506	1663	973
ENSGALG00000045920	3	5	3	1
ENSGALG00000019716	16	4	10	13
ENSGALG00000044662	33	20	25	10
ENSGALG00000015537	1581	876	1722	1085
ENSGALG00000000336	449	328	350	201
ENSGALG00000054909	8	0	1	2
ENSGALG00000002759	413	294	180	212
ENSGALG00000041153	367	342	352	178
ENSGALG00000044251	8	4	5	5
ENSGALG00000010942	141	113	160	74
ENSGALG00000052026	465	49	453	114
ENSGALG00000039315	2002	1378	2101	1241
ENSGALG00000006198	1000	545	850	180
ENSGALG00000010296	675	499	717	458
ENSGALG00000031387	9006	5383	8516	3460
ENSGALG00000015368	670	306	703	322
ENSGALG00000020939	489	366	401	255
ENSGALG00000037253	19	32	15	7
ENSGALG00000005721	6	2	5	0
ENSGALG00000003160	105	51	71	56
ENSGALG00000011745	1808	1309	1732	1088
ENSGALG00000003507	684	377	660	490
ENSGALG00000042553	324	324	348	203
ENSGALG00000039102	134	63	89	32
ENSGALG00000016992	796	912	565	303
ENSGALG00000054754	18	7	13	9
ENSGALG00000013247	4	9	8	6
ENSGALG00000042796	1974	1408	1793	927
ENSGALG00000015461	396	187	476	128
ENSGALG00000008808	501	378	545	261
ENSGALG00000019019	1	3	2	1
ENSGALG00000039346	12	3	8	2
ENSGALG00000012103	70	12	51	23
ENSGALG00000008810	28	16	19	40
ENSGALG00000016633	622	614	527	297
ENSGALG00000010995	82	30	122	15
ENSGALG00000045729	36	37	21	17
ENSGALG00000007346	203	104	162	64
ENSGALG00000048700	294	172	271	185
ENSGALG00000006117	867	633	871	583
ENSGALG00000028975	2	1	1	2
ENSGALG00000015667	373	304	303	161
ENSGALG00000040424	2	8	4	6
ENSGALG00000029190	17754	14535	13170	6175
ENSGALG00000007075	3290	1169	2859	1353
ENSGALG00000010303	52	28	151	89
ENSGALG00000003433	396	185	436	169
ENSGALG00000034395	321	149	258	144
ENSGALG00000010127	1690	589	1622	699
ENSGALG00000000722	6	6	5	0
ENSGALG00000004702	126	70	132	82
ENSGALG00000041013	3013	1654	1926	1204
ENSGALG00000015878	103	94	101	70
ENSGALG00000002832	1221	992	1216	812
ENSGALG00000016806	960	532	820	370
ENSGALG00000016993	1317	718	1301	557
ENSGALG00000008073	1210	852	1110	753
ENSGALG00000030941	179	122	161	130
ENSGALG00000004160	3281	1783	3303	1617
ENSGALG00000005257	264	92	162	67
ENSGALG00000005265	28	27	16	6
ENSGALG00000008569	1471	899	1368	671
ENSGALG00000039880	1806	1024	1824	1068
ENSGALG00000049665	54	28	31	13
ENSGALG00000005277	407	200	304	110
ENSGALG00000002897	1	2	2	0
ENSGALG00000004176	547	412	641	467
ENSGALG00000048099	9	10	7	2
ENSGALG00000038209	71	73	43	28
ENSGALG00000015450	2908	1487	2628	1077
ENSGALG00000006110	40	13	62	4
ENSGALG00000021271	6	6	1	2
ENSGALG00000019987	341	362	280	136
ENSGALG00000037595	1707	1258	1822	1202
ENSGALG00000010793	404	296	397	354
ENSGALG00000007731	139	62	154	109
ENSGALG00000005243	999	690	939	444
ENSGALG00000035063	2	2	6	2
ENSGALG00000046966	3	2	4	1
ENSGALG00000004958	6462	5816	5647	3107
ENSGALG00000015185	1080	773	1079	710
ENSGALG00000009990	118	47	124	73
ENSGALG00000003473	7	0	11	3
ENSGALG00000017314	75	55	33	37
ENSGALG00000052503	6	3	4	5
ENSGALG00000014435	811	492	933	590
ENSGALG00000035576	1018	836	976	667
ENSGALG00000007220	870692	556382	1052210	895627
ENSGALG00000007882	561	418	508	262
ENSGALG00000054991	4185	2424	3469	2004
ENSGALG00000030994	1168	751	1315	782
ENSGALG00000040926	1339	605	1596	822
ENSGALG00000030305	183	128	160	114
ENSGALG00000002929	4019	2573	3004	1863
ENSGALG00000002837	8037	7298	8210	4422
ENSGALG00000000505	3	0	4	2
ENSGALG00000010547	1248	569	1126	495
ENSGALG00000042275	24	14	22	11
ENSGALG00000035824	1785	1194	1585	1023
ENSGALG00000017049	656	304	682	287
ENSGALG00000053424	23	43	8	10
ENSGALG00000008220	4225	3271	4436	2391
ENSGALG00000015332	14	3	6	0
ENSGALG00000015546	811	532	498	264
ENSGALG00000035978	369	113	474	113
ENSGALG00000037286	107	146	71	64
ENSGALG00000009031	3142	1501	2287	1481
ENSGALG00000048263	941	647	899	612
ENSGALG00000007564	105	65	125	51
ENSGALG00000005140	9	3	18	3
ENSGALG00000032308	108	43	85	60
ENSGALG00000000994	2	2	0	4
ENSGALG00000042123	1	3	4	0
ENSGALG00000035814	161	168	152	62
ENSGALG00000015382	4	1	11	0
ENSGALG00000044709	119	28	176	5
ENSGALG00000043607	368	248	499	307
ENSGALG00000005609	509	388	411	276
ENSGALG00000053278	1472	1066	1320	374
ENSGALG00000015576	1023	580	759	423
ENSGALG00000043074	908	754	858	578
ENSGALG00000005517	43	36	38	22
ENSGALG00000035028	397	134	460	103
ENSGALG00000035350	381	260	272	85
ENSGALG00000020895	395	86	268	26
ENSGALG00000033593	129	43	93	31
ENSGALG00000049622	813	553	828	173
ENSGALG00000032595	1072	763	1272	1128
ENSGALG00000038582	958	630	730	515
ENSGALG00000041034	2791	1946	2139	1393
ENSGALG00000051983	253	146	158	100
ENSGALG00000048818	22	8	37	3
ENSGALG00000000998	701	557	698	327
ENSGALG00000014804	2	3	6	0
ENSGALG00000034918	81	27	88	55
ENSGALG00000011861	1	3	1	3
ENSGALG00000030005	1064	969	1388	979
ENSGALG00000012809	1018	368	1065	586
ENSGALG00000010364	221	110	114	50
ENSGALG00000041080	2360	1329	2107	1387
ENSGALG00000003977	4892	3878	5166	3270
ENSGALG00000012452	348	292	331	148
ENSGALG00000045584	3893	2539	3225	1381
ENSGALG00000033446	2588	1726	2981	2087
ENSGALG00000026902	4	5	15	3
ENSGALG00000004467	1511	1146	1407	870
ENSGALG00000030890	410	246	470	233
ENSGALG00000033179	688	433	587	293
ENSGALG00000013632	785	259	415	155
ENSGALG00000027905	349	220	202	80
ENSGALG00000025881	312	106	352	187
ENSGALG00000041802	52	24	53	25
ENSGALG00000012784	841	462	1286	658
ENSGALG00000000433	230	240	340	297
ENSGALG00000027534	218	311	247	93
ENSGALG00000054686	10053	5563	8115	3130
ENSGALG00000053033	52	36	47	19
ENSGALG00000029834	2410	1259	2861	1772
ENSGALG00000003108	1657	1336	1266	1015
ENSGALG00000046867	749	589	744	408
ENSGALG00000026944	5121	3065	4723	1910
ENSGALG00000012488	637	388	662	394
ENSGALG00000010349	396	292	362	218
ENSGALG00000014263	293	217	251	190
ENSGALG00000015385	30	26	30	18
ENSGALG00000014721	363	168	359	129
ENSGALG00000033092	1300	1026	1434	958
ENSGALG00000034777	3111	2248	2030	1523
ENSGALG00000035282	120	61	81	86
ENSGALG00000011476	746	1085	652	319
ENSGALG00000029610	458	301	314	153
ENSGALG00000050072	5	2	4	0
ENSGALG00000026553	4	2	0	1
ENSGALG00000031112	62	37	70	41
ENSGALG00000004350	252	86	243	85
ENSGALG00000006646	4555	2493	4607	2732
ENSGALG00000003483	1988	1237	2183	1151
ENSGALG00000000352	978	687	947	510
ENSGALG00000027897	38	22	64	21
ENSGALG00000012003	349	240	340	241
ENSGALG00000000672	337	259	257	155
ENSGALG00000038223	9	6	4	1
ENSGALG00000001051	2351	2586	1660	782
ENSGALG00000011856	107	65	111	78
ENSGALG00000006602	74	47	78	31
ENSGALG00000049579	1392	606	1275	555
ENSGALG00000008382	1151	357	707	290
ENSGALG00000003374	7	0	5	3
ENSGALG00000003245	341	255	355	226
ENSGALG00000030866	107	76	129	67
ENSGALG00000054655	62	36	47	25
ENSGALG00000007378	204	157	250	178
ENSGALG00000035973	156	123	158	89
ENSGALG00000003574	1300	637	1044	440
ENSGALG00000004259	1989	1250	2169	1110
ENSGALG00000048019	46	34	60	31
ENSGALG00000038110	446	341	504	301
ENSGALG00000008427	4	4	0	0
ENSGALG00000054620	12	3	6	3
ENSGALG00000032400	203	125	214	96
ENSGALG00000032690	460	371	485	303
ENSGALG00000038506	25	11	22	6
ENSGALG00000048098	212	209	109	84
ENSGALG00000004820	53	9	19	8
ENSGALG00000010950	122	26	83	23
ENSGALG00000043831	4	5	3	2
ENSGALG00000015386	70	38	55	42
ENSGALG00000002666	208	126	184	122
ENSGALG00000001067	2239	1741	2026	948
ENSGALG00000021443	221	198	180	129
ENSGALG00000054397	12	9	10	8
ENSGALG00000038162	19	3	10	0
ENSGALG00000008740	153	48	166	90
ENSGALG00000012814	460	413	355	164
ENSGALG00000034803	209	131	119	98
ENSGALG00000027872	1227	1090	717	111
ENSGALG00000012816	176	113	134	162
ENSGALG00000000525	2322	1794	1549	902
ENSGALG00000010051	522	330	281	354
ENSGALG00000028250	7	0	4	1
ENSGALG00000053742	140	55	104	51
ENSGALG00000000977	513	369	459	294
ENSGALG00000000251	919	476	865	462
ENSGALG00000008150	62	34	29	27
ENSGALG00000049544	12	8	3	11
ENSGALG00000005346	13	19	9	3
ENSGALG00000017119	3	0	4	0
ENSGALG00000007792	398	252	358	179
ENSGALG00000004850	196	92	133	79
ENSGALG00000030701	164	92	116	60
ENSGALG00000039200	107	39	94	30
ENSGALG00000016265	3	1	1	3
ENSGALG00000030533	2190	1755	2013	1006
ENSGALG00000007926	1875	1396	2154	1302
ENSGALG00000040055	556	435	558	337
ENSGALG00000001275	1003	739	775	511
ENSGALG00000003939	6832	3283	6432	3130
ENSGALG00000016721	1122	534	3411	1682
ENSGALG00000011592	1571	968	1341	775
ENSGALG00000002112	18718	15283	18887	13913
ENSGALG00000054834	14	2	5	1
ENSGALG00000038041	452	379	578	293
ENSGALG00000008321	919	828	705	414
ENSGALG00000054430	357	196	269	163
ENSGALG00000011894	3	4	11	10
ENSGALG00000033447	1169	892	1213	700
ENSGALG00000009859	49	48	74	34
ENSGALG00000042005	780	563	749	469
ENSGALG00000007476	1418	867	1728	1159
ENSGALG00000005656	933	338	833	293
ENSGALG00000039624	1745	1354	2179	1378
ENSGALG00000041054	5	4	2	2
ENSGALG00000014551	1009	545	862	570
ENSGALG00000029523	2256	1415	1901	821
ENSGALG00000002655	13970	10367	9266	3280
ENSGALG00000046504	38	15	17	24
ENSGALG00000028448	43	14	45	2
ENSGALG00000011286	1178	586	843	234
ENSGALG00000023437	5	4	17	14
ENSGALG00000047414	9	11	5	2
ENSGALG00000005622	3494	1718	4142	1768
ENSGALG00000028222	2	4	1	1
ENSGALG00000005340	115	56	81	38
ENSGALG00000031723	363	225	329	198
ENSGALG00000015844	1053	681	947	689
ENSGALG00000026809	1914	1511	2057	1137
ENSGALG00000040367	127	30	148	75
ENSGALG00000003913	97	29	127	28
ENSGALG00000052867	6	3	1	2
ENSGALG00000016833	377	262	247	106
ENSGALG00000016228	18	9	11	6
ENSGALG00000003580	20	10	3	7
ENSGALG00000000820	3	1	4	0
ENSGALG00000000529	2454	2235	2316	1057
ENSGALG00000004480	693	281	710	363
ENSGALG00000007141	134	52	111	43
ENSGALG00000037723	766	362	688	226
ENSGALG00000004521	2049	1921	1444	994
ENSGALG00000040561	844	244	827	184
ENSGALG00000030303	691	824	615	182
ENSGALG00000014443	687	514	616	508
ENSGALG00000004297	9	3	7	1
ENSGALG00000028803	849	835	833	533
ENSGALG00000007403	960	664	1310	749
ENSGALG00000010048	92	66	93	60
ENSGALG00000008443	16358	12142	17600	10693
ENSGALG00000013851	766	518	531	447
ENSGALG00000050441	1816	748	2280	1227
ENSGALG00000007685	928	538	632	485
ENSGALG00000014510	1868	1308	1722	1066
ENSGALG00000006363	608	333	482	354
ENSGALG00000007961	204	129	190	128
ENSGALG00000053468	93	102	59	57
ENSGALG00000039708	451	172	704	439
ENSGALG00000005070	2909	1534	2830	1335
ENSGALG00000013402	268	181	168	112
ENSGALG00000040833	177	40	435	51
ENSGALG00000037776	311	277	294	165
ENSGALG00000005886	292	158	174	100
ENSGALG00000010399	2793	1286	2504	1019
ENSGALG00000010435	1072	572	750	235
ENSGALG00000038748	13085	16455	7980	5477
ENSGALG00000023781	4454	4291	3621	2129
ENSGALG00000012827	1552	877	1755	766
ENSGALG00000009328	6479	4905	5297	3458
ENSGALG00000017009	2378	1497	1660	968
ENSGALG00000039311	201	281	147	80
ENSGALG00000039088	638	362	711	346
ENSGALG00000020538	961	668	702	453
ENSGALG00000034899	25	13	19	6
ENSGALG00000036728	15	0	14	5
ENSGALG00000000737	171	183	155	117
ENSGALG00000005407	533	319	395	226
ENSGALG00000053196	199	135	179	126
ENSGALG00000047699	47	0	47	1
ENSGALG00000004436	1180	642	929	218
ENSGALG00000001419	4729	6079	2343	1727
ENSGALG00000008794	143	105	165	106
ENSGALG00000003301	76	56	57	22
ENSGALG00000007638	515	332	356	323
ENSGALG00000052088	33	17	53	9
ENSGALG00000032815	2415	1736	2328	1462
ENSGALG00000023472	1	0	10	9
ENSGALG00000027090	56	16	60	7
ENSGALG00000013639	1183	971	1286	644
ENSGALG00000047118	7	0	13	9
ENSGALG00000028135	45	32	71	32
ENSGALG00000009415	3	6	1	4
ENSGALG00000010401	670	437	639	380
ENSGALG00000040267	643	451	555	420
ENSGALG00000049073	16	41	4	15
ENSGALG00000028568	778	310	474	296
ENSGALG00000051235	47	16	46	23
ENSGALG00000005757	3287	2129	2940	1792
ENSGALG00000035337	547	407	481	314
ENSGALG00000050627	325	229	178	110
ENSGALG00000006925	273	164	213	118
ENSGALG00000049210	34	49	21	9
ENSGALG00000048152	1434	1035	1700	796
ENSGALG00000003430	324	160	300	117
ENSGALG00000011469	9	8	3	3
ENSGALG00000026687	17	12	12	10
ENSGALG00000013649	2158	993	1988	685
ENSGALG00000011524	3	2	7	4
ENSGALG00000051148	53	46	49	54
ENSGALG00000052053	3	1	4	6
ENSGALG00000009601	0	4	2	0
ENSGALG00000029947	87	77	111	48
ENSGALG00000003298	454	334	384	218
ENSGALG00000001503	633	369	569	458
ENSGALG00000013565	3467	2990	3060	1703
ENSGALG00000007040	1813	1058	1764	834
ENSGALG00000050278	13	1	2	0
ENSGALG00000054304	2	5	4	0
ENSGALG00000043372	1637	1558	2053	928
ENSGALG00000020905	9	6	2	0
ENSGALG00000005535	1979	1370	1879	1155
ENSGALG00000020742	1080	781	1010	582
ENSGALG00000053052	133	67	240	7
ENSGALG00000052887	65	15	36	10
ENSGALG00000047462	61	17	55	49
ENSGALG00000030907	18	3	121	10
ENSGALG00000041037	1605	1044	1784	1028
ENSGALG00000017120	813	191	932	359
ENSGALG00000037558	12	9	10	4
ENSGALG00000011475	5892	6080	6401	3970
ENSGALG00000029679	19	5	5	1
ENSGALG00000010406	140	105	103	16
ENSGALG00000047814	1	2	4	1
ENSGALG00000041036	23	7	13	6
ENSGALG00000023632	606	457	547	270
ENSGALG00000014736	334	269	227	50
ENSGALG00000015949	198	126	255	156
ENSGALG00000051589	29	23	26	13
ENSGALG00000006572	47	24	49	20
ENSGALG00000014455	598	369	663	226
ENSGALG00000015691	102	11	166	0
ENSGALG00000031589	755	462	598	345
ENSGALG00000008405	3536	2937	3441	1827
ENSGALG00000016997	1728	1077	1794	943
ENSGALG00000011950	4756	3482	4609	2938
ENSGALG00000054336	2579	1996	2504	1363
ENSGALG00000028336	414	241	410	172
ENSGALG00000004366	2028	1745	1831	1165
ENSGALG00000032419	3293	1675	2961	2280
ENSGALG00000040017	544	290	432	279
ENSGALG00000009439	12	2	0	0
ENSGALG00000007698	588	636	585	351
ENSGALG00000047440	10	0	4	0
ENSGALG00000035490	1036	795	1026	537
ENSGALG00000048091	1084	858	933	572
ENSGALG00000005280	590	301	448	217
ENSGALG00000041854	5	2	20	2
ENSGALG00000009639	3	1	11	0
ENSGALG00000012153	14	15	21	24
ENSGALG00000054447	48	10	23	12
ENSGALG00000011483	279	151	205	103
ENSGALG00000050086	45	36	32	24
ENSGALG00000052067	5	9	12	3
ENSGALG00000030270	509	230	731	151
ENSGALG00000032257	766	573	705	505
ENSGALG00000015191	13	33	10	15
ENSGALG00000043582	8996	8002	3599	83
ENSGALG00000016890	389	178	268	142
ENSGALG00000028438	2110	1622	1541	866
ENSGALG00000011551	563	97	747	145
ENSGALG00000009875	48	47	10	1
ENSGALG00000036949	77	48	77	62
ENSGALG00000034975	66	45	107	43
ENSGALG00000031977	4	4	5	4
ENSGALG00000001348	11	12	14	4
ENSGALG00000038952	161	138	213	143
ENSGALG00000048409	6123	5552	5095	2315
ENSGALG00000011492	319	134	381	146
ENSGALG00000034104	2308	1699	2002	1117
ENSGALG00000008803	16	9	15	11
ENSGALG00000044612	3	1	5	5
ENSGALG00000008778	110	70	80	86
ENSGALG00000038639	193	119	209	120
ENSGALG00000037941	277	214	329	235
ENSGALG00000036736	539	338	487	211
ENSGALG00000015118	539	226	652	219
ENSGALG00000014457	567	527	601	307
ENSGALG00000005088	280	293	245	172
ENSGALG00000040249	0	8	8	0
ENSGALG00000048212	7	1	0	3
ENSGALG00000034504	13	11	20	1
