	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_24h	chicken_d_lps_24h
ENSGALG00000001048	685	488	562	414
ENSGALG00000004610	752	753	357	314
ENSGALG00000008550	960	646	989	734
ENSGALG00000043947	167	223	124	104
ENSGALG00000047164	33	49	22	3
ENSGALG00000052879	69	31	45	36
ENSGALG00000008474	53	26	35	28
ENSGALG00000009782	1763	1000	1831	1216
ENSGALG00000009581	386	208	274	224
ENSGALG00000016565	0	2	3	6
ENSGALG00000024326	374	208	331	230
ENSGALG00000010536	432	253	476	403
ENSGALG00000003824	1645	1279	1469	1090
ENSGALG00000016880	644	328	679	602
ENSGALG00000013626	78	37	128	118
ENSGALG00000048013	392	269	438	312
ENSGALG00000012857	1587	2856	564	379
ENSGALG00000001947	748	473	744	560
ENSGALG00000017320	1253	832	1118	807
ENSGALG00000010537	30	18	117	113
ENSGALG00000015485	416	278	429	451
ENSGALG00000010539	1333	759	978	673
ENSGALG00000008122	1058	835	1052	614
ENSGALG00000009792	45	44	68	20
ENSGALG00000016567	540	283	478	554
ENSGALG00000010540	9	19	11	3
ENSGALG00000010042	897	518	725	547
ENSGALG00000001037	156	102	79	89
ENSGALG00000041129	264	156	263	238
ENSGALG00000017321	338	251	301	209
ENSGALG00000008479	137	92	92	47
ENSGALG00000050533	78	52	43	73
ENSGALG00000000186	187	117	181	169
ENSGALG00000051061	18	6	8	2
ENSGALG00000000962	285	143	192	174
ENSGALG00000035419	25	17	33	12
ENSGALG00000013060	2	3	0	0
ENSGALG00000000137	619	434	736	497
ENSGALG00000008089	606	475	474	425
ENSGALG00000011490	174	74	167	167
ENSGALG00000046106	9	0	4	0
ENSGALG00000015571	325	184	293	215
ENSGALG00000049362	58	9	138	5
ENSGALG00000011491	1883	1215	2043	1316
ENSGALG00000016570	5	2	2	2
ENSGALG00000013253	242	111	175	42
ENSGALG00000029746	307	284	176	118
ENSGALG00000005357	3878	2608	4046	3387
ENSGALG00000013042	299	214	70	71
ENSGALG00000001025	511	376	328	294
ENSGALG00000009587	220	120	234	225
ENSGALG00000023506	180	70	150	135
ENSGALG00000037587	408	568	157	61
ENSGALG00000015491	267	98	229	251
ENSGALG00000038396	9	5	10	14
ENSGALG00000005959	193	64	199	137
ENSGALG00000037186	1835	1528	1861	1564
ENSGALG00000053042	138	51	290	102
ENSGALG00000010044	25	14	8	1
ENSGALG00000026070	200	112	175	58
ENSGALG00000000884	432	425	171	56
ENSGALG00000000551	1129	954	727	628
ENSGALG00000002003	47	35	72	48
ENSGALG00000040607	1122	1030	743	549
ENSGALG00000010543	5387	3128	3858	3057
ENSGALG00000022750	85	32	34	11
ENSGALG00000053296	780	538	690	641
ENSGALG00000001014	202	108	193	135
ENSGALG00000042730	5242	3728	5587	4844
ENSGALG00000003684	64	38	57	41
ENSGALG00000047000	353	283	313	164
ENSGALG00000049305	9	16	1	1
ENSGALG00000009809	271	220	99	81
ENSGALG00000010988	160	60	325	82
ENSGALG00000045125	3375	4057	822	651
ENSGALG00000033090	880	510	1477	1246
ENSGALG00000054501	36	48	9	7
ENSGALG00000000713	3026	1643	1675	2073
ENSGALG00000047052	1	0	2	6
ENSGALG00000002350	25	21	10	14
ENSGALG00000010049	67	52	29	11
ENSGALG00000050005	1036	535	1072	728
ENSGALG00000029387	459	211	339	260
ENSGALG00000009813	886	509	758	711
ENSGALG00000045776	2635	3566	1954	1472
ENSGALG00000016781	1530	1409	1442	1488
ENSGALG00000048665	14	18	9	5
ENSGALG00000008500	1153	806	828	719
ENSGALG00000041221	167	144	178	124
ENSGALG00000053523	280	600	66	78
ENSGALG00000036310	960	549	1544	1732
ENSGALG00000052105	71	25	188	0
ENSGALG00000008823	34	37	18	10
ENSGALG00000001971	1181	809	766	728
ENSGALG00000028015	325	348	160	74
ENSGALG00000008506	606	496	711	736
ENSGALG00000006009	21	7	36	4
ENSGALG00000016883	210	120	166	183
ENSGALG00000023541	3232	2176	3106	3362
ENSGALG00000000787	2753	2055	2052	1795
ENSGALG00000045581	2836	1646	2422	1074
ENSGALG00000037688	316	179	327	224
ENSGALG00000030351	6769	4205	5547	3600
ENSGALG00000044505	174	101	121	22
ENSGALG00000021539	648	527	657	537
ENSGALG00000000946	1117	859	1405	1191
ENSGALG00000036021	6	4	0	0
ENSGALG00000009830	43	16	10	5
ENSGALG00000029596	6	1	16	10
ENSGALG00000029569	810	504	442	201
ENSGALG00000017327	4019	2752	3536	2786
ENSGALG00000042908	157	155	103	92
ENSGALG00000012836	142	107	724	540
ENSGALG00000000317	7	31	8	0
ENSGALG00000016462	22	15	15	6
ENSGALG00000050603	2	6	12	6
ENSGALG00000050965	3	6	2	2
ENSGALG00000040008	955	649	878	577
ENSGALG00000040877	890	640	678	521
ENSGALG00000032847	3291	2372	3470	2324
ENSGALG00000001101	150	90	157	88
ENSGALG00000002008	258	124	314	131
ENSGALG00000043827	388	212	266	227
ENSGALG00000017316	4	4	5	4
ENSGALG00000002012	184	158	97	52
ENSGALG00000044014	600	432	421	429
ENSGALG00000050811	7	4	0	1
ENSGALG00000045169	32	8	12	13
ENSGALG00000035769	473	325	472	593
ENSGALG00000029714	1978	1552	1779	1301
ENSGALG00000034903	345	179	209	149
ENSGALG00000000357	7922	8770	10072	1396
ENSGALG00000003146	36	16	13	48
ENSGALG00000010997	370	176	346	309
ENSGALG00000006503	3686	1937	5005	3244
ENSGALG00000000802	972	559	1291	943
ENSGALG00000044098	96	65	106	85
ENSGALG00000054251	137	85	115	83
ENSGALG00000044387	3	5	0	0
ENSGALG00000008530	2852	2196	2906	2361
ENSGALG00000037043	258	156	145	58
ENSGALG00000054122	20	19	13	7
ENSGALG00000017330	10046	7801	8361	5988
ENSGALG00000019286	292	154	339	245
ENSGALG00000045721	518	390	428	263
ENSGALG00000004725	1806	1434	1939	2000
ENSGALG00000009868	393	221	405	280
ENSGALG00000002050	1192	999	1142	946
ENSGALG00000000993	3091	1915	2382	1982
ENSGALG00000036870	696	584	471	436
ENSGALG00000026179	3	2	3	0
ENSGALG00000003845	3073	3387	1410	844
ENSGALG00000013437	84	69	52	43
ENSGALG00000029678	563	226	441	285
ENSGALG00000000636	1221	767	519	266
ENSGALG00000033827	47	57	14	24
ENSGALG00000000011	224	152	180	136
ENSGALG00000034735	1626	940	1525	1579
ENSGALG00000048625	446	296	311	236
ENSGALG00000004743	493	469	302	218
ENSGALG00000037733	1625	1305	1425	799
ENSGALG00000044734	1	9	2	0
ENSGALG00000046757	4	2	1	3
ENSGALG00000017227	32	15	17	16
ENSGALG00000041030	5258	3792	4920	3556
ENSGALG00000037289	1496	1521	909	723
ENSGALG00000046685	15	24	21	14
ENSGALG00000009610	59	59	66	39
ENSGALG00000004760	50	62	53	11
ENSGALG00000040263	2547	1965	2463	1891
ENSGALG00000052207	2	2	2	1
ENSGALG00000006992	800	1097	1066	136
ENSGALG00000011214	41	7	58	12
ENSGALG00000008340	2185	1525	2116	1716
ENSGALG00000049026	1749	1739	637	550
ENSGALG00000032289	1205	542	844	577
ENSGALG00000039048	277	133	237	186
ENSGALG00000036474	1777	1145	1598	1089
ENSGALG00000009870	1265	445	984	671
ENSGALG00000028985	213	152	168	109
ENSGALG00000031843	1290	1133	1096	908
ENSGALG00000008341	1430	906	1926	1399
ENSGALG00000007057	192	121	146	147
ENSGALG00000013655	11	7	7	9
ENSGALG00000020836	2	1	2	0
ENSGALG00000013234	32	10	33	6
ENSGALG00000041417	575	257	497	369
ENSGALG00000038939	162	101	190	113
ENSGALG00000038657	491	275	417	349
ENSGALG00000052502	27	37	23	8
ENSGALG00000002048	3	1	14	18
ENSGALG00000047565	1529	1258	727	548
ENSGALG00000013661	49	26	55	53
ENSGALG00000034967	561	359	353	183
ENSGALG00000041618	2122	1337	1710	1249
ENSGALG00000023510	7447	4696	5955	7446
ENSGALG00000045940	772	466	713	437
ENSGALG00000050719	23	4	16	10
ENSGALG00000040128	2019	753	1367	809
ENSGALG00000052141	28	11	80	81
ENSGALG00000013232	454	242	313	281
ENSGALG00000012769	1920	731	2309	1888
ENSGALG00000016463	4059	1018	3802	3107
ENSGALG00000010177	3070	2406	1554	1463
ENSGALG00000039134	660	559	511	329
ENSGALG00000041821	691	371	505	376
ENSGALG00000030460	304	171	301	331
ENSGALG00000007389	203	143	221	123
ENSGALG00000047273	712	488	665	675
ENSGALG00000054865	20	22	8	6
ENSGALG00000029545	31	18	10	6
ENSGALG00000035194	3334	2911	2782	1518
ENSGALG00000028253	647	555	268	277
ENSGALG00000016580	4	5	1	0
ENSGALG00000009681	1083	596	1341	1160
ENSGALG00000030086	1161	836	1387	1308
ENSGALG00000050257	28	21	7	1
ENSGALG00000000848	1482	1006	1286	1211
ENSGALG00000030759	4428	3449	4325	3474
ENSGALG00000013674	9	5	5	8
ENSGALG00000039590	177	110	123	119
ENSGALG00000043128	2565	1546	1849	2896
ENSGALG00000041783	600	363	650	548
ENSGALG00000055012	16	8	3	6
ENSGALG00000047231	10	4	15	8
ENSGALG00000027641	201	97	165	50
ENSGALG00000047321	2	3	0	0
ENSGALG00000002089	1247	696	1299	914
ENSGALG00000044642	576	515	293	250
ENSGALG00000053997	504	302	304	291
ENSGALG00000037787	2367	1255	1959	1145
ENSGALG00000014537	409	214	96	89
ENSGALG00000052724	32	7	46	14
ENSGALG00000007052	987	648	869	714
ENSGALG00000048923	392	199	1222	112
ENSGALG00000002142	130	68	53	79
ENSGALG00000050686	0	4	2	2
ENSGALG00000045122	6533	3767	7126	7061
ENSGALG00000015324	0	2	3	2
ENSGALG00000031684	3048	1464	2027	1942
ENSGALG00000052395	4	2	2	0
ENSGALG00000043208	1188	892	1208	1098
ENSGALG00000001019	598	471	652	463
ENSGALG00000009886	596	420	323	329
ENSGALG00000032875	3576	2577	4559	3114
ENSGALG00000040418	244	172	154	101
ENSGALG00000008590	7807	5124	6220	4627
ENSGALG00000051624	192	152	72	72
ENSGALG00000053908	12	13	6	3
ENSGALG00000010190	1234	617	1019	824
ENSGALG00000002125	29	11	12	13
ENSGALG00000016582	31	0	660	676
ENSGALG00000006539	108	64	134	121
ENSGALG00000013916	784	560	918	575
ENSGALG00000019284	416	265	413	339
ENSGALG00000002162	4796	2375	6214	7171
ENSGALG00000007539	12	12	16	5
ENSGALG00000012865	597	460	297	269
ENSGALG00000037195	6010	3748	11591	9165
ENSGALG00000009075	578	315	682	429
ENSGALG00000033150	705	434	801	213
ENSGALG00000009592	941	562	890	679
ENSGALG00000052985	3	0	8	0
ENSGALG00000002266	9	1	3	1
ENSGALG00000042029	19	9	18	16
ENSGALG00000037407	395	348	263	303
ENSGALG00000042371	310	185	358	237
ENSGALG00000032372	165	113	233	265
ENSGALG00000000893	7	7	1	2
ENSGALG00000016583	178	145	543	438
ENSGALG00000043806	12	14	2	3
ENSGALG00000009611	1189	973	775	736
ENSGALG00000016785	33	5	29	12
ENSGALG00000043930	255	135	292	153
ENSGALG00000053854	620	409	779	512
ENSGALG00000040018	3240	2905	2896	2436
ENSGALG00000005416	335	126	408	227
ENSGALG00000008606	2155	1668	2271	1980
ENSGALG00000008675	3010	1839	3506	2707
ENSGALG00000032685	2379	1876	939	1054
ENSGALG00000003466	21	3	8	9
ENSGALG00000039920	977	986	452	245
ENSGALG00000042067	63	48	32	25
ENSGALG00000000901	3	9	0	2
ENSGALG00000035108	500	320	344	369
ENSGALG00000039830	1954	1533	1509	1100
ENSGALG00000036856	250	269	273	215
ENSGALG00000000972	157	72	129	84
ENSGALG00000016586	1593	1177	2005	2094
ENSGALG00000007092	68	33	66	33
ENSGALG00000000364	5	6	0	0
ENSGALG00000009993	343	294	327	242
ENSGALG00000008348	20264	13059	17717	18656
ENSGALG00000013647	144	68	107	102
ENSGALG00000043025	5	3	7	3
ENSGALG00000011518	80	66	100	95
ENSGALG00000000907	5220	5039	5121	3600
ENSGALG00000041445	486	226	463	308
ENSGALG00000015543	297	205	290	257
ENSGALG00000005318	28	12	14	1
ENSGALG00000028147	38026	40485	45748	11346
ENSGALG00000013657	270	179	123	117
ENSGALG00000007481	1779	913	1772	1502
ENSGALG00000008352	5	0	1	2
ENSGALG00000039206	1075	806	1286	934
ENSGALG00000036418	60	45	21	5
ENSGALG00000037301	1459	906	1360	895
ENSGALG00000009626	10	3	5	8
ENSGALG00000016886	127	60	158	172
ENSGALG00000010567	11	2	11	3
ENSGALG00000005353	2773	1015	2616	1382
ENSGALG00000041232	578	365	635	432
ENSGALG00000008589	68	30	138	154
ENSGALG00000004048	245	147	548	361
ENSGALG00000015271	195	233	112	16
ENSGALG00000030925	183	99	183	163
ENSGALG00000004679	409	298	336	324
ENSGALG00000009718	500	444	194	135
ENSGALG00000043379	5876	4659	4847	3317
ENSGALG00000028643	137	100	201	170
ENSGALG00000034013	271	100	283	236
ENSGALG00000052585	19	10	138	12
ENSGALG00000010208	2	2	1	1
ENSGALG00000051041	792	542	309	106
ENSGALG00000008325	1766	1181	1709	1166
ENSGALG00000008621	10896	7204	12876	13119
ENSGALG00000002314	0	3	0	3
ENSGALG00000003208	519	298	506	345
ENSGALG00000011007	1075	609	894	626
ENSGALG00000043336	1490	993	1928	1637
ENSGALG00000052632	6	1	2	1
ENSGALG00000004477	529	412	362	297
ENSGALG00000028565	4198	2947	3171	2405
ENSGALG00000020813	153	43	84	59
ENSGALG00000035478	549	322	490	380
ENSGALG00000015218	21	11	13	3
ENSGALG00000005369	226	139	231	207
ENSGALG00000000913	217	129	154	135
ENSGALG00000006506	2117	1069	2101	1511
ENSGALG00000012025	528	479	357	378
ENSGALG00000003798	1283	947	1435	974
ENSGALG00000013072	572	239	644	937
ENSGALG00000054117	315	187	237	210
ENSGALG00000000378	47	48	31	52
ENSGALG00000046828	435	302	390	220
ENSGALG00000041634	49	107	21	29
ENSGALG00000009961	2417	1204	2253	1515
ENSGALG00000048830	113	138	108	91
ENSGALG00000030552	384	233	324	368
ENSGALG00000010569	910	456	1061	1099
ENSGALG00000021262	4672	2999	5116	3947
ENSGALG00000046448	21	18	30	11
ENSGALG00000041401	2208	1589	2680	2192
ENSGALG00000002062	1270	911	1084	903
ENSGALG00000011681	2	1	8	8
ENSGALG00000027762	998	737	1432	824
ENSGALG00000010570	2841	1310	2487	1693
ENSGALG00000041435	213	250	64	57
ENSGALG00000053398	187	101	122	116
ENSGALG00000013726	420	189	403	240
ENSGALG00000001558	1448	1100	914	805
ENSGALG00000033888	1129	712	1024	775
ENSGALG00000047904	26	1	39	44
ENSGALG00000010223	23	25	18	3
ENSGALG00000050047	241	145	188	170
ENSGALG00000013660	456	243	243	196
ENSGALG00000007009	741	611	512	411
ENSGALG00000049437	76	25	68	56
ENSGALG00000010613	524	280	357	434
ENSGALG00000049884	73	13	43	21
ENSGALG00000054870	0	5	18	14
ENSGALG00000010224	1709	1125	930	800
ENSGALG00000054943	32	7	37	32
ENSGALG00000001621	1582	822	4751	261
ENSGALG00000047376	21	13	3	0
ENSGALG00000003522	3478	2131	4215	3288
ENSGALG00000013672	133	102	71	59
ENSGALG00000047927	458	134	973	74
ENSGALG00000014813	36	22	46	34
ENSGALG00000027698	331	209	275	264
ENSGALG00000050621	1111	821	1082	831
ENSGALG00000010619	1649	1132	1281	1318
ENSGALG00000031163	659	397	568	617
ENSGALG00000031474	494	335	350	339
ENSGALG00000022882	354	150	264	206
ENSGALG00000026995	5286	3466	7206	3696
ENSGALG00000032371	163	140	683	303
ENSGALG00000054306	1368	1133	1759	819
ENSGALG00000047434	126	67	77	66
ENSGALG00000010623	73	25	136	129
ENSGALG00000009738	834	970	318	168
ENSGALG00000050294	4	0	4	0
ENSGALG00000006367	267	220	228	188
ENSGALG00000039203	2910	2094	2773	1725
ENSGALG00000033379	516	298	505	256
ENSGALG00000002370	6	2	3	0
ENSGALG00000039391	73	36	44	37
ENSGALG00000047993	233	127	238	283
ENSGALG00000031143	252	134	200	143
ENSGALG00000036128	632	471	389	324
ENSGALG00000004818	10889	8697	10318	6405
ENSGALG00000034344	803	689	991	329
ENSGALG00000043447	794	464	940	712
ENSGALG00000033705	2183	1599	2143	1856
ENSGALG00000000535	573	292	529	373
ENSGALG00000037371	441	190	384	226
ENSGALG00000054797	47	19	6	3
ENSGALG00000010227	799	412	752	481
ENSGALG00000039298	210	56	250	34
ENSGALG00000008666	56	51	43	10
ENSGALG00000036214	726	519	880	902
ENSGALG00000048613	1434	1065	839	736
ENSGALG00000047043	265	519	153	191
ENSGALG00000032642	2281	1695	2418	1997
ENSGALG00000029514	709	651	291	272
ENSGALG00000038740	62	27	26	12
ENSGALG00000002414	927	533	655	544
ENSGALG00000009974	182	110	137	115
ENSGALG00000035129	1035	547	782	613
ENSGALG00000009642	551	452	434	329
ENSGALG00000008549	861	519	775	529
ENSGALG00000004821	631	427	621	476
ENSGALG00000008669	842	738	542	226
ENSGALG00000048345	52	43	53	74
ENSGALG00000030280	34316	24608	31278	18191
ENSGALG00000000906	221	128	120	93
ENSGALG00000032146	2	1	2	1
ENSGALG00000002487	1446	1073	1043	808
ENSGALG00000048565	1403	711	1605	1190
ENSGALG00000009982	371	187	242	256
ENSGALG00000051049	1858	1272	1449	1077
ENSGALG00000013092	2034	1273	2482	1495
ENSGALG00000010627	690	576	653	576
ENSGALG00000021883	122	35	107	86
ENSGALG00000002116	5	2	6	1
ENSGALG00000012631	634	358	529	268
ENSGALG00000013688	150	272	117	102
ENSGALG00000004058	756	366	532	455
ENSGALG00000015334	321	238	171	177
ENSGALG00000008579	67	49	98	83
ENSGALG00000007015	628	305	710	634
ENSGALG00000013528	4	5	6	7
ENSGALG00000054939	623	373	596	296
ENSGALG00000030162	9045	7218	7735	4477
ENSGALG00000009985	172	93	265	207
ENSGALG00000052971	203	119	197	115
ENSGALG00000042725	249	137	200	142
ENSGALG00000051750	0	4	3	3
ENSGALG00000002159	2424	1144	2284	2112
ENSGALG00000032734	648	448	553	541
ENSGALG00000031487	3	0	3	1
ENSGALG00000004840	6	5	7	0
ENSGALG00000031360	4	4	5	0
ENSGALG00000002570	521	406	2486	1984
ENSGALG00000017323	124	84	147	109
ENSGALG00000031227	116	62	113	80
ENSGALG00000033507	1729	1587	938	824
ENSGALG00000052818	156	63	129	11
ENSGALG00000011020	3056	1649	4313	2612
ENSGALG00000054366	352	134	251	321
ENSGALG00000006617	414	282	527	387
ENSGALG00000036566	212	157	300	256
ENSGALG00000012952	5313	3126	8938	5005
ENSGALG00000017350	266	137	1103	1109
ENSGALG00000030918	6498	3819	4875	2949
ENSGALG00000013095	1146	596	1570	1022
ENSGALG00000002562	774	547	1259	782
ENSGALG00000014713	3	3	0	0
ENSGALG00000050332	1627	841	796	672
ENSGALG00000032219	4252	2572	4161	3044
ENSGALG00000034271	207	100	645	468
ENSGALG00000010629	1397	917	1121	910
ENSGALG00000014756	312	182	349	279
ENSGALG00000004064	96	42	31	11
ENSGALG00000044799	8622	4333	10782	7118
ENSGALG00000047665	24	32	15	12
ENSGALG00000039337	1360	1166	906	653
ENSGALG00000054542	524	291	404	241
ENSGALG00000013221	0	4	2	3
ENSGALG00000013697	63	28	51	41
ENSGALG00000046739	46	28	25	14
ENSGALG00000012222	1950	1127	2372	2062
ENSGALG00000003405	937	790	704	642
ENSGALG00000000573	248	192	197	198
ENSGALG00000035182	3355	2109	4500	5661
ENSGALG00000005438	5	9	34	35
ENSGALG00000048467	7	13	27	10
ENSGALG00000002179	490	326	431	421
ENSGALG00000026850	1109	1130	1006	790
ENSGALG00000048685	168	48	239	7
ENSGALG00000013098	4724	1291	8106	9777
ENSGALG00000002426	240	92	203	144
ENSGALG00000034374	1153	455	1410	848
ENSGALG00000040662	2221	2112	1232	1154
ENSGALG00000004168	940	615	581	532
ENSGALG00000039450	1627	1232	1320	987
ENSGALG00000000579	1926	1305	2344	1870
ENSGALG00000010633	18	4	16	19
ENSGALG00000049732	52	33	34	28
ENSGALG00000047431	58	34	225	25
ENSGALG00000053584	27	23	8	13
ENSGALG00000054371	8	3	2	2
ENSGALG00000040453	505	404	538	422
ENSGALG00000004104	3155	2696	2413	1607
ENSGALG00000050779	10	0	7	0
ENSGALG00000002479	172	96	161	156
ENSGALG00000030382	416	205	302	250
ENSGALG00000053004	59	12	262	9
ENSGALG00000000751	2940	2869	2039	1640
ENSGALG00000027314	1	7	5	0
ENSGALG00000041731	323	258	219	178
ENSGALG00000042153	1	2	2	1
ENSGALG00000037932	519	310	601	371
ENSGALG00000054191	46	23	16	23
ENSGALG00000013709	312	163	385	350
ENSGALG00000040741	3506	2775	3676	2784
ENSGALG00000049114	34	26	42	29
ENSGALG00000005456	36	16	46	48
ENSGALG00000034225	317	228	185	111
ENSGALG00000008053	566	612	181	169
ENSGALG00000047857	34	16	11	11
ENSGALG00000005551	4	1	1	2
ENSGALG00000013720	6	1	4	8
ENSGALG00000039720	435	361	397	297
ENSGALG00000033569	329	126	303	259
ENSGALG00000029576	1888	1099	2117	1400
ENSGALG00000009085	531	331	658	550
ENSGALG00000049433	930	244	2235	727
ENSGALG00000035733	1223	857	414	209
ENSGALG00000015339	6697	5165	5457	3483
ENSGALG00000042242	1266	853	1530	987
ENSGALG00000002699	348	172	109	24
ENSGALG00000007111	312	161	308	217
ENSGALG00000054321	334	128	739	299
ENSGALG00000047310	50	9	27	11
ENSGALG00000000627	958	605	777	606
ENSGALG00000051010	105	30	286	10
ENSGALG00000005569	2433	2777	1277	863
ENSGALG00000044020	260	185	64	58
ENSGALG00000010643	582	328	532	431
ENSGALG00000041969	2303	1461	1040	1473
ENSGALG00000047152	555	207	268	530
ENSGALG00000004250	7	4	7	2
ENSGALG00000033769	79	51	26	28
ENSGALG00000000864	1000	535	876	587
ENSGALG00000006345	618	339	646	543
ENSGALG00000050253	357	238	308	255
ENSGALG00000036358	8	2	1	0
ENSGALG00000005283	2710	1002	1969	1485
ENSGALG00000010006	1444	514	1452	919
ENSGALG00000024051	1740	1366	1482	1116
ENSGALG00000005467	12	12	0	4
ENSGALG00000035080	1332	1234	1344	997
ENSGALG00000048116	71	13	141	19
ENSGALG00000007132	66	48	71	105
ENSGALG00000052183	9	10	5	5
ENSGALG00000007793	324	197	508	285
ENSGALG00000046731	108	59	144	70
ENSGALG00000037642	36	22	16	16
ENSGALG00000037410	1076	787	949	1583
ENSGALG00000054413	245	210	125	51
ENSGALG00000054162	30	2	19	4
ENSGALG00000051290	79	43	41	16
ENSGALG00000005472	121	47	199	380
ENSGALG00000029462	22	10	28	16
ENSGALG00000015090	6409	4422	7779	6748
ENSGALG00000034340	1492	780	1158	845
ENSGALG00000036915	1081	501	1690	413
ENSGALG00000000853	660	340	479	406
ENSGALG00000013728	359	129	285	147
ENSGALG00000028301	719	581	727	453
ENSGALG00000054241	37	25	22	8
ENSGALG00000046646	6	16	11	5
ENSGALG00000001161	10569	11543	4744	2720
ENSGALG00000015519	18	3	35	61
ENSGALG00000032765	31	18	17	9
ENSGALG00000002488	2427	1610	2218	1376
ENSGALG00000031624	22	16	58	25
ENSGALG00000035211	468	354	292	220
ENSGALG00000004263	1653	1023	1501	1626
ENSGALG00000052568	539	193	1404	324
ENSGALG00000002234	4873	4659	5122	1695
ENSGALG00000050896	119	41	212	16
ENSGALG00000046785	27	16	55	24
ENSGALG00000000637	506	345	390	299
ENSGALG00000039472	829	666	577	468
ENSGALG00000053020	22	0	7	8
ENSGALG00000046830	36	28	18	18
ENSGALG00000015083	1393	936	892	893
ENSGALG00000010022	711	497	733	571
ENSGALG00000000847	1527	834	1271	1056
ENSGALG00000007211	2	5	1	1
ENSGALG00000051829	42	26	26	33
ENSGALG00000012105	2276	1304	2094	1169
ENSGALG00000042220	448	351	491	378
ENSGALG00000002682	669	770	416	296
ENSGALG00000001944	681	637	663	977
ENSGALG00000014952	3514	1529	5487	3418
ENSGALG00000051796	36	13	20	13
ENSGALG00000048517	52	6	27	3
ENSGALG00000043838	144	119	132	81
ENSGALG00000009119	155	79	155	161
ENSGALG00000043439	260	167	334	227
ENSGALG00000016889	498	298	434	227
ENSGALG00000049417	53	4	26	11
ENSGALG00000006411	260	159	230	200
ENSGALG00000009093	452	268	451	276
ENSGALG00000021869	14	11	9	11
ENSGALG00000002278	601	599	318	200
ENSGALG00000013764	233	126	144	94
ENSGALG00000039705	53	21	15	6
ENSGALG00000013731	307	154	283	261
ENSGALG00000043044	330	267	129	89
ENSGALG00000002286	17886	14918	12295	8104
ENSGALG00000004650	614	425	536	452
ENSGALG00000052334	123	25	249	35
ENSGALG00000050456	5	3	1	1
ENSGALG00000045753	819	538	898	778
ENSGALG00000015344	298	220	225	219
ENSGALG00000029614	529	289	587	457
ENSGALG00000001181	100	135	43	34
ENSGALG00000024094	3251	2513	2720	2000
ENSGALG00000046030	17	8	15	5
ENSGALG00000048399	121	58	154	74
ENSGALG00000050394	2	2	11	10
ENSGALG00000001951	154	82	116	67
ENSGALG00000015081	54	27	10	14
ENSGALG00000008587	818	538	933	672
ENSGALG00000044125	7	3	3	2
ENSGALG00000027142	7446	5955	6775	4545
ENSGALG00000002183	5	7	1	2
ENSGALG00000048930	3539	2506	3825	2060
ENSGALG00000009130	1009	970	649	513
ENSGALG00000029617	3	7	7	9
ENSGALG00000013112	4	0	2	0
ENSGALG00000043671	800	495	510	301
ENSGALG00000048974	5	4	8	4
ENSGALG00000002525	1863	688	1991	1424
ENSGALG00000017299	9867	8734	8606	6432
ENSGALG00000042771	454	303	361	345
ENSGALG00000029868	8	3	47	0
ENSGALG00000016605	2254	1657	1889	1242
ENSGALG00000053954	144	64	152	119
ENSGALG00000052373	168	38	207	46
ENSGALG00000015662	2	0	28	9
ENSGALG00000052453	19	14	12	7
ENSGALG00000033631	620	291	448	215
ENSGALG00000020340	6	1	4	7
ENSGALG00000013117	52	38	64	108
ENSGALG00000051052	10	6	8	6
ENSGALG00000003416	2751	2523	1539	931
ENSGALG00000029235	36	29	93	22
ENSGALG00000029382	8	6	11	9
ENSGALG00000026734	267	130	283	215
ENSGALG00000029921	350	452	341	4
ENSGALG00000027476	113	40	65	36
ENSGALG00000013695	167	149	185	115
ENSGALG00000002457	382	229	549	588
ENSGALG00000008842	1002	753	378	415
ENSGALG00000015346	633	339	1359	1148
ENSGALG00000054057	392	218	382	196
ENSGALG00000042259	976	856	429	349
ENSGALG00000053055	7	5	1	3
ENSGALG00000033320	591	531	749	572
ENSGALG00000039837	9	4	3	2
ENSGALG00000053571	56	5	17	5
ENSGALG00000052122	35	6	96	7
ENSGALG00000049092	92	9	34	11
ENSGALG00000026499	576	192	340	102
ENSGALG00000034855	7673	4136	8752	6120
ENSGALG00000002311	720	539	488	309
ENSGALG00000000645	32	11	7	3
ENSGALG00000052876	17	4	4	2
ENSGALG00000015233	7817	4694	6810	2615
ENSGALG00000034501	2128	1561	1683	1103
ENSGALG00000008862	1032	449	1054	974
ENSGALG00000023648	2929	1499	2539	1505
ENSGALG00000030599	1618	886	1274	977
ENSGALG00000006649	477	273	690	434
ENSGALG00000036106	8388	4955	7418	7015
ENSGALG00000009098	683	494	431	451
ENSGALG00000032405	22	16	10	11
ENSGALG00000034671	581	283	514	277
ENSGALG00000005516	606	439	525	425
ENSGALG00000050608	516	276	453	312
ENSGALG00000008599	6	3	3	2
ENSGALG00000001972	1591	1312	1200	927
ENSGALG00000003122	337	400	320	429
ENSGALG00000007246	1682	1218	2049	1848
ENSGALG00000031983	797	301	762	459
ENSGALG00000012374	560	640	246	151
ENSGALG00000008603	201	174	80	34
ENSGALG00000015016	19	7	3	9
ENSGALG00000034347	1856	914	895	594
ENSGALG00000005256	1	0	3	7
ENSGALG00000009128	138	80	86	80
ENSGALG00000053185	7	4	0	0
ENSGALG00000031340	19	6	60	79
ENSGALG00000055082	6	11	1	0
ENSGALG00000005522	779	638	506	302
ENSGALG00000046164	702	375	721	446
ENSGALG00000026948	43	37	15	28
