	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00000014432	7630	5451	7052	4747
ENSGALG00000003224	14	12	1	1
ENSGALG00000047483	17	20	14	17
ENSGALG00000016431	338	123	918	773
ENSGALG00000010707	27	6	8	9
ENSGALG00000003398	1518	1064	755	494
ENSGALG00000004769	78651	42341	49168	35218
ENSGALG00000011254	495	353	569	682
ENSGALG00000004661	484	406	1133	882
ENSGALG00000026364	21429	13314	7309	4916
ENSGALG00000016187	475	267	346	335
ENSGALG00000011019	93	29	16	16
ENSGALG00000045605	6	1	0	2
ENSGALG00000028721	2	0	2	2
ENSGALG00000049653	11430	11980	9076	8760
ENSGALG00000007491	322	232	538	326
ENSGALG00000047017	16	6	6	13
ENSGALG00000026152	1548	686	40643	37206
ENSGALG00000008237	223	140	268	302
ENSGALG00000008698	155	113	111	112
ENSGALG00000039468	18	5	17	11
ENSGALG00000021611	793	558	587	447
ENSGALG00000040393	405	293	354	267
ENSGALG00000047627	1047	800	1348	836
ENSGALG00000003385	434	286	649	485
ENSGALG00000052251	153	94	154	142
ENSGALG00000038772	1007	636	1233	1047
ENSGALG00000011930	23	26	36	31
ENSGALG00000051947	189	74	96	127
ENSGALG00000000513	412	310	375	308
ENSGALG00000007767	588	428	436	277
ENSGALG00000006512	32189	23080	32368	21404
ENSGALG00000043100	14	10	21	4
ENSGALG00000034560	601	587	614	371
ENSGALG00000018439	0	0	297	292
ENSGALG00000001773	108	53	489	260
ENSGALG00000052168	188	119	165	102
ENSGALG00000015416	1132	640	681	545
ENSGALG00000019087	1231	509	544	665
ENSGALG00000007728	2241	2751	4425	2553
ENSGALG00000000870	57	52	46	44
ENSGALG00000011175	107	61	43	69
ENSGALG00000000684	8	4	3	4
ENSGALG00000005385	597	376	407	289
ENSGALG00000002739	1098	528	680	705
ENSGALG00000047646	1516	1413	1404	1132
ENSGALG00000002445	2162	1602	2435	2050
ENSGALG00000052872	5	2	1	1
ENSGALG00000038601	41	11	38	33
ENSGALG00000032746	36	23	690	417
ENSGALG00000002144	7635	6696	6697	5502
ENSGALG00000006088	481	412	363	241
ENSGALG00000003101	955	726	418	378
ENSGALG00000009615	296	202	188	131
ENSGALG00000011178	888	677	727	537
ENSGALG00000031359	36	25	17	12
ENSGALG00000010847	413	349	119	145
ENSGALG00000009002	311	167	47	14
ENSGALG00000009655	73	37	40	25
ENSGALG00000008230	730	411	413	393
ENSGALG00000025743	177	87	375	466
ENSGALG00000038672	654	664	390	194
ENSGALG00000028530	5435	2537	3436	4018
ENSGALG00000052889	76	60	50	40
ENSGALG00000005321	2	3	0	0
ENSGALG00000054766	41247	32329	38397	32778
ENSGALG00000015156	212	104	233	130
ENSGALG00000015874	20	6	28	16
ENSGALG00000002945	55	19	35	12
ENSGALG00000007172	12	6	11	5
ENSGALG00000009096	1251	432	255	279
ENSGALG00000007145	12096	7571	8156	6392
ENSGALG00000027734	944	585	817	637
ENSGALG00000016545	94	41	44	39
ENSGALG00000052951	3	0	4	1
ENSGALG00000016259	765	388	214	222
ENSGALG00000045540	5021	3920	6761	6883
ENSGALG00000054103	607	485	442	291
ENSGALG00000023199	8363	5379	9348	9068
ENSGALG00000023552	12	9	5	3
ENSGALG00000043268	235	157	208	216
ENSGALG00000016564	1601	1148	1008	453
ENSGALG00000021542	7	1	3	2
ENSGALG00000011224	189	156	186	159
ENSGALG00000047800	76	56	27	16
ENSGALG00000027369	1043	997	765	565
ENSGALG00000051731	10	8	15	13
ENSGALG00000007712	150	105	355	313
ENSGALG00000016485	2663	1294	535	364
ENSGALG00000008274	178	113	95	108
ENSGALG00000049369	489	343	406	372
ENSGALG00000030376	21	14	27	28
ENSGALG00000008026	395	240	299	285
ENSGALG00000036378	9	14	10	15
ENSGALG00000002108	42	14	101	53
ENSGALG00000011186	246	97	181	198
ENSGALG00000001985	160	92	105	65
ENSGALG00000005096	74	43	39	31
ENSGALG00000035086	12308	10035	11404	6685
ENSGALG00000001289	2236	3344	3384	2360
ENSGALG00000047967	20	9	34	32
ENSGALG00000010023	10132	3331	6216	4156
ENSGALG00000035094	19	22	7	8
ENSGALG00000042589	327	206	212	210
ENSGALG00000032410	1722	1845	1708	1704
ENSGALG00000019358	918	728	860	509
ENSGALG00000016329	488	330	193	159
ENSGALG00000005995	0	2	2	0
ENSGALG00000034992	36	35	11	1
ENSGALG00000047027	45	21	16	24
ENSGALG00000001593	947	772	565	458
ENSGALG00000025938	198	168	99	148
ENSGALG00000050491	28	10	8	8
ENSGALG00000042105	801	621	270	190
ENSGALG00000010372	701	391	287	280
ENSGALG00000006974	1468	979	4727	3276
ENSGALG00000008845	16	15	16	13
ENSGALG00000004711	345	310	248	228
ENSGALG00000005016	212	144	170	168
ENSGALG00000031960	347	149	256	279
ENSGALG00000026747	5	0	0	4
ENSGALG00000054779	182	139	122	108
ENSGALG00000012965	2993	2049	2525	2574
ENSGALG00000009477	3569	1784	3552	1434
ENSGALG00000000296	2770	1966	1509	1413
ENSGALG00000005667	1020	725	550	459
ENSGALG00000029653	499	361	290	246
ENSGALG00000039034	317	175	134	111
ENSGALG00000035919	1873	1163	1616	1082
ENSGALG00000001730	793	416	391	383
ENSGALG00000048285	888	491	424	402
ENSGALG00000006848	49	39	23	20
ENSGALG00000020454	596	306	278	190
ENSGALG00000049347	92	61	302	172
ENSGALG00000042994	1475	1070	821	649
ENSGALG00000050427	19	13	69	78
ENSGALG00000007778	1227	753	453	292
ENSGALG00000047364	22	9	23	18
ENSGALG00000041433	697	506	434	391
ENSGALG00000028197	52	20	22	28
ENSGALG00000006802	1221	1035	708	665
ENSGALG00000010576	2379	866	1121	1153
ENSGALG00000036259	354	269	534	342
ENSGALG00000016262	0	0	9	29
ENSGALG00000027635	525	450	361	295
ENSGALG00000005944	401	282	404	328
ENSGALG00000047532	161	82	164	116
ENSGALG00000015877	4	0	2	5
ENSGALG00000001492	1370	1097	447	334
ENSGALG00000049299	97	23	41	47
ENSGALG00000010094	1786	1578	797	735
ENSGALG00000010734	1218	908	966	935
ENSGALG00000037896	195	104	246	210
ENSGALG00000051879	27	6	17	6
ENSGALG00000012747	302	157	758	893
ENSGALG00000005426	6	4	14	2
ENSGALG00000011184	2379	1661	2409	2175
ENSGALG00000014280	3	2	0	0
ENSGALG00000017132	587	352	265	235
ENSGALG00000026491	11	2	22	19
ENSGALG00000008940	17	16	7	18
ENSGALG00000041428	219	146	145	113
ENSGALG00000046983	407	107	617	24
ENSGALG00000048064	4	2	6	15
ENSGALG00000028451	4361	2368	897	554
ENSGALG00000027716	164	119	225	308
ENSGALG00000041222	0	0	7	3
ENSGALG00000045285	54	5	29	16
ENSGALG00000026284	194	101	562	514
ENSGALG00000031425	4861	6120	4769	5170
ENSGALG00000053990	159	98	94	169
ENSGALG00000017296	195	129	124	120
ENSGALG00000051554	101	34	20	10
ENSGALG00000007215	1701	1334	1620	1461
ENSGALG00000015010	23	25	8	2
ENSGALG00000029390	106	76	60	64
ENSGALG00000002500	1703	857	713	429
ENSGALG00000004834	1262	885	1692	1276
ENSGALG00000015264	283	167	135	133
ENSGALG00000040184	154	93	37	33
ENSGALG00000026768	65	4	409	154
ENSGALG00000009594	67	76	23	38
ENSGALG00000001474	5140	2591	2815	2207
ENSGALG00000010763	1986	1222	1137	948
ENSGALG00000047638	18	5	10	1
ENSGALG00000025858	2006	1942	855	721
ENSGALG00000041294	485	234	640	594
ENSGALG00000052162	28	22	19	31
ENSGALG00000012265	3140	1778	2310	1062
ENSGALG00000008286	354	276	276	242
ENSGALG00000050720	2	4	0	2
ENSGALG00000003575	308	403	170	130
ENSGALG00000026192	525	229	872	867
ENSGALG00000038923	15	22	22	47
ENSGALG00000040761	34	5	19	12
ENSGALG00000007305	7	8	48	33
ENSGALG00000002167	231	226	5102	3369
ENSGALG00000002631	21	10	5	0
ENSGALG00000003807	445	140	191	177
ENSGALG00000014689	80	52	100	110
ENSGALG00000015040	256	99	32	26
ENSGALG00000026203	326	184	112	116
ENSGALG00000047024	35	15	17	14
ENSGALG00000011356	20	12	29	47
ENSGALG00000027981	43	18	27	14
ENSGALG00000030063	373	259	174	182
ENSGALG00000047782	429	200	372	271
ENSGALG00000034970	520	429	514	551
ENSGALG00000003758	70	50	70	39
ENSGALG00000054102	174	125	183	99
ENSGALG00000000243	872	503	617	355
ENSGALG00000038292	897	582	393	229
ENSGALG00000050595	58	16	79	6
ENSGALG00000009678	2	0	2	1
ENSGALG00000005036	393	239	151	110
ENSGALG00000017376	252	136	163	119
ENSGALG00000015286	1999	1595	2761	2710
ENSGALG00000036925	0	0	2	6
ENSGALG00000006156	1491	1003	2698	1537
ENSGALG00000025712	280	153	159	134
ENSGALG00000047648	206	93	345	30
ENSGALG00000030070	759	514	571	777
ENSGALG00000042871	31	16	11	8
ENSGALG00000039525	88	32	32	35
ENSGALG00000047878	245	277	75	15
ENSGALG00000032915	587	290	113	60
ENSGALG00000036017	1020	814	794	618
ENSGALG00000004620	2220	1554	784	611
ENSGALG00000003153	2111	1265	984	521
ENSGALG00000003071	306	244	137	97
ENSGALG00000004088	3556	2296	2023	1575
ENSGALG00000012689	861	617	338	388
ENSGALG00000003937	690	574	286	274
ENSGALG00000009651	134	90	86	49
ENSGALG00000050868	1470	1360	1201	924
ENSGALG00000053241	5	0	3	23
ENSGALG00000012986	1095	994	734	687
ENSGALG00000003161	187	83	59	52
ENSGALG00000047610	4878	3519	3786	3020
ENSGALG00000043797	1557	736	1087	1350
ENSGALG00000023191	371	211	245	179
ENSGALG00000049181	126	74	50	33
ENSGALG00000008827	670	287	1695	783
ENSGALG00000034965	3312	2153	3021	2559
ENSGALG00000034693	3880	2737	2403	1961
ENSGALG00000031129	10	10	5	2
ENSGALG00000049219	0	8	12	7
ENSGALG00000016142	87	16	16964	9846
ENSGALG00000002706	594	425	1131	871
ENSGALG00000034100	2775	2230	246	137
ENSGALG00000014971	20	3	26	19
ENSGALG00000003059	71	55	38	37
ENSGALG00000033885	2787	3131	1302	1883
ENSGALG00000007522	1588	1062	813	862
ENSGALG00000012299	753	691	476	449
ENSGALG00000054583	11	4	9	18
ENSGALG00000009528	505	244	294	250
ENSGALG00000013994	14	5	1	5
ENSGALG00000013197	106	32	113	70
ENSGALG00000005932	2	0	6	1
ENSGALG00000017005	627	234	763	152
ENSGALG00000002578	543	435	375	273
ENSGALG00000010703	209	90	211	100
ENSGALG00000002854	43	38	7	2
ENSGALG00000047591	13	17	8	11
ENSGALG00000005968	9	7	1	0
ENSGALG00000002943	8985	6648	5688	4461
ENSGALG00000048560	2	10	1	5
ENSGALG00000012285	32	18	185	128
ENSGALG00000048241	0	0	8	30
ENSGALG00000009807	52	26	46	55
ENSGALG00000007652	802	438	417	323
ENSGALG00000028537	1433	1058	713	409
ENSGALG00000010307	181	159	127	101
ENSGALG00000015702	2139	1216	780	489
ENSGALG00000036201	1761	968	657	515
ENSGALG00000050091	3	5	2	2
ENSGALG00000007907	2	3	6	1
ENSGALG00000052304	24	24	30	25
ENSGALG00000005894	3692	2584	2718	2212
ENSGALG00000043711	1432	905	824	556
ENSGALG00000052541	712	566	876	565
ENSGALG00000022440	609	510	481	521
ENSGALG00000045511	948	503	11302	8823
ENSGALG00000039803	395	313	371	267
ENSGALG00000005905	93	70	499	376
ENSGALG00000000881	336	205	288	226
ENSGALG00000005295	327	223	150	168
ENSGALG00000016693	4255	1863	2713	1655
ENSGALG00000006202	0	6	8	7
ENSGALG00000012160	34	10	20	18
ENSGALG00000048401	43	24	19	29
ENSGALG00000016451	1039	1158	781	774
ENSGALG00000052938	89	56	69	114
ENSGALG00000049672	305	107	190	138
ENSGALG00000015892	42	30	9	10
ENSGALG00000041052	8	5	2	1
ENSGALG00000011221	2663	1871	1513	965
ENSGALG00000013846	53	29	42	14
ENSGALG00000004057	1941	1526	1117	979
ENSGALG00000012370	6308	3625	4528	3111
ENSGALG00000050444	2	1	0	2
ENSGALG00000016124	1629	1160	871	580
ENSGALG00000006270	96	72	78	71
ENSGALG00000014526	5773	4254	2787	1885
ENSGALG00000012312	95	81	46	31
ENSGALG00000020876	9	4	6	7
ENSGALG00000049830	11	9	29	35
ENSGALG00000006880	3824	2360	1526	1069
ENSGALG00000005531	606	367	776	615
ENSGALG00000003602	82	31	69	41
ENSGALG00000041556	3548	2977	2239	2334
ENSGALG00000006965	113	66	157	89
ENSGALG00000039643	559	282	331	277
ENSGALG00000037784	2714	1511	987	820
ENSGALG00000021592	100	87	51	31
ENSGALG00000004852	2826	1997	802	386
ENSGALG00000008009	2510	1419	5975	4725
ENSGALG00000011593	136	76	57	40
ENSGALG00000008175	224	74	114	108
ENSGALG00000054633	4	3	2	2
ENSGALG00000017035	945	388	315	233
ENSGALG00000033129	3275	1624	1577	1889
ENSGALG00000038550	83	27	52	63
ENSGALG00000044230	3423	2085	2009	1179
ENSGALG00000014573	516	383	184	139
ENSGALG00000006286	638	581	200	191
ENSGALG00000011734	14	6	8	3
ENSGALG00000041432	1660	1099	788	585
ENSGALG00000003169	2521	1273	785	523
ENSGALG00000031368	3921	2918	2783	2591
ENSGALG00000012662	1884	1612	1277	1211
ENSGALG00000040109	3800	2461	2439	1688
ENSGALG00000007224	5906	4919	4405	2746
ENSGALG00000036004	379	235	296	200
ENSGALG00000051398	899	518	372	233
ENSGALG00000004920	628	491	304	243
ENSGALG00000000895	5331	3928	1834	951
ENSGALG00000049063	86	43	14	29
ENSGALG00000013209	215	148	33	47
ENSGALG00000003260	900	529	653	440
ENSGALG00000040152	26	17	18	10
ENSGALG00000004980	1293	1186	1390	1545
ENSGALG00000003138	5	1	1	4
ENSGALG00000005316	213	162	208	151
ENSGALG00000001692	435	213	248	226
ENSGALG00000043499	32	34	31	12
ENSGALG00000007780	425	284	1365	1449
ENSGALG00000052022	754	1000	871	1030
ENSGALG00000002599	112	95	108	70
ENSGALG00000015895	2951	4720	2397	2498
ENSGALG00000028439	374	178	158	129
ENSGALG00000011227	1	0	2	2
ENSGALG00000007439	2134	1108	2142	1914
ENSGALG00000006724	2	6	8	4
ENSGALG00000037510	356	192	145	124
ENSGALG00000009699	1832	1801	5745	5187
ENSGALG00000002336	2909	2418	2329	2482
ENSGALG00000047908	1794	1278	1252	972
ENSGALG00000033303	97	45	39	53
ENSGALG00000012087	266	198	556	492
ENSGALG00000017336	1222	1176	804	654
ENSGALG00000020193	27	17	243	216
ENSGALG00000031681	7814	4220	2800	1937
ENSGALG00000023364	264	168	1156	1111
ENSGALG00000011024	144	139	20	15
ENSGALG00000048886	3	2	1	0
ENSGALG00000053105	31	7	27	27
ENSGALG00000048569	23	24	14	8
ENSGALG00000010027	585	436	247	136
ENSGALG00000005241	1110	648	703	651
ENSGALG00000047061	0	0	15	18
ENSGALG00000027415	4	3	13	12
ENSGALG00000007115	190	81	92	123
ENSGALG00000010646	6	6	23	20
ENSGALG00000028409	650	555	550	386
ENSGALG00000036677	1678	906	941	755
ENSGALG00000005338	2647	2287	2744	1711
ENSGALG00000006301	136	68	85	64
ENSGALG00000011609	0	0	35	44
ENSGALG00000016433	9412	4428	14760	12368
ENSGALG00000036117	168	154	213	203
ENSGALG00000007140	4197	5287	1734	2622
ENSGALG00000051146	9627	5782	2200	1631
ENSGALG00000054783	1808	1225	2976	2378
ENSGALG00000055132	40	19	56	22
ENSGALG00000010270	381	275	259	204
ENSGALG00000051672	2402	1237	517	325
ENSGALG00000010811	76082	41509	33168	20179
ENSGALG00000046594	5	5	5	0
ENSGALG00000051759	18	10	9	9
ENSGALG00000011465	2590	1509	2282	2191
ENSGALG00000035325	312	250	5327	4151
ENSGALG00000047187	847	498	665	444
ENSGALG00000016148	115	168	71	78
ENSGALG00000011318	1087	624	539	507
ENSGALG00000033196	2648	1672	1804	1059
ENSGALG00000002663	303	124	252	255
ENSGALG00000042851	7	8	0	4
ENSGALG00000033635	421	90	636	447
ENSGALG00000003015	0	1	4	10
ENSGALG00000014042	9	2	3	8
ENSGALG00000016284	953	637	633	472
ENSGALG00000017022	154	85	75	54
ENSGALG00000022166	431	189	71	91
ENSGALG00000011372	58	44	65	46
ENSGALG00000045676	1011	657	794	640
ENSGALG00000006307	113	75	102	46
ENSGALG00000012075	1390	870	10241	9388
ENSGALG00000003201	364	197	145	100
ENSGALG00000043669	2841	1630	2872	1977
ENSGALG00000015590	84	23	26	24
ENSGALG00000028016	59	81	794	70
ENSGALG00000004618	1821	870	647	580
ENSGALG00000010269	5	0	49	3
ENSGALG00000045856	6	2	8	4
ENSGALG00000016285	1249	1108	860	725
ENSGALG00000007964	65	57	46	35
ENSGALG00000017034	1456	588	751	998
ENSGALG00000005583	71	20	15	9
ENSGALG00000015000	683	292	263	272
ENSGALG00000028225	11	7	51	31
ENSGALG00000003283	165	128	130	130
ENSGALG00000012364	1488	1109	1164	819
ENSGALG00000012685	651	315	466	590
ENSGALG00000009560	1814	640	1447	546
ENSGALG00000037413	7	0	34	32
ENSGALG00000034964	1415	850	739	944
ENSGALG00000012345	795	475	742	677
ENSGALG00000012291	677	580	623	358
ENSGALG00000011239	202	170	109	97
ENSGALG00000014647	2785	2368	3042	2576
ENSGALG00000014023	1496	867	1166	856
ENSGALG00000015032	1559	675	3362	2266
ENSGALG00000014078	295	121	180	207
ENSGALG00000035447	1326	1045	879	448
ENSGALG00000010766	794	465	394	393
ENSGALG00000048723	110	66	77	77
ENSGALG00000029669	13102	6148	10678	5462
ENSGALG00000039177	154	121	82	95
ENSGALG00000032148	12939	6914	4783	3022
ENSGALG00000036432	170	153	125	111
ENSGALG00000017128	52	40	65	36
ENSGALG00000006808	450	292	120	105
ENSGALG00000002528	814	670	684	727
ENSGALG00000037283	553	525	345	324
ENSGALG00000002229	1737	1011	2360	1787
ENSGALG00000002969	1929	1505	1380	1217
ENSGALG00000023256	407	400	361	349
ENSGALG00000015959	951	514	544	449
ENSGALG00000005066	263	181	135	100
ENSGALG00000013964	9	9	2	4
ENSGALG00000034898	361	236	129	117
ENSGALG00000036286	145	125	29	18
ENSGALG00000030706	477	161	276	116
ENSGALG00000000466	1446	1089	1456	949
ENSGALG00000014970	146	74	74	23
ENSGALG00000003672	535	278	395	254
ENSGALG00000031306	843	629	76	34
ENSGALG00000047794	0	4	1	6
ENSGALG00000001096	645	491	260	152
ENSGALG00000011900	4970	3061	1803	944
ENSGALG00000009840	3266	2220	4365	6370
ENSGALG00000041236	91	53	83	47
ENSGALG00000031222	2555	1475	1346	1144
ENSGALG00000011402	1860	1264	1679	1175
ENSGALG00000046412	45	58	49	62
ENSGALG00000041914	5569	3047	3155	2003
ENSGALG00000028354	2791	1680	1955	1355
ENSGALG00000000909	1	2	3	2
ENSGALG00000032838	17	13	6	5
ENSGALG00000011278	3984	3079	3699	3254
ENSGALG00000016563	40	17	53	52
ENSGALG00000042129	2388	1495	1747	1884
ENSGALG00000001618	78	52	35	33
ENSGALG00000023934	2	1	2	1
ENSGALG00000028267	1227	646	908	1130
ENSGALG00000006211	3922	2889	1878	1093
ENSGALG00000011324	1829	1647	652	364
ENSGALG00000012875	20	17	32	14
ENSGALG00000003648	10	8	11	3
ENSGALG00000038494	4961	6145	5512	5289
ENSGALG00000005450	208	127	266	206
ENSGALG00000012419	70	31	41	10
ENSGALG00000014012	4079	3630	2071	1721
ENSGALG00000036257	146	123	103	131
ENSGALG00000008238	2573	2296	1479	1733
ENSGALG00000011200	7	3	9	1
ENSGALG00000004304	3906	2045	2165	2093
ENSGALG00000031286	768	404	315	266
ENSGALG00000020921	53	60	44	22
ENSGALG00000005762	3	3	1	3
ENSGALG00000009410	824	540	765	701
ENSGALG00000033953	2593	1806	1684	882
ENSGALG00000023131	208	118	119	109
ENSGALG00000043535	406	202	1600	864
ENSGALG00000044866	3	0	7	2
ENSGALG00000003794	808	489	441	423
ENSGALG00000041124	1342	913	724	480
ENSGALG00000003930	58	21	27	23
ENSGALG00000010302	646	395	301	271
ENSGALG00000032184	0	0	2	2
ENSGALG00000010324	612	516	417	375
ENSGALG00000002169	9092	7505	8016	5057
ENSGALG00000002523	2083	1924	2494	1660
ENSGALG00000012422	434	201	252	74
ENSGALG00000021589	1	2	0	2
ENSGALG00000011419	42	12	11	5
ENSGALG00000052375	14	7	34	28
ENSGALG00000030179	1446	967	776	802
ENSGALG00000049771	19	18	29	23
ENSGALG00000047357	7	5	18	2
ENSGALG00000047828	41	183	123	0
ENSGALG00000030718	237	157	185	142
ENSGALG00000012782	2166	886	992	846
ENSGALG00000028295	994	838	1563	894
ENSGALG00000010842	4125	2614	1828	1542
ENSGALG00000047864	5189	3811	2683	1684
ENSGALG00000013794	292	144	256	178
ENSGALG00000002836	516	445	408	286
ENSGALG00000013715	6	10	9	5
ENSGALG00000001394	583	416	383	312
ENSGALG00000026722	1246	759	772	542
ENSGALG00000007361	0	0	6	10
ENSGALG00000017137	269	254	145	127
ENSGALG00000008486	117	25	106	107
ENSGALG00000005781	1314	704	556	506
ENSGALG00000049551	1031	470	3826	195
ENSGALG00000014863	155	94	54	42
ENSGALG00000029195	6	1	6	1
ENSGALG00000014346	122	36	56	47
ENSGALG00000011649	1791	1440	809	682
ENSGALG00000008146	1247	873	772	685
ENSGALG00000029292	1794	1149	792	692
ENSGALG00000013409	1206	648	432	238
ENSGALG00000045555	2792	1614	1333	1312
ENSGALG00000007356	314	160	2311	1872
ENSGALG00000032750	44	18	38	46
ENSGALG00000007516	1223	858	460	496
ENSGALG00000008195	434	241	133	93
ENSGALG00000001817	2345	1501	1531	1195
ENSGALG00000054026	3	0	0	17
ENSGALG00000014954	212	150	166	110
ENSGALG00000009880	405	381	424	366
ENSGALG00000006743	1174	678	716	633
ENSGALG00000050058	2443	2015	785	1066
ENSGALG00000051009	60	56	49	46
ENSGALG00000046517	72	62	41	43
ENSGALG00000003492	1590	1241	1044	732
ENSGALG00000011114	644	518	601	456
ENSGALG00000000875	744	600	455	425
ENSGALG00000028759	5	6	6	8
ENSGALG00000012795	625	479	560	371
ENSGALG00000002610	237	324	112	101
ENSGALG00000020679	1	0	18	6
ENSGALG00000001207	7	18	17	23
ENSGALG00000053601	1350	1044	1028	810
ENSGALG00000051442	4842	5060	3456	3824
ENSGALG00000004655	164	105	289	252
ENSGALG00000052653	16	8	14	9
ENSGALG00000033279	7	2	3	2
ENSGALG00000003213	11	10	10	3
ENSGALG00000046995	4	3	2	0
ENSGALG00000039855	176	150	166	154
ENSGALG00000005826	10	7	7	9
ENSGALG00000010130	586	393	357	310
ENSGALG00000037632	4	2	4	1
ENSGALG00000004783	397	298	236	183
ENSGALG00000029672	177	139	60	125
ENSGALG00000007054	692	654	512	540
ENSGALG00000039032	5	3	6	7
ENSGALG00000006911	69	42	24	18
ENSGALG00000004397	1178	1104	667	653
ENSGALG00000037816	183	137	101	82
ENSGALG00000042838	732	451	2113	1529
ENSGALG00000012732	17	5	5	1
ENSGALG00000041955	4	2	5	0
ENSGALG00000033077	496	211	363	304
ENSGALG00000005473	681	295	706	375
ENSGALG00000053152	363	302	302	196
ENSGALG00000015528	835	757	1335	1485
ENSGALG00000030054	16	8	10	5
ENSGALG00000008546	77	130	34	97
ENSGALG00000031511	1093	578	684	743
ENSGALG00000009835	1677	876	977	953
ENSGALG00000005790	23	9	33	15
ENSGALG00000005718	62	30	26	33
ENSGALG00000043603	24	12	26	23
ENSGALG00000012798	5024	2634	3358	2285
ENSGALG00000003589	18	2	24	3
ENSGALG00000017024	42	66	14	20
ENSGALG00000010182	326	201	135	47
ENSGALG00000012336	683	526	449	467
ENSGALG00000031917	523	461	667	673
ENSGALG00000034030	188	151	150	157
ENSGALG00000029172	982	600	570	342
ENSGALG00000005125	293	214	197	206
ENSGALG00000012778	441	176	275	242
ENSGALG00000052285	23	5	19	1
ENSGALG00000053694	9	9	17	3
ENSGALG00000012971	3	0	7	11
ENSGALG00000038666	405	388	330	262
ENSGALG00000039735	1103	1631	757	1203
ENSGALG00000038799	7	4	6	2
ENSGALG00000052271	73	97	34	58
ENSGALG00000006423	33	20	17	22
ENSGALG00000014094	1145	984	415	587
ENSGALG00000008408	1471	1427	461	636
ENSGALG00000028444	24	24	10	16
ENSGALG00000007408	23	11	10	8
ENSGALG00000000621	10	7	15	3
ENSGALG00000021665	351	216	211	198
ENSGALG00000012799	2182	1457	1228	924
ENSGALG00000004738	391	382	304	324
ENSGALG00000011717	11	1	11	2
ENSGALG00000050176	1	3	0	3
ENSGALG00000015363	58	29	42	58
ENSGALG00000007941	51	12	26	10
ENSGALG00000044985	788	812	1520	1870
ENSGALG00000005845	19786	12833	3770	2695
ENSGALG00000006428	1559	865	1177	953
ENSGALG00000032656	11	8	9	3
ENSGALG00000043245	0	0	3	4
ENSGALG00000003604	164	95	51	38
ENSGALG00000006180	748	567	367	301
ENSGALG00000011347	7	2	9	9
ENSGALG00000011131	663	238	548	426
ENSGALG00000007131	985	326	327	255
ENSGALG00000006824	2268	1889	1489	1124
ENSGALG00000007664	3364	2416	2226	1499
ENSGALG00000002277	3042	3061	1317	1704
ENSGALG00000039713	2549	1591	1247	1002
ENSGALG00000037332	50	23	33	18
ENSGALG00000013935	2117	1794	2090	1732
ENSGALG00000010579	106	106	462	462
ENSGALG00000038187	466	253	202	123
ENSGALG00000006441	538	354	320	222
ENSGALG00000033671	2	0	2	5
ENSGALG00000008070	398	330	294	288
ENSGALG00000001595	258	195	165	193
ENSGALG00000039170	369	507	289	90
ENSGALG00000016709	13	5	1	0
ENSGALG00000007948	2	5	1	4
ENSGALG00000026781	370	69	183	60
ENSGALG00000003136	43	13	26	6
ENSGALG00000013057	1100	640	21393	15293
ENSGALG00000011387	1673	1230	1125	1005
ENSGALG00000014362	7	4	61	79
ENSGALG00000008684	24192	14002	16019	12746
ENSGALG00000040463	2	2	1	5
ENSGALG00000053184	23	6	18	14
ENSGALG00000042661	1334	1000	884	650
ENSGALG00000047283	9054	4260	6761	5736
ENSGALG00000012821	4750	4154	2402	1241
ENSGALG00000016251	951	1392	1327	1215
ENSGALG00000049236	16	4	8	11
ENSGALG00000016622	51	46	195	72
ENSGALG00000013061	273	86	98	100
ENSGALG00000039863	8	32	7	29
ENSGALG00000028083	19	23	1	0
ENSGALG00000040971	435	155	219	67
ENSGALG00000005203	17	2	2	2
ENSGALG00000003243	1051	695	725	507
ENSGALG00000046637	2	1	2	1
ENSGALG00000002651	1315	392	1844	1028
ENSGALG00000017220	1323	995	1386	1628
ENSGALG00000047954	774	346	270	204
ENSGALG00000047861	1117	1015	1723	1268
ENSGALG00000021475	3100	2829	9976	8978
ENSGALG00000000638	528	311	288	144
ENSGALG00000012561	135	104	99	85
ENSGALG00000032191	12	6	3	51
ENSGALG00000008733	107	64	101	50
ENSGALG00000007262	1290	745	947	665
ENSGALG00000029304	2207	2004	1524	1278
ENSGALG00000012263	1502	1008	1035	690
ENSGALG00000044187	235	137	118	81
ENSGALG00000013803	219	119	19	3
ENSGALG00000011210	1045	848	982	763
ENSGALG00000003194	1347	811	721	751
ENSGALG00000005208	2380	913	611	554
ENSGALG00000028115	25	11	8	1
ENSGALG00000012802	24089	4873	5909	1643
ENSGALG00000038951	1593	1093	759	231
ENSGALG00000025780	522	397	409	435
ENSGALG00000015028	159	138	107	68
ENSGALG00000007606	10981	8651	3647	2129
ENSGALG00000002263	4744	4904	2639	2224
ENSGALG00000008491	602	187	342	353
ENSGALG00000004033	60	53	31	28
ENSGALG00000008267	3	1	7	4
ENSGALG00000002803	1425	890	1314	994
ENSGALG00000053860	878	163	13113	6173
ENSGALG00000038532	10	3	1	8
ENSGALG00000016757	0	0	10	4
ENSGALG00000004068	640	456	397	375
ENSGALG00000054198	197	163	127	140
ENSGALG00000043765	683	316	526	666
ENSGALG00000048879	82	27	37	17
ENSGALG00000005849	3077	1863	1332	1000
