	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00000015677	3717	3157	2563	2359
ENSGALG00000007676	95	51	49	25
ENSGALG00000011673	199	228	73	76
ENSGALG00000053417	97	81	73	74
ENSGALG00000051950	51	16	37	19
ENSGALG00000035853	239	158	109	104
ENSGALG00000053374	104	129	96	71
ENSGALG00000008326	16	7	10	12
ENSGALG00000003539	186	105	194	167
ENSGALG00000014765	337	298	206	392
ENSGALG00000040947	14	9	3	7
ENSGALG00000051549	62	39	69	53
ENSGALG00000040784	1490	720	1008	1242
ENSGALG00000054615	14	8	19	2
ENSGALG00000046955	14	10	16	20
ENSGALG00000015197	904	404	604	698
ENSGALG00000028982	1945	2024	20709	17692
ENSGALG00000020575	282	96	215	116
ENSGALG00000053283	26	11	37	3
ENSGALG00000041461	173	86	143	141
ENSGALG00000048227	6	2	0	0
ENSGALG00000016400	4199	3240	142243	136210
ENSGALG00000008389	1014	473	815	673
ENSGALG00000023621	979	598	356	209
ENSGALG00000034289	37	34	204	67
ENSGALG00000001828	277	196	432	275
ENSGALG00000012964	6686	3501	2502	1517
ENSGALG00000035153	39	32	57	21
ENSGALG00000031289	17	31	40	13
ENSGALG00000015656	319	206	958	682
ENSGALG00000011998	157	109	196	117
ENSGALG00000014387	507	254	369	229
ENSGALG00000048863	31	12	40	0
ENSGALG00000027173	229	156	99	122
ENSGALG00000015683	1584	1037	601	311
ENSGALG00000014767	319	159	250	184
ENSGALG00000052621	40	29	41	0
ENSGALG00000029419	723	439	387	243
ENSGALG00000015684	274	167	90	99
ENSGALG00000008179	838	521	1273	1146
ENSGALG00000007702	1831	1190	761	682
ENSGALG00000014700	500	382	477	339
ENSGALG00000008835	194	60	49	57
ENSGALG00000052296	332	286	191	157
ENSGALG00000031546	6	0	2	4
ENSGALG00000005061	2178	2964	2893	2016
ENSGALG00000009092	43	29	119	188
ENSGALG00000009029	345	134	100	94
ENSGALG00000036133	746	387	497	267
ENSGALG00000044626	32	11	112	1
ENSGALG00000051244	87	58	155	146
ENSGALG00000038154	50	18	42	33
ENSGALG00000005084	853	770	386	385
ENSGALG00000036962	5333	3767	2465	1722
ENSGALG00000050943	404	284	12319	9974
ENSGALG00000001121	1742	1208	1109	871
ENSGALG00000025819	2438	1605	1351	827
ENSGALG00000016409	3303	2531	1572	1574
ENSGALG00000003597	1915	1125	2364	1846
ENSGALG00000019755	209	76	129	35
ENSGALG00000048931	30	4	48	0
ENSGALG00000039504	53	22	87	11
ENSGALG00000011990	181	127	35	53
ENSGALG00000006840	4276	2746	4314	3236
ENSGALG00000015221	6	4	1	3
ENSGALG00000009069	0	0	20	15
ENSGALG00000016412	22	1	5	17
ENSGALG00000006657	5837	3666	4719	2879
ENSGALG00000027789	289	164	116	69
ENSGALG00000003614	264	176	1483	1055
ENSGALG00000001126	383	269	315	272
ENSGALG00000015225	672	504	461	333
ENSGALG00000037443	464	367	205	176
ENSGALG00000033614	1012	608	625	647
ENSGALG00000009104	292	186	239	299
ENSGALG00000006328	387	175	142	124
ENSGALG00000042357	857	834	353	249
ENSGALG00000040373	810	461	408	294
ENSGALG00000007650	3088	3091	2047	1995
ENSGALG00000005090	460	324	319	231
ENSGALG00000047180	84	42	112	29
ENSGALG00000012148	201	118	113	102
ENSGALG00000054710	42	14	119	20
ENSGALG00000032563	936	607	830	762
ENSGALG00000006221	51	47	22	6
ENSGALG00000016419	515	501	373	393
ENSGALG00000006708	2	0	5	0
ENSGALG00000027068	2419	2255	1099	1074
ENSGALG00000031139	247	147	184	141
ENSGALG00000054298	34	9	29	0
ENSGALG00000052092	77	15	747	0
ENSGALG00000005093	603	485	253	180
ENSGALG00000002107	1158	605	868	747
ENSGALG00000014381	5756	4989	2598	2796
ENSGALG00000009056	976	428	610	424
ENSGALG00000029416	46	15	87	70
ENSGALG00000015230	296	198	283	308
ENSGALG00000007803	6	4	3	6
ENSGALG00000005103	292	232	46	42
ENSGALG00000048343	2	0	9	10
ENSGALG00000036530	4199	2774	2183	1645
ENSGALG00000044641	31	22	14	36
ENSGALG00000012010	0	2	2	1
ENSGALG00000014768	622	267	445	333
ENSGALG00000054384	35	11	66	1
ENSGALG00000028801	1619	1270	736	1015
ENSGALG00000006425	8394	3908	6697	6525
ENSGALG00000012570	855	617	639	1020
ENSGALG00000023920	24	30	11	7
ENSGALG00000005126	519	495	296	297
ENSGALG00000032628	2	0	3	2
ENSGALG00000014769	474	289	177	100
ENSGALG00000006488	1048	686	383	334
ENSGALG00000046779	122	45	44	48
ENSGALG00000048139	70	23	102	0
ENSGALG00000021972	2261	1394	743	390
ENSGALG00000003693	42231	44746	48650	47399
ENSGALG00000053381	5	2	3	3
ENSGALG00000016421	296	369	278	281
ENSGALG00000031067	777	493	269	177
ENSGALG00000005139	15117	9144	5736	4480
ENSGALG00000017196	76	32	27	21
ENSGALG00000041298	9504	4802	4238	2222
ENSGALG00000054195	13	0	6	0
ENSGALG00000039710	3812	2588	1485	910
ENSGALG00000006871	329	293	264	192
ENSGALG00000041111	2963	2227	1698	1364
ENSGALG00000012199	332	311	372	276
ENSGALG00000047838	688	435	839	153
ENSGALG00000012574	1509	690	1302	762
ENSGALG00000043596	92	53	372	238
ENSGALG00000017197	2	3	2	4
ENSGALG00000031735	1074	968	643	646
ENSGALG00000051676	5	2	0	10
ENSGALG00000052270	101	34	138	42
ENSGALG00000008354	148	172	249	189
ENSGALG00000043541	236	117	158	242
ENSGALG00000046258	121	63	112	87
ENSGALG00000008796	858	535	513	392
ENSGALG00000053585	199	125	279	255
ENSGALG00000008358	1512	1129	727	601
ENSGALG00000005150	380	274	228	160
ENSGALG00000036751	59	18	27	13
ENSGALG00000002158	2476	1770	3754	3406
ENSGALG00000035816	240	201	151	114
ENSGALG00000015235	55	49	75	16
ENSGALG00000005160	1709	533	2159	1549
ENSGALG00000050192	29	12	82	1
ENSGALG00000046263	22	7	28	26
ENSGALG00000030051	681	547	558	497
ENSGALG00000001245	291	239	200	176
ENSGALG00000041505	3267	2510	1403	1372
ENSGALG00000030636	24	10	21	2
ENSGALG00000038541	1129	885	859	650
ENSGALG00000006016	10	9	17	13
ENSGALG00000036380	9094	5640	2168	1713
ENSGALG00000012206	264	132	196	163
ENSGALG00000048440	10	2	5	2
ENSGALG00000039173	38	21	13	14
ENSGALG00000012997	4	0	9	11
ENSGALG00000015244	4	0	12	5
ENSGALG00000029287	14	5	2	0
ENSGALG00000029056	13	2	6	6
ENSGALG00000045738	48	25	55	24
ENSGALG00000008241	699	483	496	474
ENSGALG00000031766	876	684	764	499
ENSGALG00000012208	648	371	213	138
ENSGALG00000052348	313	165	225	151
ENSGALG00000008365	26	29	28	8
ENSGALG00000043775	612	167	116	73
ENSGALG00000053925	314	142	161	126
ENSGALG00000034876	334	190	287	299
ENSGALG00000003757	547	291	273	125
ENSGALG00000054680	3	3	1	3
ENSGALG00000049131	151	132	191	136
ENSGALG00000039970	5	1	5	0
ENSGALG00000046950	351	300	395	288
ENSGALG00000007000	7	2	3	0
ENSGALG00000012300	2898	1218	1867	1226
ENSGALG00000037545	19	31	36	18
ENSGALG00000035023	1596	812	740	433
ENSGALG00000047379	0	2	3	0
ENSGALG00000015247	24	27	3	6
ENSGALG00000009024	109	68	116	87
ENSGALG00000001634	10183	8739	8942	5559
ENSGALG00000041640	2	2	1	3
ENSGALG00000008482	2718	2295	2146	2708
ENSGALG00000006203	106	29	130	87
ENSGALG00000012317	121	64	177	117
ENSGALG00000001273	5	19	35	28
ENSGALG00000007012	340	275	265	311
ENSGALG00000039299	3567	1916	4198	3157
ENSGALG00000047209	70	43	28	29
ENSGALG00000008998	19	13	18	9
ENSGALG00000048315	7	3	3	14
ENSGALG00000032506	2	2	18	15
ENSGALG00000008265	679	389	249	173
ENSGALG00000038207	68	47	41	83
ENSGALG00000005132	391	194	228	236
ENSGALG00000012220	58	47	38	12
ENSGALG00000013383	745	525	378	314
ENSGALG00000005173	55	30	35	48
ENSGALG00000016424	1210	903	875	629
ENSGALG00000008380	5816	3296	1953	967
ENSGALG00000012756	9	0	2	2
ENSGALG00000052213	2	2	11	24
ENSGALG00000041635	1169	1438	1620	2585
ENSGALG00000015704	16856	13147	8169	4709
ENSGALG00000004116	4	6	10	10
ENSGALG00000003800	261	236	160	130
ENSGALG00000007822	336	225	189	154
ENSGALG00000013489	522	367	775	755
ENSGALG00000006325	417	709	2402	1807
ENSGALG00000042333	2522	2067	1364	1110
ENSGALG00000006526	269	221	45	27
ENSGALG00000002272	457	189	248	183
ENSGALG00000023411	199	95	17	12
ENSGALG00000038957	422	234	180	138
ENSGALG00000012229	3283	2432	2253	1773
ENSGALG00000005198	812	537	626	621
ENSGALG00000010875	5	2	6	4
ENSGALG00000015721	18	22	5	7
ENSGALG00000035386	9420	5890	4488	2431
ENSGALG00000030200	697	537	767	440
ENSGALG00000008293	7	2	3	1
ENSGALG00000012230	178	140	123	127
ENSGALG00000012759	284	193	106	87
ENSGALG00000031212	454	163	141	117
ENSGALG00000017199	103	49	821	720
ENSGALG00000026780	241	153	125	111
ENSGALG00000037206	144	99	301	108
ENSGALG00000017200	1200	803	659	394
ENSGALG00000052283	134	97	188	86
ENSGALG00000050888	32	13	19	25
ENSGALG00000032051	6584	4872	1987	827
ENSGALG00000021301	216	109	43	18
ENSGALG00000005205	985	427	814	582
ENSGALG00000012760	1063	392	562	457
ENSGALG00000012342	836	440	1303	1349
ENSGALG00000039222	224	94	97	147
ENSGALG00000054776	112	38	69	78
ENSGALG00000014787	1057	413	474	380
ENSGALG00000013002	1838	730	1074	770
ENSGALG00000051869	243	82	316	101
ENSGALG00000015753	2	3	0	1
ENSGALG00000005823	20890	15760	8583	4880
ENSGALG00000033089	11	8	23	6
ENSGALG00000054023	557	314	383	332
ENSGALG00000005214	5	4	4	11
ENSGALG00000047060	335	279	255	376
ENSGALG00000038328	18	8	22	11
ENSGALG00000039454	474	282	498	518
ENSGALG00000006571	2557	1988	1859	1657
ENSGALG00000052743	9130	5851	3630	1666
ENSGALG00000001658	11645	10247	10376	4695
ENSGALG00000007965	3102	2070	1623	910
ENSGALG00000053425	308	215	229	130
ENSGALG00000013006	22	7	19	21
ENSGALG00000012766	30	9	22	7
ENSGALG00000050468	34	17	38	11
ENSGALG00000004140	171	177	39	29
ENSGALG00000049343	159	96	113	50
ENSGALG00000049607	3	1	4	14
ENSGALG00000027242	892	515	604	447
ENSGALG00000002354	469	245	265	144
ENSGALG00000024047	15	9	54	30
ENSGALG00000004228	190	111	104	130
ENSGALG00000008969	2	0	5	2
ENSGALG00000003879	1649	1138	1008	347
ENSGALG00000002403	326	249	191	154
ENSGALG00000042948	1683	1033	1261	660
ENSGALG00000006601	1942	1282	1148	598
ENSGALG00000001682	1006	762	676	659
ENSGALG00000034024	0	1	19	9
ENSGALG00000041473	475	321	305	275
ENSGALG00000005809	497	304	187	212
ENSGALG00000001108	375	188	227	170
ENSGALG00000035699	1486	672	1118	1259
ENSGALG00000005269	1428	937	921	807
ENSGALG00000014788	136	120	79	59
ENSGALG00000037955	650	452	497	483
ENSGALG00000012378	309	197	135	133
ENSGALG00000017201	138	99	74	85
ENSGALG00000017202	261	111	109	148
ENSGALG00000049272	497	356	289	192
ENSGALG00000007974	1702	1307	995	819
ENSGALG00000017204	133	71	21	27
ENSGALG00000020523	417	437	381	319
ENSGALG00000039648	40	30	36	30
ENSGALG00000008318	3038	2210	2547	2792
ENSGALG00000008957	464	279	210	236
ENSGALG00000037739	1098	826	415	427
ENSGALG00000002536	2235	701	885	950
ENSGALG00000017207	1284	1093	1047	554
ENSGALG00000008559	911	646	584	640
ENSGALG00000004274	16	16	106	72
ENSGALG00000043437	4877	2512	4658	3381
ENSGALG00000040632	564	422	311	175
ENSGALG00000036042	8	17	22	7
ENSGALG00000005251	374	255	105	184
ENSGALG00000051652	616	531	518	428
ENSGALG00000052650	242	220	269	173
ENSGALG00000008572	3765	2170	1366	1482
ENSGALG00000012015	337	244	357	382
ENSGALG00000014607	1920	1225	687	361
ENSGALG00000038495	163	79	77	82
ENSGALG00000004288	329	223	482	354
ENSGALG00000014790	455	237	271	186
ENSGALG00000047350	0	0	3	5
ENSGALG00000005279	107	74	63	82
ENSGALG00000049559	523	218	333	358
ENSGALG00000016779	275	198	113	129
ENSGALG00000022030	568	269	307	222
ENSGALG00000015589	126	77	84	68
ENSGALG00000008281	2086	1371	4324	3436
ENSGALG00000042356	12	6	41	4
ENSGALG00000001765	109	85	66	60
ENSGALG00000043139	8	4	1	0
ENSGALG00000015258	286	101	323	302
ENSGALG00000054402	4	28	2	1
ENSGALG00000036492	172	48	47	58
ENSGALG00000001782	500	316	323	221
ENSGALG00000035762	61	3	46	1
ENSGALG00000022718	40	13	25	22
ENSGALG00000040923	5	2	9	22
ENSGALG00000054258	6	1	1	3
ENSGALG00000010925	3293	1732	1607	1617
ENSGALG00000017210	216	143	128	123
ENSGALG00000007992	3622	2658	2397	2134
ENSGALG00000048430	1146	770	550	502
ENSGALG00000040366	308	384	233	319
ENSGALG00000006309	2809	1183	1649	1634
ENSGALG00000038688	24	15	3	1
ENSGALG00000026328	1439	1087	887	662
ENSGALG00000040248	771	650	1016	962
ENSGALG00000001801	120	74	85	79
ENSGALG00000004302	2109	1412	1278	733
ENSGALG00000047988	1159	1025	598	681
ENSGALG00000006691	7063	5062	3838	1887
ENSGALG00000033781	360	228	229	134
ENSGALG00000023089	112	128	237	171
ENSGALG00000034216	478	234	356	370
ENSGALG00000038219	583	325	499	370
ENSGALG00000004002	2087	1338	1085	758
ENSGALG00000038971	50	29	57	61
ENSGALG00000047265	87	117	60	86
ENSGALG00000015263	9	3	13	10
ENSGALG00000002557	0	2	3	0
ENSGALG00000053876	20	5	5	14
ENSGALG00000003478	382	332	144	160
ENSGALG00000008939	1864	1424	1788	1279
ENSGALG00000012584	1596	1085	1258	1482
ENSGALG00000006323	2178	7	3303	0
ENSGALG00000014624	30	21	30	47
ENSGALG00000007999	1447	1138	879	807
ENSGALG00000041249	6	1	15	7
ENSGALG00000012068	6	7	35	14
ENSGALG00000031934	659	622	259	303
ENSGALG00000035901	690	798	596	633
ENSGALG00000053836	712	260	517	393
ENSGALG00000012395	5	1	3	0
ENSGALG00000036069	10691	7956	7504	3270
ENSGALG00000012074	306	186	388	281
ENSGALG00000029319	1646	860	1102	559
ENSGALG00000013481	1169	623	749	764
ENSGALG00000008604	101	45	93	79
ENSGALG00000012076	168	94	1049	607
ENSGALG00000054572	90	51	71	59
ENSGALG00000042387	883	694	290	348
ENSGALG00000035610	971	863	2443	1931
ENSGALG00000028807	814	300	564	555
ENSGALG00000036044	434	116	631	325
ENSGALG00000001525	3065	2333	11163	9231
ENSGALG00000054799	53	25	20	23
ENSGALG00000020262	863	683	856	627
ENSGALG00000016442	89	1	35	4
ENSGALG00000003441	193	141	162	129
ENSGALG00000032385	5	0	3	7
ENSGALG00000005266	3	0	7	0
ENSGALG00000012587	891	574	527	379
ENSGALG00000008403	1409	832	1773	1253
ENSGALG00000040557	398	176	495	295
ENSGALG00000050539	214	112	313	316
ENSGALG00000013041	3028	2282	1981	1302
ENSGALG00000042492	0	1	47	62
ENSGALG00000014807	220	104	118	112
ENSGALG00000049172	180	60	143	142
ENSGALG00000020982	1	1	4	3
ENSGALG00000049201	18	8	0	0
ENSGALG00000006354	2	0	2	2
ENSGALG00000040351	1405	894	1273	823
ENSGALG00000055048	0	0	3	3
ENSGALG00000046507	87	50	11	9
ENSGALG00000003412	6041	3887	10368	7614
ENSGALG00000029635	524	366	632	397
ENSGALG00000048002	2618	1935	2186	2143
ENSGALG00000003340	342	192	312	166
ENSGALG00000053914	4	9	9	1
ENSGALG00000012269	449	229	353	189
ENSGALG00000026322	299	113	136	116
ENSGALG00000006787	507	333	178	155
ENSGALG00000031341	8	15	5	8
ENSGALG00000026838	833	207	2663	2896
ENSGALG00000030185	839	497	2784	2890
ENSGALG00000005350	1358	1169	1086	1197
ENSGALG00000041744	18	16	11	8
ENSGALG00000001840	2007	2795	1035	1435
ENSGALG00000039751	143	80	218	476
ENSGALG00000012639	53	31	26	17
ENSGALG00000046326	5846	5058	9349	2405
ENSGALG00000046187	2675	2033	15835	14913
ENSGALG00000017205	9	10	7	1
ENSGALG00000008951	135	79	60	62
ENSGALG00000043027	16	5	22	0
ENSGALG00000039985	2	11	13	33
ENSGALG00000030511	729	364	311	203
ENSGALG00000026031	288	168	188	139
ENSGALG00000051859	6	1	2	4
ENSGALG00000013495	420	83	336	163
ENSGALG00000005554	20	16	32	11
ENSGALG00000012287	46	32	25	11
ENSGALG00000008620	5828	4905	6510	3708
ENSGALG00000004112	428	263	274	128
ENSGALG00000006738	3068	2171	4880	2626
ENSGALG00000032190	3524	2333	2351	1817
ENSGALG00000053449	10	8	7	12
ENSGALG00000007093	9570	7524	8688	6679
ENSGALG00000006756	9811	5664	11615	6861
ENSGALG00000053543	107	73	55	47
ENSGALG00000031424	24424	9554	11301	1473
ENSGALG00000008988	714	656	735	776
ENSGALG00000008930	1219	547	1163	505
ENSGALG00000042309	775	445	557	486
ENSGALG00000031947	1	3	0	2
ENSGALG00000008418	199	126	97	97
ENSGALG00000036876	1575	717	499	346
ENSGALG00000047290	307	73	655	291
ENSGALG00000005550	3133	1676	3520	2259
ENSGALG00000016444	1761	1489	2052	1096
ENSGALG00000004394	12	9	9	10
ENSGALG00000002579	51	75	60	31
ENSGALG00000008633	4149	4299	3204	3524
ENSGALG00000004122	4400	1594	1900	2351
ENSGALG00000005374	207	158	113	134
ENSGALG00000012295	63	26	4	8
ENSGALG00000011937	6640	4942	4571	3632
ENSGALG00000023554	102	49	43	59
ENSGALG00000008270	909	547	478	157
ENSGALG00000040348	316	251	208	239
ENSGALG00000008421	719	467	524	447
ENSGALG00000040141	767	551	477	356
ENSGALG00000009015	1091	674	709	645
ENSGALG00000005397	1022	739	762	585
ENSGALG00000033162	3831	2588	3023	1700
ENSGALG00000000195	2851	1249	945	571
ENSGALG00000007162	2166	2118	1519	1227
ENSGALG00000014819	68	68	51	74
ENSGALG00000049742	1	0	2	2
ENSGALG00000041253	4	8	2	4
ENSGALG00000015689	1046	779	452	396
ENSGALG00000041419	2329	1583	1115	559
ENSGALG00000012339	116	51	21	11
ENSGALG00000027345	363	147	3089	2133
ENSGALG00000028817	5	1	4	0
ENSGALG00000017218	1371	1139	947	827
ENSGALG00000009440	382	136	326	364
ENSGALG00000050668	19	16	17	44
ENSGALG00000007788	357	235	166	179
ENSGALG00000008645	645	473	434	569
ENSGALG00000039424	214	106	144	123
ENSGALG00000010949	2285	4056	871	105
ENSGALG00000008057	1889	1718	1011	1266
ENSGALG00000006791	582	464	339	288
ENSGALG00000046715	295	250	160	19
ENSGALG00000050158	455	305	493	378
ENSGALG00000051347	142	85	100	74
ENSGALG00000047525	55	34	160	164
ENSGALG00000007170	617	435	435	257
ENSGALG00000008648	2924	1745	2199	2221
ENSGALG00000001933	9	8	16	1
ENSGALG00000054310	1	3	3	1
ENSGALG00000006792	135	145	89	96
ENSGALG00000009443	374	140	1563	1588
ENSGALG00000052014	744	464	730	638
ENSGALG00000010954	234	189	77	65
ENSGALG00000032249	1127	945	1394	932
ENSGALG00000039385	0	2	55	66
ENSGALG00000005897	744	402	1019	1077
ENSGALG00000049838	1525	1212	1384	1374
ENSGALG00000009446	3	1	32	63
ENSGALG00000004437	627	413	378	217
ENSGALG00000008652	1199	934	814	737
ENSGALG00000001978	684	523	418	284
ENSGALG00000008554	15	1	21	34
ENSGALG00000009027	14	1	3	0
ENSGALG00000010961	340	285	2546	2669
ENSGALG00000007971	4682	3170	2416	2163
ENSGALG00000052797	736	285	296	205
ENSGALG00000005403	35	29	16	24
ENSGALG00000030261	517	373	299	167
ENSGALG00000013505	6344	5539	7593	6861
ENSGALG00000012341	1340	1197	855	654
ENSGALG00000004390	1901	1174	885	595
ENSGALG00000030076	10	5	21	4
ENSGALG00000016998	555	344	933	732
ENSGALG00000008855	2442	1456	947	639
ENSGALG00000039523	84	46	32	29
ENSGALG00000004249	12	10	25	11
ENSGALG00000054971	7816	4731	4053	3191
ENSGALG00000044675	32	6	18	3
ENSGALG00000008689	260	130	109	82
ENSGALG00000005409	0	1	113	59
ENSGALG00000000209	1640	721	3303	1223
ENSGALG00000017219	935	794	694	399
ENSGALG00000007252	115	48	85	59
ENSGALG00000004353	823	369	408	277
ENSGALG00000005420	415	291	227	179
ENSGALG00000041800	3	2	6	3
ENSGALG00000012796	307	177	248	293
ENSGALG00000052636	0	2	0	2
ENSGALG00000035260	1710	1370	1224	1018
ENSGALG00000016447	11993	6367	3723	2387
ENSGALG00000004268	640	399	400	386
ENSGALG00000000227	1278	797	996	618
ENSGALG00000040666	8	5	8	3
ENSGALG00000008436	681	451	482	382
ENSGALG00000008860	708	629	269	259
ENSGALG00000003197	10897	8576	9998	5302
ENSGALG00000008513	378	286	300	215
ENSGALG00000021637	264	192	177	143
ENSGALG00000044644	28	0	19	0
ENSGALG00000044554	287	172	149	123
ENSGALG00000026380	35	10	55	12
ENSGALG00000037946	2102	1592	1434	1116
ENSGALG00000004604	428	305	100	55
ENSGALG00000009480	910	550	445	519
ENSGALG00000026241	18	21	17	9
ENSGALG00000031301	127	135	147	35
ENSGALG00000046487	5	2	15	7
ENSGALG00000012126	3	2	1	2
ENSGALG00000008867	653	442	289	273
ENSGALG00000002971	2068	1742	1096	1102
ENSGALG00000006867	1644	1185	1214	928
ENSGALG00000008438	404	243	246	143
ENSGALG00000039781	223	143	125	90
ENSGALG00000042148	12111	11718	10916	5863
ENSGALG00000005439	2241	1431	760	509
ENSGALG00000013899	1589	1239	912	765
ENSGALG00000046825	16	29	18	10
ENSGALG00000008837	1058	542	1796	1938
ENSGALG00000006404	2083	1606	1667	1390
ENSGALG00000004339	0	0	9	3
ENSGALG00000042003	4	5	1	2
ENSGALG00000016791	1645	733	264	9
ENSGALG00000012185	45	34	26	40
ENSGALG00000046210	14	7	19	15
ENSGALG00000002671	331	298	320	434
ENSGALG00000030739	2979	2573	2478	1885
ENSGALG00000004311	212	143	134	149
ENSGALG00000016446	4265	2125	1621	341
ENSGALG00000002679	253	218	96	85
ENSGALG00000038782	241	132	461	254
ENSGALG00000006910	2278	1608	1518	986
ENSGALG00000008872	270	174	152	164
ENSGALG00000006854	30	15	4	3
ENSGALG00000043405	3383	1517	1501	1984
ENSGALG00000013063	11	6	4	0
ENSGALG00000033126	619	362	371	478
ENSGALG00000008460	251	165	101	85
ENSGALG00000051870	1000	474	491	471
ENSGALG00000051101	526	302	604	420
ENSGALG00000008888	3	2	6	1
ENSGALG00000012186	206	111	183	183
ENSGALG00000048516	205	103	156	118
ENSGALG00000047632	82	63	36	29
ENSGALG00000012834	61	22	19	5
ENSGALG00000008417	56	16	12	17
ENSGALG00000023066	1441	1166	3652	2865
ENSGALG00000013064	643	398	309	210
ENSGALG00000007191	74	11	222	130
ENSGALG00000014984	52	16	40	52
ENSGALG00000052051	350	314	184	166
ENSGALG00000026258	709	479	167	102
ENSGALG00000014983	473	405	394	401
ENSGALG00000033739	0	3	78	55
ENSGALG00000045424	2738	1898	1556	1016
ENSGALG00000051645	55	40	44	69
ENSGALG00000038753	1315	650	537	458
ENSGALG00000016794	423	241	238	166
ENSGALG00000049119	2891	2310	2409	2121
ENSGALG00000037935	3425	2815	4616	3168
ENSGALG00000016455	130	190	41	52
ENSGALG00000012196	1213	1360	688	809
ENSGALG00000002695	2785	1646	1530	1109
ENSGALG00000003175	81	47	81	75
ENSGALG00000005402	5	11	3	2
ENSGALG00000052196	3904	1465	2222	1723
ENSGALG00000000235	1456	860	1449	1067
ENSGALG00000026298	2068	1250	5304	3493
ENSGALG00000014978	7272	2592	8131	6869
ENSGALG00000012978	157	110	221	125
ENSGALG00000052506	711	547	347	266
ENSGALG00000012367	46	29	13	18
ENSGALG00000045087	44	0	51	1
ENSGALG00000009485	64	32	54	23
ENSGALG00000015299	1376	999	635	421
ENSGALG00000008970	3191	1559	1243	917
ENSGALG00000029618	10	5	15	4
ENSGALG00000007747	1598	1160	712	652
ENSGALG00000046965	712	338	310	246
ENSGALG00000032975	14	0	4	1
ENSGALG00000048261	126	50	181	256
ENSGALG00000002014	1856	1130	1211	1073
ENSGALG00000002742	18	7	14	13
ENSGALG00000006424	2910	3149	3066	2997
ENSGALG00000049273	389	269	191	129
ENSGALG00000008523	626	391	265	150
ENSGALG00000013494	70	52	40	33
ENSGALG00000005521	870	343	740	948
ENSGALG00000013604	73	95	51	51
ENSGALG00000016795	344	199	242	270
ENSGALG00000054244	258	168	273	195
ENSGALG00000033789	24464	14249	7647	5265
ENSGALG00000037695	0	0	12	8
ENSGALG00000008496	1331	790	696	600
ENSGALG00000016457	348	167	406	303
ENSGALG00000047621	265	162	97	110
