	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000022229	6	3	6	13
ENSCPBG00000008471	188	195	134	118
ENSCPBG00000022233	188	200	127	154
ENSCPBG00000022238	5	1	3	134
ENSCPBG00000002799	690	635	358	1610
ENSCPBG00000022243	16	15	4	6
ENSCPBG00000022260	418	337	457	691
ENSCPBG00000022268	1253	1115	685	1033
ENSCPBG00000022270	622	777	222	2842
ENSCPBG00000013735	75	50	27	86
ENSCPBG00000022271	49	50	41	126
ENSCPBG00000022272	19	13	10	968
ENSCPBG00000022278	40	24	28	18
ENSCPBG00000022279	67	61	67	373
ENSCPBG00000022280	180	126	169	966
ENSCPBG00000022282	448	376	464	630
ENSCPBG00000022284	146	114	61	297
ENSCPBG00000003741	185	141	222	84
ENSCPBG00000022285	70	60	49	612
ENSCPBG00000022286	140	133	155	148
ENSCPBG00000026741	2437	2002	1561	2355
ENSCPBG00000022291	12	7	12	73
ENSCPBG00000011262	138	115	105	81
ENSCPBG00000023205	66	68	73	55
ENSCPBG00000022300	59	43	93	91
ENSCPBG00000023634	1435	1382	1457	2356
ENSCPBG00000022303	148	94	166	91
ENSCPBG00000013088	774	590	886	1449
ENSCPBG00000022304	1772	1517	1171	2417
ENSCPBG00000022307	291	232	215	220
ENSCPBG00000022308	35	16	15	68
ENSCPBG00000017415	138	81	80	255
ENSCPBG00000022309	2396	1893	2189	1159
ENSCPBG00000022314	499	419	426	388
ENSCPBG00000011025	1587	1397	1824	1920
ENSCPBG00000017058	5	13	18	194
ENSCPBG00000022316	89	96	121	898
ENSCPBG00000025784	341	263	365	187
ENSCPBG00000022329	93	64	79	98
ENSCPBG00000019204	2158	2346	1546	3028
ENSCPBG00000027800	290	281	347	305
ENSCPBG00000015962	182	189	140	13
ENSCPBG00000027444	50	54	65	59
ENSCPBG00000027614	0	1	4	12
ENSCPBG00000022364	3	2	1	11
ENSCPBG00000022365	2	11	7	9
ENSCPBG00000022366	84	84	54	153
ENSCPBG00000022369	1238	1296	1320	891
ENSCPBG00000022386	2	0	4	8
ENSCPBG00000009849	147	130	114	54
ENSCPBG00000022391	197	201	131	411
ENSCPBG00000014419	238	170	209	423
ENSCPBG00000022392	350	319	345	679
ENSCPBG00000005694	561	381	789	1525
ENSCPBG00000022398	98	89	71	82
ENSCPBG00000008570	12	33	13	14
ENSCPBG00000022400	84	103	48	162
ENSCPBG00000022405	3	5	12	36
ENSCPBG00000022406	2106	1972	2364	15900
ENSCPBG00000021742	2	4	3	1
ENSCPBG00000024003	159	141	87	160
ENSCPBG00000022410	522	370	611	432
ENSCPBG00000018951	410	341	406	308
ENSCPBG00000022412	3371	3240	2548	1413
ENSCPBG00000022413	466	333	546	3324
ENSCPBG00000019100	336	206	358	291
ENSCPBG00000022415	432	451	366	455
ENSCPBG00000025297	279	226	222	7260
ENSCPBG00000022416	7	2	0	1
ENSCPBG00000022427	4	2	2	4
ENSCPBG00000022431	8	5	5	4
ENSCPBG00000022435	2	4	6	2
ENSCPBG00000025439	4538	4457	2708	2260
ENSCPBG00000022440	35	28	24	40
ENSCPBG00000022441	227	136	176	262
ENSCPBG00000027357	448	368	372	449
ENSCPBG00000022445	754	424	1023	1030
ENSCPBG00000022446	655	516	673	614
ENSCPBG00000022452	330	308	417	420
ENSCPBG00000022456	99	88	52	541
ENSCPBG00000022459	126	140	73	165
ENSCPBG00000022465	1901	1717	2038	2277
ENSCPBG00000022466	1438	1551	1714	2593
ENSCPBG00000022467	44	45	59	67
ENSCPBG00000022470	259	193	262	600
ENSCPBG00000010595	690	628	727	873
ENSCPBG00000026054	198	176	243	142
ENSCPBG00000022473	27	29	29	49
ENSCPBG00000022476	364	335	257	431
ENSCPBG00000013316	940	1051	922	1020
ENSCPBG00000022477	14	12	6	30
ENSCPBG00000013789	11	9	6	2438
ENSCPBG00000012202	15	12	28	16
ENSCPBG00000022484	9	4	9	24
ENSCPBG00000022487	503	425	535	569
ENSCPBG00000022488	52	52	35	473
ENSCPBG00000022490	192	151	115	437
ENSCPBG00000006360	12622	8891	18155	8786
ENSCPBG00000022496	21	31	26	1
ENSCPBG00000022504	239	206	190	459
ENSCPBG00000020411	250	213	166	260
ENSCPBG00000026766	1022	851	1312	678
ENSCPBG00000022513	2970	2958	2629	3424
ENSCPBG00000022514	28	21	9	42
ENSCPBG00000022518	50	53	40	113
ENSCPBG00000024872	6	9	16	4
ENSCPBG00000022520	90	76	50	115
ENSCPBG00000022521	4	3	1	1
ENSCPBG00000022522	62	57	52	207
ENSCPBG00000008863	2	4	0	25
ENSCPBG00000022526	138	139	70	82
ENSCPBG00000007188	30	42	23	276
ENSCPBG00000025804	124	107	76	290
ENSCPBG00000012995	1	4	2	1
ENSCPBG00000022528	54	58	60	67
ENSCPBG00000022533	455	418	346	180
ENSCPBG00000022536	9	5	5	0
ENSCPBG00000022540	2456	1996	2060	2125
ENSCPBG00000022544	63	42	53	180
ENSCPBG00000022548	424	518	288	289
ENSCPBG00000022551	668	684	415	749
ENSCPBG00000023574	18	18	18	48
ENSCPBG00000020358	783	743	583	2729
ENSCPBG00000022560	1072	800	1176	599
ENSCPBG00000022562	53	42	44	19
ENSCPBG00000023930	2632	2394	2718	2211
ENSCPBG00000022567	41	20	25	36
ENSCPBG00000027263	175	177	54	672
ENSCPBG00000022577	45	42	48	29
ENSCPBG00000022578	53	92	62	119
ENSCPBG00000022581	464	570	364	436
ENSCPBG00000008824	52	42	32	42
ENSCPBG00000022582	20	3	13	28
ENSCPBG00000022585	29061	18695	39366	16233
ENSCPBG00000023394	29	35	49	11
ENSCPBG00000022597	2437	2376	1856	2901
ENSCPBG00000015134	14	11	10	9
ENSCPBG00000002001	0	3	2	0
ENSCPBG00000022604	70	61	40	40
ENSCPBG00000022468	108	124	110	209
ENSCPBG00000022615	7	5	5	7
ENSCPBG00000022621	28	40	24	59
ENSCPBG00000022623	71	69	54	97
ENSCPBG00000012055	19	9	7	5
ENSCPBG00000022624	423	382	269	641
ENSCPBG00000023765	395	347	298	314
ENSCPBG00000022626	412	370	438	482
ENSCPBG00000022628	0	3	0	1624
ENSCPBG00000017643	12	10	8	3
ENSCPBG00000022634	540	405	541	492
ENSCPBG00000016658	172	124	171	213
ENSCPBG00000025642	4	3	3	4
ENSCPBG00000022640	31	35	16	47
ENSCPBG00000004311	667	560	545	1026
ENSCPBG00000022642	2405	2449	2130	1521
ENSCPBG00000002789	175	162	176	442
ENSCPBG00000020759	497	455	346	576
ENSCPBG00000022647	682	513	729	503
ENSCPBG00000022571	4975	4105	3128	6302
ENSCPBG00000022654	69	81	63	122
ENSCPBG00000023004	480	443	488	721
ENSCPBG00000017258	8	15	11	2
ENSCPBG00000025003	117	137	86	333
ENSCPBG00000013769	172	214	124	279
ENSCPBG00000012018	1349	1176	1146	1087
ENSCPBG00000006500	4	2	5	9
ENSCPBG00000022656	121	141	190	422
ENSCPBG00000022661	28	13	19	24
ENSCPBG00000022666	435	329	422	913
ENSCPBG00000022674	1217	1331	947	1601
ENSCPBG00000006697	215	169	182	131
ENSCPBG00000022676	92	97	85	930
ENSCPBG00000022680	0	2	0	3
ENSCPBG00000013751	74	41	51	69
ENSCPBG00000011670	918	740	884	819
ENSCPBG00000025456	3237	2791	2798	4541
ENSCPBG00000022696	1046	994	505	1012
ENSCPBG00000022697	4	4	2	3
ENSCPBG00000022705	796	793	390	600
ENSCPBG00000003480	122	98	135	86
ENSCPBG00000022709	323	379	269	250
ENSCPBG00000022710	195	142	140	183
ENSCPBG00000022712	331	372	191	124
ENSCPBG00000022716	1596	1254	1443	2516
ENSCPBG00000008781	835	890	692	894
ENSCPBG00000022720	52	28	48	30
ENSCPBG00000022721	622	642	489	675
ENSCPBG00000022726	1063	1121	973	2285
ENSCPBG00000022729	298	283	271	848
ENSCPBG00000002524	9	0	5	3
ENSCPBG00000022731	55	55	22	593
ENSCPBG00000022732	2	3	8	40
ENSCPBG00000027035	1172	922	1277	720
ENSCPBG00000022744	105	85	64	104
ENSCPBG00000022752	32	22	46	7
ENSCPBG00000022755	426	426	293	602
ENSCPBG00000022756	265	256	156	349
ENSCPBG00000022761	3	6	3	17
ENSCPBG00000022764	49	58	24	58
ENSCPBG00000022765	290	252	110	34
ENSCPBG00000005162	2754	2306	2982	2051
ENSCPBG00000022775	62	57	50	87
ENSCPBG00000022784	153	156	109	524
ENSCPBG00000002706	14	21	11	32
ENSCPBG00000022791	220	239	174	274
ENSCPBG00000005490	378	314	165	176
ENSCPBG00000026518	141	127	167	225
ENSCPBG00000022792	327	252	258	271
ENSCPBG00000027002	12506	9247	13814	4537
ENSCPBG00000012161	102	82	77	51
ENSCPBG00000022798	452	417	584	739
ENSCPBG00000022801	34	40	13	55
ENSCPBG00000022802	470	336	579	1120
ENSCPBG00000022804	47	56	30	84
ENSCPBG00000022808	2208	2052	802	562
ENSCPBG00000022816	125	97	129	138
ENSCPBG00000010316	151	99	55	72
ENSCPBG00000022831	975	1054	752	745
ENSCPBG00000022840	447	448	362	509
ENSCPBG00000022842	4666	4415	3172	6145
ENSCPBG00000022843	90	73	80	179
ENSCPBG00000025733	459	340	653	287
ENSCPBG00000001977	23	9	57	10
ENSCPBG00000022849	8	6	2	14
ENSCPBG00000022850	230	200	158	384
ENSCPBG00000022851	617	554	384	641
ENSCPBG00000018156	360	237	201	177
ENSCPBG00000001342	9918	8341	6757	40437
ENSCPBG00000003842	17	11	10	9
ENSCPBG00000023097	2017	1602	1011	3068
ENSCPBG00000022858	237	263	238	100
ENSCPBG00000022864	2	4	0	1
ENSCPBG00000022866	36	25	31	59
ENSCPBG00000022871	13	17	15	14
ENSCPBG00000013190	143	162	116	1001
ENSCPBG00000023971	402	452	283	453
ENSCPBG00000022875	3	5	9	109
ENSCPBG00000013046	161	167	68	489
ENSCPBG00000007219	22	18	8	40
ENSCPBG00000027623	68	64	67	110
ENSCPBG00000010541	9471	8899	4081	20436
ENSCPBG00000006305	1228	1045	498	2197
ENSCPBG00000020444	751	595	651	738
ENSCPBG00000022899	164	128	210	341
ENSCPBG00000022900	16	3	11	11
ENSCPBG00000023432	489	395	544	449
ENSCPBG00000022901	783	676	678	1396
ENSCPBG00000017256	108	101	73	683
ENSCPBG00000027425	906	707	1423	382
ENSCPBG00000022905	767	463	999	1686
ENSCPBG00000007281	109	126	124	108
ENSCPBG00000022906	21	9	14	6
ENSCPBG00000026620	3	3	6	4
ENSCPBG00000022923	310	222	296	166
ENSCPBG00000022924	4	0	5	21
ENSCPBG00000004297	22	7	6	33
ENSCPBG00000022926	1782	1388	1009	1179
ENSCPBG00000017634	13	12	11	7
ENSCPBG00000022931	208	196	146	127
ENSCPBG00000022934	6	1	1	5
ENSCPBG00000018783	545	632	450	662
ENSCPBG00000022938	497	469	418	864
ENSCPBG00000001389	1	3	5	2
ENSCPBG00000022946	65	60	113	196
ENSCPBG00000026717	243	197	145	85
ENSCPBG00000022950	700	547	623	996
ENSCPBG00000022954	252	194	234	630
ENSCPBG00000022955	11341	7253	15491	5871
ENSCPBG00000003031	6	6	13	5
ENSCPBG00000022956	925	859	594	881
ENSCPBG00000028303	257	249	143	375
ENSCPBG00000022965	28	24	20	115
ENSCPBG00000022967	489	352	295	114
ENSCPBG00000022968	456	406	391	223
ENSCPBG00000022974	1	1	4	3
ENSCPBG00000025785	467	411	576	473
ENSCPBG00000022975	35890	24095	42563	23843
ENSCPBG00000003070	2	2	2	16
ENSCPBG00000022982	8	3	5	48
ENSCPBG00000022985	136	179	83	91
ENSCPBG00000008789	153	104	96	122
ENSCPBG00000026746	209	209	113	299
ENSCPBG00000022986	179	213	67	73
ENSCPBG00000001441	237	199	109	181
ENSCPBG00000027530	479	435	341	428
ENSCPBG00000022987	26	41	28	67
ENSCPBG00000022996	346	274	361	197
ENSCPBG00000022999	2131	2025	2178	2122
ENSCPBG00000023002	5	1	2	22
ENSCPBG00000009676	191	182	119	249
ENSCPBG00000023007	73	55	64	51
ENSCPBG00000023015	4485	5266	3118	4012
ENSCPBG00000023017	3	5	1	6
ENSCPBG00000011177	11	7	22	3
ENSCPBG00000023020	1160	1147	1248	1556
ENSCPBG00000023295	1322	1473	1044	1580
ENSCPBG00000000766	909	721	540	3023
ENSCPBG00000025406	373	418	115	514
ENSCPBG00000023928	288	298	141	315
ENSCPBG00000023024	3587	3207	4766	13928
ENSCPBG00000025967	456	376	420	273
ENSCPBG00000021573	345	300	205	322
ENSCPBG00000023026	13	5	12	19
ENSCPBG00000023028	384	380	300	317
ENSCPBG00000023102	46	43	40	53
ENSCPBG00000026871	13	13	5	12
ENSCPBG00000007015	4	4	3	0
ENSCPBG00000023029	9	3	6	24
ENSCPBG00000023030	394	321	409	564
ENSCPBG00000019680	13	6	10	7
ENSCPBG00000023492	14	7	0	22
ENSCPBG00000023033	1	4	3	3
ENSCPBG00000026248	3588	2954	4559	2322
ENSCPBG00000023038	34	32	34	8
ENSCPBG00000023040	6170	5695	3987	5865
ENSCPBG00000023041	28	30	44	8
ENSCPBG00000003884	297	227	273	245
ENSCPBG00000019110	475	415	317	2563
ENSCPBG00000023044	55	43	53	70
ENSCPBG00000014386	682	537	754	3221
ENSCPBG00000023047	157	194	139	342
ENSCPBG00000023050	4372	3091	4174	2638
ENSCPBG00000028225	80	66	22	34
ENSCPBG00000006313	43	20	25	18
ENSCPBG00000018528	95	86	70	105
ENSCPBG00000023054	252	146	253	101
ENSCPBG00000007291	0	0	4	198
ENSCPBG00000019434	225	204	177	131
ENSCPBG00000023055	472	429	416	1086
ENSCPBG00000009341	207	106	198	1356
ENSCPBG00000023056	6	5	1	0
ENSCPBG00000008661	1009	854	768	1402
ENSCPBG00000023060	576	434	581	535
ENSCPBG00000023066	649	572	407	955
ENSCPBG00000023071	3	0	2	5
ENSCPBG00000023075	514	428	523	486
ENSCPBG00000002116	164	99	105	239
ENSCPBG00000023077	2	0	1	12
ENSCPBG00000023079	71	64	23	242
ENSCPBG00000021162	33	31	22	18
ENSCPBG00000027361	45	46	42	37
ENSCPBG00000019545	57	69	78	64
ENSCPBG00000023091	198	147	189	186
ENSCPBG00000025899	2	1	0	744
ENSCPBG00000023095	1192	1163	1041	1382
ENSCPBG00000022918	221	198	220	98
ENSCPBG00000027053	738	613	761	739
ENSCPBG00000020859	456	496	534	521
ENSCPBG00000023100	32	33	18	27
ENSCPBG00000027573	32	28	44	21
ENSCPBG00000026541	132	127	152	93
ENSCPBG00000025360	209	135	194	587
ENSCPBG00000012612	122	93	67	76
ENSCPBG00000023108	10	14	4	24
ENSCPBG00000023118	261	256	140	304
ENSCPBG00000023127	58	64	49	44
ENSCPBG00000023135	85	72	63	111
ENSCPBG00000025703	1083	974	1359	1644
ENSCPBG00000025900	75	89	62	39
ENSCPBG00000023138	675	598	732	865
ENSCPBG00000023143	874	626	1008	950
ENSCPBG00000023145	818	866	700	1280
ENSCPBG00000000660	298	304	259	501
ENSCPBG00000023147	34	34	33	17
ENSCPBG00000023151	15	22	17	80
ENSCPBG00000023795	142	110	146	145
ENSCPBG00000023159	1109	890	1261	824
ENSCPBG00000006314	6	4	5	27
ENSCPBG00000011439	225	118	111	961
ENSCPBG00000023170	1317	1361	1522	5630
ENSCPBG00000010443	209	248	81	240
ENSCPBG00000002529	293	191	257	1310
ENSCPBG00000008178	447	360	473	681
ENSCPBG00000023171	45	41	35	579
ENSCPBG00000023180	34	20	18	2772
ENSCPBG00000018175	188	182	152	276
ENSCPBG00000023187	699	713	696	1798
ENSCPBG00000019071	1322	1244	1593	16362
ENSCPBG00000023190	5	8	13	32
ENSCPBG00000023192	172	168	147	197
ENSCPBG00000023193	1738	1686	1698	2637
ENSCPBG00000023194	9	13	8	38
ENSCPBG00000023201	2	2	1	1
ENSCPBG00000007698	0	6	0	3
ENSCPBG00000023204	438	387	429	519
ENSCPBG00000023214	38	32	56	73
ENSCPBG00000006617	47	38	25	2040
ENSCPBG00000023215	567	627	355	846
ENSCPBG00000016999	168	172	151	128
ENSCPBG00000023307	72	75	59	58
ENSCPBG00000027124	9	6	9	11
ENSCPBG00000023216	410	279	655	370
ENSCPBG00000009265	4373	3269	4768	3490
ENSCPBG00000023217	2174	1527	2358	2072
ENSCPBG00000015012	368	534	292	601
ENSCPBG00000023218	406	203	570	309
ENSCPBG00000023219	3	9	5	9
ENSCPBG00000027367	2551	2638	1259	2573
ENSCPBG00000023223	1108	734	1259	655
ENSCPBG00000023224	12	7	15	4
ENSCPBG00000000334	483	417	385	429
ENSCPBG00000023225	116	115	103	133
ENSCPBG00000023227	29	20	38	24
ENSCPBG00000023228	1	3	1	5
ENSCPBG00000023229	84	87	46	94
ENSCPBG00000023232	5809	5128	5205	10290
ENSCPBG00000007450	51	67	73	172
ENSCPBG00000023236	823	779	901	6559
ENSCPBG00000028166	450	400	378	827
ENSCPBG00000023237	233	129	250	219
ENSCPBG00000023241	0	4	4	2
ENSCPBG00000023242	1056	897	1097	884
ENSCPBG00000020331	14	7	4	5
ENSCPBG00000023247	1330	1115	1186	1285
ENSCPBG00000023249	253	205	218	877
ENSCPBG00000014118	234	223	147	172
ENSCPBG00000023256	81	79	43	57
ENSCPBG00000012497	791	877	538	1669
ENSCPBG00000025089	145	108	75	62
ENSCPBG00000023827	29	25	56	33
ENSCPBG00000023258	213	153	183	112
ENSCPBG00000014884	1	4	1	15
ENSCPBG00000023261	3	2	2	0
ENSCPBG00000023269	543	437	595	270
ENSCPBG00000023270	261	203	207	363
ENSCPBG00000023271	552	507	456	1274
ENSCPBG00000006222	249	217	261	459
ENSCPBG00000023272	12	14	7	47
ENSCPBG00000023283	5	2	2	3
ENSCPBG00000013937	230	197	261	226
ENSCPBG00000023290	31	29	30	69
ENSCPBG00000023291	285	315	205	951
ENSCPBG00000023296	0	4	0	5
ENSCPBG00000023298	79	90	56	67
ENSCPBG00000023300	187	178	200	246
ENSCPBG00000023302	114	103	177	190
ENSCPBG00000023310	103	105	77	50
ENSCPBG00000023312	112	119	72	318
ENSCPBG00000027027	1511	1178	1644	1947
ENSCPBG00000001789	397	340	419	565
ENSCPBG00000022371	714	667	599	452
ENSCPBG00000023320	33	25	14	44
ENSCPBG00000007958	3	3	0	0
ENSCPBG00000023323	0	3	2	0
ENSCPBG00000023327	3	7	15	5
ENSCPBG00000023334	25	13	30	29
ENSCPBG00000023335	29	27	14	54
ENSCPBG00000020085	6926	6323	3039	5678
ENSCPBG00000023344	0	3	2	0
ENSCPBG00000023353	39	41	44	26
ENSCPBG00000023355	245	233	121	215
ENSCPBG00000023362	908	765	700	700
ENSCPBG00000026721	33	27	26	10
ENSCPBG00000001978	409	318	322	399
ENSCPBG00000023365	139	145	97	239
ENSCPBG00000027819	182	142	162	122
ENSCPBG00000023367	115	59	55	65
ENSCPBG00000010351	208	185	127	158
ENSCPBG00000023369	2565	1663	3327	1293
ENSCPBG00000023495	5	8	5	1
ENSCPBG00000021284	87	63	116	1016
ENSCPBG00000023371	4	1	1	11
ENSCPBG00000023961	3	9	6	8
ENSCPBG00000010935	45	26	58	63
ENSCPBG00000023373	43	35	36	29
ENSCPBG00000023374	31	27	42	36
ENSCPBG00000015200	106	84	159	20
ENSCPBG00000023381	17	7	13	26
ENSCPBG00000026688	515	496	313	511
ENSCPBG00000023382	12	12	21	19
ENSCPBG00000023386	15501	10943	20354	31022
ENSCPBG00000024729	0	2	5	7
ENSCPBG00000023389	409	278	334	115
ENSCPBG00000007930	35	21	11	30
ENSCPBG00000023390	340	338	197	149
ENSCPBG00000023395	194	185	172	140
ENSCPBG00000025305	338	178	314	295
ENSCPBG00000004515	3	0	1	2
ENSCPBG00000023396	4	2	0	0
ENSCPBG00000023397	2	0	3	0
ENSCPBG00000023402	1901	1789	1746	5579
ENSCPBG00000025795	701	647	387	767
ENSCPBG00000023404	45	62	50	23
ENSCPBG00000023408	156	104	135	149
ENSCPBG00000023413	20	17	18	41
ENSCPBG00000023415	586	646	465	465
ENSCPBG00000016061	2	2	1	3
ENSCPBG00000025072	2442	2614	2481	1747
ENSCPBG00000023418	235	223	203	146
ENSCPBG00000023420	2	2	9	0
ENSCPBG00000023427	109	97	108	82
ENSCPBG00000007702	65	52	65	47
ENSCPBG00000023430	337	275	456	612
ENSCPBG00000023435	101	109	60	119
ENSCPBG00000023438	11385	8618	14812	8361
ENSCPBG00000023439	10	10	5	8
ENSCPBG00000023443	504	468	309	533
ENSCPBG00000023444	484	413	350	251
ENSCPBG00000027031	4	9	3	6
ENSCPBG00000023456	2640	2115	2273	1606
ENSCPBG00000023461	0	3	1	3
ENSCPBG00000023463	381	366	440	173
ENSCPBG00000013217	1604	1290	1452	1062
ENSCPBG00000023464	245	197	323	176
ENSCPBG00000023465	42	31	30	62
ENSCPBG00000026305	33	34	16	98
ENSCPBG00000023468	40	20	31	38
ENSCPBG00000023469	1	3	7	10
ENSCPBG00000008550	524	435	385	370
ENSCPBG00000017593	120	82	107	179
ENSCPBG00000023472	1286	1404	1039	329
ENSCPBG00000023473	83	86	76	67
ENSCPBG00000023122	67	99	53	63
ENSCPBG00000023474	67	72	94	29
ENSCPBG00000011114	247	227	242	288
ENSCPBG00000023477	1536	1274	1335	1322
ENSCPBG00000021265	84	66	44	78
ENSCPBG00000023478	72	38	55	106
ENSCPBG00000023479	58	42	110	16
ENSCPBG00000008902	9	4	6	7
ENSCPBG00000025183	194	122	149	107
ENSCPBG00000023483	22	23	14	22
ENSCPBG00000027993	6	3	7	2
ENSCPBG00000026804	62	41	41	52
ENSCPBG00000021260	66	86	48	60
ENSCPBG00000023490	828	573	580	1890
ENSCPBG00000023493	2420	2109	3481	2136
ENSCPBG00000011788	693	493	686	605
ENSCPBG00000023497	0	0	5	3
ENSCPBG00000023500	457	339	501	475
ENSCPBG00000000708	980	916	1011	1311
ENSCPBG00000023507	56	43	28	36
ENSCPBG00000013249	380	351	232	328
ENSCPBG00000023518	1021	1014	939	509
ENSCPBG00000023524	573	480	540	652
ENSCPBG00000023527	123	144	82	112
ENSCPBG00000023531	1181	1019	1531	829
ENSCPBG00000023533	1709	1377	1187	2499
ENSCPBG00000023537	28	32	33	155
ENSCPBG00000020188	92	110	79	131
ENSCPBG00000004454	15	14	7	10
ENSCPBG00000023552	221	331	157	663
ENSCPBG00000023562	158	104	126	241
ENSCPBG00000021141	21	10	17	26
ENSCPBG00000023563	297	266	338	246
ENSCPBG00000023564	175	109	153	295
ENSCPBG00000002366	3376	3381	2484	2770
ENSCPBG00000023570	466	421	388	464
ENSCPBG00000023575	1	6	1	3
ENSCPBG00000023577	83	82	52	111
ENSCPBG00000026807	1214	1013	1193	9772
ENSCPBG00000023579	1288	1405	880	1406
ENSCPBG00000023580	3	3	0	1
ENSCPBG00000023583	384	434	208	437
ENSCPBG00000015494	219	224	232	168
ENSCPBG00000008679	1010	913	817	3302
ENSCPBG00000017986	13	8	5	25
ENSCPBG00000023585	1	5	3	6
ENSCPBG00000014937	227	182	163	246
ENSCPBG00000027791	387	342	330	366
ENSCPBG00000023597	435	517	287	655
ENSCPBG00000023606	53	34	31	4
ENSCPBG00000023607	1490	1334	969	1733
ENSCPBG00000023609	478	343	527	401
ENSCPBG00000023611	47	57	61	62
ENSCPBG00000023614	863	722	749	761
ENSCPBG00000023618	6	5	2	1
ENSCPBG00000003607	771	886	271	5359
ENSCPBG00000023622	858	872	651	2869
ENSCPBG00000008393	817	846	793	577
ENSCPBG00000023626	757	821	460	4228
ENSCPBG00000023627	7	0	7	5
ENSCPBG00000023630	1602	1627	873	1726
ENSCPBG00000021932	4	5	0	3
ENSCPBG00000023631	286	234	281	429
ENSCPBG00000020752	388	245	458	3227
ENSCPBG00000023640	698	486	839	228
ENSCPBG00000001728	55	34	28	47
ENSCPBG00000023645	2358	1603	2033	1494
ENSCPBG00000023646	104	119	71	231
ENSCPBG00000011891	3	2	1	513
ENSCPBG00000023647	292	215	321	104
ENSCPBG00000016725	1430	1471	1665	64629
ENSCPBG00000023649	21	17	13	8
ENSCPBG00000020447	1737	1153	988	4206
ENSCPBG00000023655	39	37	40	35
ENSCPBG00000015522	5259	6435	3940	1164
ENSCPBG00000024799	250	228	168	341
ENSCPBG00000022589	5	2	1	2
ENSCPBG00000023660	24	28	15	20
ENSCPBG00000023661	2	2	0	0
ENSCPBG00000023664	439	291	451	387
ENSCPBG00000023668	22	30	10	19
ENSCPBG00000023671	1	3	1	7
ENSCPBG00000024491	492	595	398	851
ENSCPBG00000023678	18	22	24	9
ENSCPBG00000001189	636	604	466	684
ENSCPBG00000027560	108	110	105	490
ENSCPBG00000023681	2915	2464	3128	1042
ENSCPBG00000023682	11	11	15	85
ENSCPBG00000016520	2	2	6	6
ENSCPBG00000023684	993	747	893	1292
ENSCPBG00000026033	11	9	9	32
ENSCPBG00000023685	184	152	161	138
ENSCPBG00000025845	2	5	1	7
ENSCPBG00000010707	83	81	94	69
ENSCPBG00000023687	34	25	46	115
ENSCPBG00000023695	136	206	134	217
ENSCPBG00000014766	214	140	300	231
ENSCPBG00000023703	17	16	7	12
ENSCPBG00000023705	60	69	62	66
ENSCPBG00000023708	70	83	66	111
ENSCPBG00000021046	52	33	118	16
ENSCPBG00000008390	344	342	191	477
ENSCPBG00000023732	6	6	7	36
ENSCPBG00000023753	124	143	68	45
ENSCPBG00000023757	336	337	209	302
ENSCPBG00000023760	123	142	66	51
ENSCPBG00000023769	554	459	350	458
ENSCPBG00000023770	1052	967	633	646
ENSCPBG00000023772	23	12	10	15
ENSCPBG00000023777	1254	1160	684	991
ENSCPBG00000023781	869	866	527	1058
ENSCPBG00000026211	1426	1485	1082	1965
ENSCPBG00000023791	17	16	5	6
ENSCPBG00000015942	289	212	253	288
ENSCPBG00000023793	711	766	490	1333
ENSCPBG00000023794	11	15	28	21
ENSCPBG00000000469	1639	2130	1687	2633
ENSCPBG00000006012	0	0	2	7
ENSCPBG00000023808	1200	1130	1044	967
ENSCPBG00000023813	77	75	137	44
ENSCPBG00000023818	826	770	523	809
ENSCPBG00000023829	24	15	23	21
ENSCPBG00000023840	759	603	834	635
ENSCPBG00000023849	2	0	1	7
ENSCPBG00000023852	12	11	3	4
ENSCPBG00000023856	700	589	357	1221
ENSCPBG00000023692	1030	726	979	1328
ENSCPBG00000023858	32	20	19	60
ENSCPBG00000023859	1983	1556	1940	2048
ENSCPBG00000022919	813	778	602	1138
ENSCPBG00000023860	31	30	38	23
ENSCPBG00000010756	36	25	16	53
ENSCPBG00000019237	285	222	207	210
ENSCPBG00000023863	0	2	2	0
ENSCPBG00000023865	5	3	0	1
ENSCPBG00000023866	315	293	315	217
ENSCPBG00000023871	4506	3778	5154	4972
ENSCPBG00000023872	84	54	68	108
ENSCPBG00000020813	148	190	190	186
ENSCPBG00000023882	1	4	3	73
ENSCPBG00000023888	138	130	116	230
ENSCPBG00000023890	123	72	73	69
ENSCPBG00000023892	1373	1167	838	784
ENSCPBG00000020869	621	519	595	508
ENSCPBG00000023965	703	675	698	834
ENSCPBG00000023893	2	3	5	1228
ENSCPBG00000006629	9	1	9	10
ENSCPBG00000023900	102	71	109	65
ENSCPBG00000023902	235	287	296	212
ENSCPBG00000024652	33	31	24	337
ENSCPBG00000017929	431	284	331	378
ENSCPBG00000023904	8	0	2	1
ENSCPBG00000003704	185	154	158	424
ENSCPBG00000022994	266	216	119	81
ENSCPBG00000023905	409	414	348	325
ENSCPBG00000013900	32	35	27	80
ENSCPBG00000023908	262	131	290	61
ENSCPBG00000023912	533	333	567	297
ENSCPBG00000008486	3	5	3	11
ENSCPBG00000023916	4142	3422	5071	6402
ENSCPBG00000023933	2	3	2	3
ENSCPBG00000024115	933	843	633	440
ENSCPBG00000023940	611	551	603	617
ENSCPBG00000023941	733	710	944	11021
ENSCPBG00000023945	109	104	81	88
