	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000023480	1181	590	1089	367
ENSCPBG00000018088	1005	522	942	634
ENSCPBG00000018094	4269	1795	3274	1780
ENSCPBG00000018258	1289	595	1160	279
ENSCPBG00000018379	1	4	3	2
ENSCPBG00000018099	7	12	9	8
ENSCPBG00000018105	336	148	360	61
ENSCPBG00000018106	339	203	369	179
ENSCPBG00000018110	483	177	429	81
ENSCPBG00000004925	3941	1515	3970	1850
ENSCPBG00000022587	2408	769	2173	1700
ENSCPBG00000018111	1270	689	1369	706
ENSCPBG00000022980	25116	11103	25126	385
ENSCPBG00000023409	70	38	85	16
ENSCPBG00000008695	133	38	105	257
ENSCPBG00000027578	71	27	67	24
ENSCPBG00000018118	4	0	6	5
ENSCPBG00000001227	3018	1048	2368	729
ENSCPBG00000026078	8289	3821	6730	5227
ENSCPBG00000018127	9241	4746	9281	5649
ENSCPBG00000018132	3380	1567	3128	1016
ENSCPBG00000025524	1969	761	1605	632
ENSCPBG00000018134	310	146	168	39
ENSCPBG00000018135	5808	2792	3707	37
ENSCPBG00000017192	233	112	163	72
ENSCPBG00000018136	2	0	2	0
ENSCPBG00000018137	141	26	163	35
ENSCPBG00000022145	137	62	159	65
ENSCPBG00000018139	309	126	197	173
ENSCPBG00000018143	297	124	203	96
ENSCPBG00000022855	658	218	620	204
ENSCPBG00000026255	1099	438	849	438
ENSCPBG00000018147	927	432	752	280
ENSCPBG00000019471	75	28	65	0
ENSCPBG00000018696	3740	1462	3556	1137
ENSCPBG00000027283	111	43	81	64
ENSCPBG00000021684	432	171	519	178
ENSCPBG00000017216	178	67	168	84
ENSCPBG00000018154	973	518	1105	175
ENSCPBG00000003897	435	132	331	131
ENSCPBG00000018755	555	229	562	168
ENSCPBG00000007962	2101	994	1800	511
ENSCPBG00000018155	605	290	616	322
ENSCPBG00000020322	157	69	93	99
ENSCPBG00000027898	1168	383	1010	270
ENSCPBG00000006664	1057	496	1048	89
ENSCPBG00000003407	317	99	297	106
ENSCPBG00000018157	1882	845	1633	1048
ENSCPBG00000018158	241	110	218	100
ENSCPBG00000012695	595	230	560	369
ENSCPBG00000024494	1870	670	2002	639
ENSCPBG00000018161	3558	1476	3276	922
ENSCPBG00000018166	34	28	30	34
ENSCPBG00000019756	6711	2693	6153	1127
ENSCPBG00000015062	32	8	21	33
ENSCPBG00000018172	2265	1095	1987	57
ENSCPBG00000018177	31	11	34	8
ENSCPBG00000018178	1352	490	1409	613
ENSCPBG00000018179	3318	1643	2581	2257
ENSCPBG00000018181	97	42	71	32
ENSCPBG00000010332	4	6	10	7
ENSCPBG00000002962	778	402	725	529
ENSCPBG00000018182	137	83	160	201
ENSCPBG00000018183	867	326	708	206
ENSCPBG00000027381	654	222	543	282
ENSCPBG00000013497	121	47	164	14
ENSCPBG00000018196	450	159	361	62
ENSCPBG00000017875	832	271	822	220
ENSCPBG00000018197	197	61	101	52
ENSCPBG00000010679	167	81	154	53
ENSCPBG00000017105	239	96	222	67
ENSCPBG00000018198	3	0	0	2
ENSCPBG00000024852	265	103	299	105
ENSCPBG00000007169	2	1	4	0
ENSCPBG00000018201	17	19	38	74
ENSCPBG00000025350	139	46	149	45
ENSCPBG00000018203	639	263	644	138
ENSCPBG00000018204	3347	1494	3198	1443
ENSCPBG00000016689	2492	1205	2137	1882
ENSCPBG00000018205	21	11	13	2
ENSCPBG00000023299	16	4	24	44
ENSCPBG00000018207	643	256	617	244
ENSCPBG00000005705	242	75	300	308
ENSCPBG00000010259	34	20	31	14
ENSCPBG00000018210	2375	1064	2418	754
ENSCPBG00000018212	1152	433	954	193
ENSCPBG00000011644	223	118	320	419
ENSCPBG00000018215	1216	471	1060	716
ENSCPBG00000018217	201	67	242	102
ENSCPBG00000018218	8	6	17	6
ENSCPBG00000013048	285	116	266	83
ENSCPBG00000026598	20	14	11	8
ENSCPBG00000018224	1070	336	1230	1479
ENSCPBG00000018232	642	299	813	183
ENSCPBG00000006973	23404	9778	17170	16573
ENSCPBG00000014399	172	96	188	4
ENSCPBG00000018237	3922	1686	3442	1326
ENSCPBG00000013244	346	180	384	155
ENSCPBG00000018240	611	191	616	314
ENSCPBG00000018241	883	385	878	429
ENSCPBG00000018243	379	136	330	130
ENSCPBG00000018244	139	59	152	52
ENSCPBG00000018246	77	27	51	13
ENSCPBG00000017925	1132	480	936	454
ENSCPBG00000018247	660	274	582	354
ENSCPBG00000018248	8	8	12	1
ENSCPBG00000018251	24938	11667	18749	15797
ENSCPBG00000018807	629	326	603	561
ENSCPBG00000018486	138	61	99	115
ENSCPBG00000018252	4925	1979	4231	2337
ENSCPBG00000008450	138	57	156	32
ENSCPBG00000025005	30	3	51	11
ENSCPBG00000012387	2249	1053	2270	1271
ENSCPBG00000025596	22	9	19	6
ENSCPBG00000007661	1	2	1	3
ENSCPBG00000018259	147	54	107	34
ENSCPBG00000018261	413	203	295	9
ENSCPBG00000022411	226	101	285	105
ENSCPBG00000018264	20	7	20	1
ENSCPBG00000018266	1347	576	1370	266
ENSCPBG00000004919	1121	464	914	202
ENSCPBG00000018268	25	10	16	25
ENSCPBG00000020745	5534	2950	4980	108
ENSCPBG00000018269	192	94	177	2
ENSCPBG00000022409	156	112	186	110
ENSCPBG00000019258	2935	1055	2849	1461
ENSCPBG00000020414	2107	878	1934	1121
ENSCPBG00000018272	174	79	199	114
ENSCPBG00000018276	21	7	29	1
ENSCPBG00000020476	416	180	355	211
ENSCPBG00000018278	1497	540	1229	166
ENSCPBG00000023701	26	3	12	7
ENSCPBG00000018280	2329	910	2522	718
ENSCPBG00000022651	16	4	9	7
ENSCPBG00000018281	9	4	7	2
ENSCPBG00000026149	100	63	113	100
ENSCPBG00000007003	39	10	17	17
ENSCPBG00000018283	1027	463	910	1161
ENSCPBG00000026791	16	4	14	6
ENSCPBG00000018291	1622	677	1291	538
ENSCPBG00000008778	4	3	2	2
ENSCPBG00000015895	3	1	7	0
ENSCPBG00000026643	113	38	136	36
ENSCPBG00000018302	96	37	77	218
ENSCPBG00000026357	44	9	29	15
ENSCPBG00000018395	1101	462	877	177
ENSCPBG00000013885	1879	694	2161	406
ENSCPBG00000023058	1383	635	1653	563
ENSCPBG00000018318	2792	1131	2414	980
ENSCPBG00000027803	200	96	188	118
ENSCPBG00000018322	9	2	3	3
ENSCPBG00000003944	12	4	8	1
ENSCPBG00000018328	82	39	88	48
ENSCPBG00000018329	4581	1715	4232	1066
ENSCPBG00000018910	1416	657	1197	544
ENSCPBG00000019042	622	354	825	302
ENSCPBG00000018330	932	436	804	386
ENSCPBG00000021442	15	1	12	4
ENSCPBG00000013147	100	44	71	27
ENSCPBG00000018334	82	20	98	30
ENSCPBG00000018339	861	371	955	247
ENSCPBG00000006987	728	314	788	302
ENSCPBG00000018340	284	112	243	126
ENSCPBG00000018341	159	79	188	14
ENSCPBG00000018343	784	325	642	368
ENSCPBG00000007744	41	17	50	18
ENSCPBG00000018351	58	32	56	28
ENSCPBG00000018353	358	211	387	308
ENSCPBG00000012000	3	2	1	0
ENSCPBG00000002579	13673	5753	12614	434
ENSCPBG00000018357	0	3	8	5
ENSCPBG00000025120	4	1	2	5
ENSCPBG00000018362	1778	701	1409	1003
ENSCPBG00000018364	1781	588	1701	360
ENSCPBG00000018365	684	291	585	40
ENSCPBG00000018369	315	106	230	112
ENSCPBG00000018373	457	237	447	170
ENSCPBG00000023235	2138	942	1813	659
ENSCPBG00000022920	1	3	4	5
ENSCPBG00000021229	35	18	31	6
ENSCPBG00000018383	13	2	12	6
ENSCPBG00000018393	8	8	11	5
ENSCPBG00000010174	714	177	584	171
ENSCPBG00000018394	14	2	2	0
ENSCPBG00000014220	97	43	147	33
ENSCPBG00000020211	37	14	42	17
ENSCPBG00000022598	1014	409	1072	208
ENSCPBG00000023628	1010	416	1105	139
ENSCPBG00000001632	3697	1928	3991	857
ENSCPBG00000018396	6	1	3	0
ENSCPBG00000018400	5370	2008	3767	2900
ENSCPBG00000018404	17	4	16	9
ENSCPBG00000018406	918	278	822	361
ENSCPBG00000018407	120	50	109	24
ENSCPBG00000021780	14	9	22	5
ENSCPBG00000028240	2	1	3	1
ENSCPBG00000000179	785	302	711	211
ENSCPBG00000018408	1755	745	1675	1150
ENSCPBG00000018410	371	136	366	118
ENSCPBG00000018418	134	52	138	11
ENSCPBG00000018419	3	1	1	14
ENSCPBG00000018421	427	172	442	137
ENSCPBG00000018430	7411	2764	9643	1227
ENSCPBG00000018432	297	173	376	92
ENSCPBG00000000232	175	83	204	0
ENSCPBG00000004333	157	49	179	74
ENSCPBG00000011826	211	69	215	40
ENSCPBG00000021776	10315	3852	8360	2770
ENSCPBG00000018443	772	350	792	211
ENSCPBG00000014148	33	7	36	13
ENSCPBG00000018445	923	277	885	320
ENSCPBG00000018446	833	345	718	243
ENSCPBG00000018448	557	294	526	165
ENSCPBG00000005040	547	242	681	20
ENSCPBG00000018449	413	138	357	305
ENSCPBG00000020478	287	129	263	99
ENSCPBG00000001886	929	359	980	271
ENSCPBG00000020549	1572	741	1416	652
ENSCPBG00000025831	12294	5400	10791	1740
ENSCPBG00000018452	215	70	264	93
ENSCPBG00000020667	2574	1037	1736	435
ENSCPBG00000017164	19	3	13	9
ENSCPBG00000018453	5	1	5	33
ENSCPBG00000022746	179	75	168	35
ENSCPBG00000018456	3870	1989	3541	1877
ENSCPBG00000001979	368	148	348	123
ENSCPBG00000018457	5	1	2	1
ENSCPBG00000023792	451	128	577	90
ENSCPBG00000018458	2	0	4	0
ENSCPBG00000015343	2411	972	2430	87
ENSCPBG00000018460	74	21	53	51
ENSCPBG00000000352	84	33	81	24
ENSCPBG00000018466	137	49	137	72
ENSCPBG00000017239	5	2	5	2
ENSCPBG00000018467	594	244	658	203
ENSCPBG00000022953	67	21	92	18
ENSCPBG00000011672	178	112	216	83
ENSCPBG00000018468	768	302	625	158
ENSCPBG00000018470	145	66	156	45
ENSCPBG00000023761	3545	1332	3196	660
ENSCPBG00000018478	3372	1321	2669	723
ENSCPBG00000018484	14	10	27	7
ENSCPBG00000025838	8475	3072	6366	666
ENSCPBG00000012425	575	216	542	397
ENSCPBG00000018490	1657	642	1350	594
ENSCPBG00000018491	249	109	217	186
ENSCPBG00000006460	1153	430	1040	356
ENSCPBG00000021539	166	87	141	117
ENSCPBG00000018494	212	70	184	107
ENSCPBG00000024457	64	19	41	43
ENSCPBG00000018497	85	28	103	21
ENSCPBG00000018498	3960	1883	3577	3563
ENSCPBG00000003631	11	6	12	62
ENSCPBG00000026509	3	0	2	0
ENSCPBG00000015595	2	1	2	21
ENSCPBG00000018503	343	197	343	1
ENSCPBG00000018507	1496	604	1267	571
ENSCPBG00000003068	53	15	46	71
ENSCPBG00000025764	712	362	698	113
ENSCPBG00000002066	3923	1718	3709	125
ENSCPBG00000022362	2431	1225	2690	1634
ENSCPBG00000018516	136	61	132	75
ENSCPBG00000018517	8512	3595	7442	1147
ENSCPBG00000023440	4114	1930	3391	1473
ENSCPBG00000023572	614	232	569	198
ENSCPBG00000018518	9	3	7	6
ENSCPBG00000004972	9	3	8	6
ENSCPBG00000018519	31	8	20	6
ENSCPBG00000018521	413	156	460	238
ENSCPBG00000018522	1759	746	1768	584
ENSCPBG00000018523	33	20	46	30
ENSCPBG00000013464	48	6	41	13
ENSCPBG00000026350	642	375	840	535
ENSCPBG00000018524	47	27	38	44
ENSCPBG00000027332	1	5	2	3
ENSCPBG00000018526	112	50	91	16
ENSCPBG00000016651	1095	447	1187	150
ENSCPBG00000021834	304	162	286	69
ENSCPBG00000018857	13	1	2	7
ENSCPBG00000025219	1591	615	1042	888
ENSCPBG00000018529	626	267	790	93
ENSCPBG00000018530	6207	2520	6086	2471
ENSCPBG00000018531	3618	1617	3698	1909
ENSCPBG00000018534	71	13	40	4
ENSCPBG00000025423	8760	4142	5577	581
ENSCPBG00000018535	579	280	506	92
ENSCPBG00000018536	27	21	47	14
ENSCPBG00000018541	1970	583	2003	1125
ENSCPBG00000024166	690	286	617	355
ENSCPBG00000018544	2857	1183	2591	457
ENSCPBG00000018549	4	5	9	7
ENSCPBG00000018556	118	45	97	51
ENSCPBG00000009538	5073	2094	5767	1624
ENSCPBG00000018558	501	212	562	227
ENSCPBG00000018560	6123	3138	7123	1482
ENSCPBG00000001443	7	0	0	2
ENSCPBG00000018568	4	0	3	0
ENSCPBG00000019430	3	3	6	3
ENSCPBG00000017555	24	16	22	12
ENSCPBG00000018574	63	34	47	14
ENSCPBG00000025043	11	1	7	4
ENSCPBG00000018575	1862	556	1921	368
ENSCPBG00000020475	272	94	256	86
ENSCPBG00000023629	5	0	8	0
ENSCPBG00000024164	215	93	175	143
ENSCPBG00000024769	736	289	788	142
ENSCPBG00000018583	528	386	466	612
ENSCPBG00000018391	536	232	561	208
ENSCPBG00000018584	15	8	14	1
ENSCPBG00000025876	15829	6342	14186	14260
ENSCPBG00000018587	4	0	3	0
ENSCPBG00000018588	107	79	133	21
ENSCPBG00000018590	10	3	10	0
ENSCPBG00000018592	27	18	26	6
ENSCPBG00000018593	101	40	65	16
ENSCPBG00000018597	16	14	13	1
ENSCPBG00000024054	44	16	24	35
ENSCPBG00000001077	2	2	5	6
ENSCPBG00000005566	541	180	461	149
ENSCPBG00000018603	63	31	41	1
ENSCPBG00000024655	3504	1658	3159	101
ENSCPBG00000021145	2453	1061	1967	568
ENSCPBG00000018608	68	37	97	11
ENSCPBG00000018609	61	16	55	30
ENSCPBG00000018613	16	8	12	1
ENSCPBG00000026093	1	0	2	4
ENSCPBG00000018629	1286	760	1483	605
ENSCPBG00000005034	48	12	45	16
ENSCPBG00000007691	603	248	883	299
ENSCPBG00000018633	621	231	628	272
ENSCPBG00000018635	5	0	2	1
ENSCPBG00000005861	2	1	9	0
ENSCPBG00000006928	2	0	3	3
ENSCPBG00000018638	4	0	3	0
ENSCPBG00000018645	612	295	551	528
ENSCPBG00000002678	10	1	4	2
ENSCPBG00000019786	2	0	2	0
ENSCPBG00000009195	1070	426	1055	484
ENSCPBG00000019909	5	3	14	0
ENSCPBG00000018647	20	12	13	192
ENSCPBG00000018648	3	2	2	1
ENSCPBG00000018649	266	103	277	14
ENSCPBG00000012873	3	2	0	4
ENSCPBG00000018654	2	2	1	0
ENSCPBG00000016074	535	231	669	35
ENSCPBG00000018659	721	249	567	288
ENSCPBG00000005336	583	270	468	96
ENSCPBG00000005975	4	2	5	0
ENSCPBG00000023065	1423	615	1290	606
ENSCPBG00000018663	5460	2323	4600	1986
ENSCPBG00000018671	2	3	4	5
ENSCPBG00000018678	861	329	1032	3
ENSCPBG00000018680	3156	1509	2666	428
ENSCPBG00000026938	1022	437	877	446
ENSCPBG00000003921	1118	454	1015	211
ENSCPBG00000003171	116	60	135	42
ENSCPBG00000018687	0	0	3	2
ENSCPBG00000018689	10	7	7	25
ENSCPBG00000021863	36734	14568	30105	16959
ENSCPBG00000019920	36897	13237	30060	6982
ENSCPBG00000026846	1273	471	1076	413
ENSCPBG00000027365	182	66	153	8
ENSCPBG00000018998	68	14	35	65
ENSCPBG00000018702	5	0	3	0
ENSCPBG00000019367	2	4	2	5
ENSCPBG00000018704	20	13	21	26
ENSCPBG00000003246	414	173	431	270
ENSCPBG00000015286	1627	774	1415	950
ENSCPBG00000008628	172	82	191	6
ENSCPBG00000025067	47	18	73	36
ENSCPBG00000018709	1467	601	1248	878
ENSCPBG00000024897	39634	17919	35747	17881
ENSCPBG00000014780	112	55	113	56
ENSCPBG00000018719	11325	5404	11583	3902
ENSCPBG00000026705	180	106	165	135
ENSCPBG00000018727	1545	672	1359	1195
ENSCPBG00000018735	11	6	15	0
ENSCPBG00000021952	1433	625	1283	239
ENSCPBG00000020301	98	29	41	60
ENSCPBG00000018742	298	147	283	209
ENSCPBG00000017187	252	144	267	43
ENSCPBG00000020921	343	137	308	101
ENSCPBG00000027784	3	0	2	0
ENSCPBG00000018757	9	5	9	2
ENSCPBG00000023405	2276	963	1717	643
ENSCPBG00000006096	636	313	710	181
ENSCPBG00000018765	1080	457	1169	521
ENSCPBG00000016819	52	10	44	13
ENSCPBG00000005658	146	74	184	175
ENSCPBG00000018792	5790	2561	4745	3338
ENSCPBG00000017822	111	67	81	0
ENSCPBG00000018793	4	1	3	2
ENSCPBG00000003735	4	2	4	1
ENSCPBG00000018796	520	218	516	91
ENSCPBG00000009826	4000	1608	3350	1258
ENSCPBG00000020032	635	279	528	476
ENSCPBG00000005778	621	271	525	304
ENSCPBG00000018808	1579	662	1894	369
ENSCPBG00000023919	3	2	0	34
ENSCPBG00000018810	84	64	146	100
ENSCPBG00000007311	238	116	224	120
ENSCPBG00000000387	6	1	6	5
ENSCPBG00000018822	1000	400	698	468
ENSCPBG00000021004	24	5	22	21
ENSCPBG00000011131	13	8	12	0
ENSCPBG00000007592	858	424	827	108
ENSCPBG00000018829	58	18	47	4
ENSCPBG00000020538	267	135	279	96
ENSCPBG00000018836	602	225	418	125
ENSCPBG00000018840	2	0	3	0
ENSCPBG00000018843	2528	536	1976	931
ENSCPBG00000025369	30	14	51	4
ENSCPBG00000026344	70	28	57	94
ENSCPBG00000005837	315	136	308	154
ENSCPBG00000018852	47	22	45	24
ENSCPBG00000004899	1906	747	1794	471
ENSCPBG00000018858	8283	3940	7328	1563
ENSCPBG00000018859	5	6	1	3
ENSCPBG00000022124	1097	490	925	524
ENSCPBG00000017599	11568	4939	9361	8710
ENSCPBG00000002960	20	15	23	17
ENSCPBG00000018875	243	145	239	1352
ENSCPBG00000010605	759	300	630	139
ENSCPBG00000018876	559	239	427	324
ENSCPBG00000019811	39	12	36	7
ENSCPBG00000018879	2305	1033	2076	775
ENSCPBG00000023174	2169	957	1827	1299
ENSCPBG00000017665	20	17	31	17
ENSCPBG00000008908	2288	710	2520	724
ENSCPBG00000021637	11	3	10	2
ENSCPBG00000018889	1606	617	1449	306
ENSCPBG00000018890	660	242	607	197
ENSCPBG00000018894	5142	2183	4362	1167
ENSCPBG00000018898	6	2	7	1
ENSCPBG00000019066	228	72	191	45
ENSCPBG00000018905	139	64	136	88
ENSCPBG00000018907	406	156	336	328
ENSCPBG00000018911	709	277	563	388
ENSCPBG00000019537	962	629	1207	183
ENSCPBG00000003168	523	210	498	179
ENSCPBG00000018918	434	223	343	14
ENSCPBG00000018919	4331	1818	3642	2079
ENSCPBG00000023378	4	4	5	2
ENSCPBG00000018924	15	9	8	54
ENSCPBG00000018929	2187	1006	2051	827
ENSCPBG00000018933	8174	3618	6719	1280
ENSCPBG00000022318	1806	785	1434	391
ENSCPBG00000013208	1452	536	1423	635
ENSCPBG00000023173	324	136	337	86
ENSCPBG00000018936	90	51	97	124
ENSCPBG00000018938	1010	493	719	557
ENSCPBG00000020626	406	172	299	258
ENSCPBG00000018941	745	339	595	242
ENSCPBG00000021409	9	0	11	17
ENSCPBG00000023372	4927	1924	4392	1142
ENSCPBG00000009911	1	0	2	7
ENSCPBG00000012479	213	129	198	218
ENSCPBG00000018946	238	105	245	85
ENSCPBG00000019671	1383	625	1310	603
ENSCPBG00000015249	124	44	116	78
ENSCPBG00000018953	6465	2723	6097	1416
ENSCPBG00000018955	604	293	791	443
ENSCPBG00000004521	937	390	703	641
ENSCPBG00000018964	4	3	8	4
ENSCPBG00000006651	177	63	155	86
ENSCPBG00000023963	994	453	803	264
ENSCPBG00000018968	117	51	139	8
ENSCPBG00000007050	1012	402	1002	394
ENSCPBG00000018974	1438	621	1223	537
ENSCPBG00000001038	1084	482	909	627
ENSCPBG00000018975	153	58	143	39
ENSCPBG00000018976	1969	859	1841	356
ENSCPBG00000009420	22	8	40	20
ENSCPBG00000002101	356	124	333	202
ENSCPBG00000018993	140	57	87	62
ENSCPBG00000023688	171	70	155	89
ENSCPBG00000024675	28121	12601	22567	23989
ENSCPBG00000018980	11	8	16	25
ENSCPBG00000024682	6	0	14	28
ENSCPBG00000019186	1766	567	1485	357
ENSCPBG00000018983	179	83	192	0
ENSCPBG00000018991	48	23	45	34
ENSCPBG00000026358	5753	2752	5886	2586
ENSCPBG00000018995	2977	1382	2533	1305
ENSCPBG00000018996	424	154	396	143
ENSCPBG00000000968	39	14	27	13
ENSCPBG00000019685	12	2	12	5
ENSCPBG00000010721	2005	780	1672	815
ENSCPBG00000019001	74	28	63	12
ENSCPBG00000026750	1816	879	1557	62
ENSCPBG00000019007	128	60	123	420
ENSCPBG00000019008	122	50	116	72
ENSCPBG00000019016	341	100	385	6
ENSCPBG00000019024	4	0	0	2
ENSCPBG00000019025	959	319	911	282
ENSCPBG00000024565	1	2	3	3
ENSCPBG00000019028	9	7	10	14
ENSCPBG00000019032	63	22	53	60
ENSCPBG00000019033	136	55	121	35
ENSCPBG00000012729	439	160	434	86
ENSCPBG00000021256	1766	779	1526	436
ENSCPBG00000019036	13941	5984	10702	11221
ENSCPBG00000019040	724	310	297	638
ENSCPBG00000019046	371	165	253	113
ENSCPBG00000019050	583	329	632	322
ENSCPBG00000019054	165	103	253	114
ENSCPBG00000024240	21	5	23	0
ENSCPBG00000019055	553	202	504	106
ENSCPBG00000019058	12	3	4	4
ENSCPBG00000019060	371	89	310	68
ENSCPBG00000019062	116	47	103	53
ENSCPBG00000019064	2	1	6	12
ENSCPBG00000001467	27644	11474	21999	12790
ENSCPBG00000019069	702	285	605	156
ENSCPBG00000004298	634	298	596	106
ENSCPBG00000020446	279	115	356	10
ENSCPBG00000007280	396	220	489	118
ENSCPBG00000019072	7687	3244	7280	1334
ENSCPBG00000019077	8	4	1	0
ENSCPBG00000021948	44	34	44	21
ENSCPBG00000019087	1175	439	1139	359
ENSCPBG00000023571	2305	897	1728	859
ENSCPBG00000019095	98	56	112	44
ENSCPBG00000019096	74	39	150	22
ENSCPBG00000019099	15	5	16	5
ENSCPBG00000019103	1403	626	937	883
ENSCPBG00000007588	711	309	554	356
ENSCPBG00000020623	2153	644	1818	399
ENSCPBG00000019104	96	31	95	30
ENSCPBG00000003645	3	1	3	2
ENSCPBG00000019105	1429	735	1529	519
ENSCPBG00000007359	56	27	73	9
ENSCPBG00000002891	42702	18083	36974	7405
ENSCPBG00000019112	582	197	468	66
ENSCPBG00000023048	95	30	102	9
ENSCPBG00000019117	404	209	349	16
ENSCPBG00000019597	422	181	303	23
ENSCPBG00000019118	48	32	77	5
ENSCPBG00000013754	145	57	116	56
ENSCPBG00000022564	468	185	458	339
ENSCPBG00000019125	79	37	56	21
ENSCPBG00000019127	339	141	428	123
ENSCPBG00000019129	6	3	8	2
ENSCPBG00000019130	132	60	157	98
ENSCPBG00000020743	1217	458	933	443
ENSCPBG00000019132	897	348	791	317
ENSCPBG00000019135	494	223	523	294
ENSCPBG00000019136	1880	813	1549	684
ENSCPBG00000025555	6655	2601	6607	1999
ENSCPBG00000027195	54	26	56	201
ENSCPBG00000019145	15	5	17	11
ENSCPBG00000019148	55	23	73	47
ENSCPBG00000021853	313	142	140	151
ENSCPBG00000019149	125	41	113	85
ENSCPBG00000019150	24	9	26	28
ENSCPBG00000004075	3409	1447	2796	635
ENSCPBG00000019151	10	1	5	0
ENSCPBG00000019153	614	352	769	225
ENSCPBG00000027435	27284	10326	24231	3268
ENSCPBG00000019167	663	277	470	150
ENSCPBG00000019172	560	300	640	454
ENSCPBG00000019176	675	217	580	170
ENSCPBG00000007854	3496	1527	3672	1238
ENSCPBG00000022047	125	40	106	12
ENSCPBG00000019177	80	66	100	118
ENSCPBG00000022922	811	334	551	465
ENSCPBG00000024393	31	17	39	14
ENSCPBG00000019187	441	160	411	244
ENSCPBG00000008925	226	105	152	1
ENSCPBG00000019190	293	100	178	10
ENSCPBG00000019197	11	6	23	7
ENSCPBG00000019199	902	390	836	331
ENSCPBG00000008078	723	322	613	221
ENSCPBG00000022148	20	5	16	15
ENSCPBG00000019208	2941	1179	2595	1015
ENSCPBG00000019211	2421	1374	2471	437
ENSCPBG00000019213	382	164	502	136
ENSCPBG00000019214	630	329	548	316
ENSCPBG00000019222	76	24	61	33
ENSCPBG00000019223	66	17	84	67
ENSCPBG00000023936	896	473	713	113
ENSCPBG00000004127	4	3	3	1
ENSCPBG00000019229	179	32	172	127
ENSCPBG00000019230	73	28	68	52
ENSCPBG00000019232	104	50	79	30
ENSCPBG00000019238	73	17	64	12
ENSCPBG00000019239	326	119	505	11
ENSCPBG00000019242	1396	617	1361	160
ENSCPBG00000019243	1866	539	1906	551
ENSCPBG00000006626	1026	366	967	173
ENSCPBG00000019247	201	59	158	32
ENSCPBG00000019248	6032	2366	5411	2129
ENSCPBG00000019249	21	10	31	6
ENSCPBG00000024756	174	68	133	730
ENSCPBG00000019251	1649	642	2408	696
ENSCPBG00000019255	1670	734	1367	2122
ENSCPBG00000019256	337	182	347	140
ENSCPBG00000010770	1133	684	1277	548
ENSCPBG00000008241	10572	4769	8955	562
ENSCPBG00000014428	14	5	8	7
ENSCPBG00000024453	1454	692	1423	19
ENSCPBG00000024293	194	77	246	66
ENSCPBG00000019260	1181	491	1146	449
ENSCPBG00000019261	535	218	526	170
ENSCPBG00000019263	2962	1188	2558	778
ENSCPBG00000019269	146	48	164	28
ENSCPBG00000024248	2	0	2	4
ENSCPBG00000020756	11553	5221	8369	869
ENSCPBG00000010153	1723	701	1380	361
ENSCPBG00000019270	4286	1769	4031	877
ENSCPBG00000019273	45	14	38	10
ENSCPBG00000019275	6	1	6	3
ENSCPBG00000018325	18	12	53	9
ENSCPBG00000022916	4306	1326	3243	593
ENSCPBG00000012586	1435	691	1272	1158
ENSCPBG00000019282	4496	2187	3657	1941
ENSCPBG00000019283	3144	1361	2507	1821
ENSCPBG00000019285	10079	4529	7393	8391
ENSCPBG00000019287	2568	1214	2075	1723
ENSCPBG00000019290	59	22	30	11
ENSCPBG00000019291	503	198	470	184
ENSCPBG00000019304	12	3	10	0
ENSCPBG00000019315	2174	789	1753	554
ENSCPBG00000019317	998	283	1009	319
ENSCPBG00000023775	2109	707	2846	193
ENSCPBG00000024279	2221	867	1793	694
ENSCPBG00000018691	9	2	6	2
ENSCPBG00000019329	182	84	202	118
ENSCPBG00000019331	91	35	139	24
ENSCPBG00000019886	3	1	4	1
ENSCPBG00000007198	1150	440	1362	75
ENSCPBG00000019336	70	33	68	272
ENSCPBG00000019337	1065	542	1112	506
ENSCPBG00000019342	32	8	9	2
ENSCPBG00000008751	25	12	25	12
ENSCPBG00000020771	857	335	761	442
ENSCPBG00000019351	694	345	676	623
ENSCPBG00000007784	688	190	650	203
ENSCPBG00000017414	211	75	252	83
ENSCPBG00000019327	749	356	682	159
ENSCPBG00000019359	9647	3970	6998	7423
ENSCPBG00000004458	18895	8706	14601	17588
ENSCPBG00000019360	892	318	971	237
ENSCPBG00000019364	1359	423	1297	445
ENSCPBG00000007103	144	60	161	97
ENSCPBG00000019368	5	6	7	3
ENSCPBG00000018596	20	3	2	2
ENSCPBG00000024449	4283	2015	3771	1807
ENSCPBG00000019372	323	133	259	133
ENSCPBG00000019376	7	2	6	0
ENSCPBG00000019378	6867	2312	6333	1355
ENSCPBG00000019382	845	413	825	1216
ENSCPBG00000019386	58	27	45	32
ENSCPBG00000003491	985	439	1049	183
ENSCPBG00000025812	2	0	5	0
ENSCPBG00000019391	1519	574	1345	519
ENSCPBG00000008498	40	8	34	21
ENSCPBG00000019393	444	166	400	44
ENSCPBG00000019395	115	55	305	42
ENSCPBG00000019404	720	311	661	230
ENSCPBG00000019409	5896	1714	5338	2376
ENSCPBG00000021197	132	45	104	4
ENSCPBG00000019732	79	23	78	20
ENSCPBG00000019420	80	29	121	38
ENSCPBG00000019424	113	49	109	50
ENSCPBG00000011209	95	65	149	7
ENSCPBG00000002582	0	1	5	8
ENSCPBG00000019426	206	90	192	7
ENSCPBG00000011749	1611	722	1478	399
