	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000018803	121	39	88	14
ENSCPBG00000007194	15	8	14	18
ENSCPBG00000007649	399	162	427	97
ENSCPBG00000012407	8413	3603	7180	4361
ENSCPBG00000020283	203	85	202	50
ENSCPBG00000012396	11	5	6	2
ENSCPBG00000020739	250	100	347	73
ENSCPBG00000012395	2875	1043	2897	828
ENSCPBG00000012393	753	347	733	459
ENSCPBG00000012392	759	389	808	278
ENSCPBG00000003915	1196	512	1211	141
ENSCPBG00000012959	4981	2042	4498	3341
ENSCPBG00000023301	825	376	784	378
ENSCPBG00000027738	3	3	2	0
ENSCPBG00000012371	52	16	50	18
ENSCPBG00000012364	2	3	6	2
ENSCPBG00000012363	1614	716	1372	618
ENSCPBG00000012354	5613	2029	5041	1516
ENSCPBG00000025071	1499	618	1322	659
ENSCPBG00000012352	516	269	396	378
ENSCPBG00000012346	8458	3342	6583	1631
ENSCPBG00000016221	172	66	160	12
ENSCPBG00000025789	1888	635	1730	523
ENSCPBG00000000029	50551	17092	38705	27808
ENSCPBG00000012362	153	86	189	69
ENSCPBG00000012330	220	113	205	104
ENSCPBG00000012327	18	15	4	12
ENSCPBG00000012420	2834	1269	2994	1868
ENSCPBG00000014332	300	144	232	155
ENSCPBG00000008185	273	94	179	84
ENSCPBG00000017442	90	50	93	104
ENSCPBG00000012301	8	3	13	3
ENSCPBG00000011435	202	78	205	99
ENSCPBG00000012283	1	0	2	2
ENSCPBG00000004570	381	173	423	67
ENSCPBG00000009052	71	20	68	2
ENSCPBG00000027692	172	56	118	70
ENSCPBG00000012280	988	380	779	429
ENSCPBG00000012271	834	384	693	90
ENSCPBG00000014581	39	30	35	38
ENSCPBG00000012270	637	300	621	186
ENSCPBG00000012264	61	34	50	11
ENSCPBG00000012253	0	0	2	11
ENSCPBG00000012241	1489	663	1187	1228
ENSCPBG00000003110	26	10	10	4
ENSCPBG00000024203	840	331	809	616
ENSCPBG00000025966	43	34	73	14
ENSCPBG00000012236	362	157	334	110
ENSCPBG00000012232	1113	489	1020	861
ENSCPBG00000024061	703	256	603	225
ENSCPBG00000012229	3033	1360	2506	1050
ENSCPBG00000026244	2041	886	2007	779
ENSCPBG00000008280	28889	12666	24066	4337
ENSCPBG00000006444	1387	567	1328	324
ENSCPBG00000026496	1117	466	1048	418
ENSCPBG00000012213	1244	505	950	413
ENSCPBG00000020456	67	18	53	57
ENSCPBG00000001598	739	287	562	12
ENSCPBG00000012207	646	267	555	194
ENSCPBG00000012206	11	7	14	8
ENSCPBG00000005354	7	1	10	2
ENSCPBG00000014746	549	235	446	901
ENSCPBG00000004797	35	16	25	19
ENSCPBG00000012198	74	33	69	0
ENSCPBG00000012195	507	215	421	60
ENSCPBG00000012193	2003	658	1467	1146
ENSCPBG00000025481	2520	1112	2386	320
ENSCPBG00000012465	50	27	43	17
ENSCPBG00000012190	7	2	6	0
ENSCPBG00000012184	1615	712	1319	645
ENSCPBG00000012175	2576	1102	2049	828
ENSCPBG00000012172	1046	479	882	1022
ENSCPBG00000013049	12	1	6	0
ENSCPBG00000012163	156	41	81	8
ENSCPBG00000012158	302	108	307	245
ENSCPBG00000019870	1878	978	2070	796
ENSCPBG00000019641	24	16	15	19
ENSCPBG00000021329	89	37	107	20
ENSCPBG00000013738	127	76	118	160
ENSCPBG00000022353	638	216	653	409
ENSCPBG00000028339	296	115	296	505
ENSCPBG00000011376	3	4	6	3
ENSCPBG00000022904	455	205	495	44
ENSCPBG00000002187	2952	1372	1611	59
ENSCPBG00000012121	297	120	284	80
ENSCPBG00000008323	1	2	9	1
ENSCPBG00000012112	366	160	372	261
ENSCPBG00000014446	552	196	564	247
ENSCPBG00000012102	512	238	445	159
ENSCPBG00000012101	189	94	242	57
ENSCPBG00000016577	12665	4465	10204	7812
ENSCPBG00000002890	661	337	734	316
ENSCPBG00000012099	224	84	188	23
ENSCPBG00000014754	206	115	207	131
ENSCPBG00000012093	207	88	289	109
ENSCPBG00000012084	394	165	346	97
ENSCPBG00000000974	131	52	97	84
ENSCPBG00000011786	486	182	377	104
ENSCPBG00000015601	7427	3778	6728	2744
ENSCPBG00000012077	1671	665	1738	619
ENSCPBG00000016536	152	62	155	82
ENSCPBG00000012062	319	92	320	57
ENSCPBG00000005620	9	5	11	3
ENSCPBG00000012035	968	388	775	289
ENSCPBG00000003933	1532	558	1425	416
ENSCPBG00000022004	2615	1029	2201	549
ENSCPBG00000012028	63	44	76	54
ENSCPBG00000012023	2292	812	2184	730
ENSCPBG00000012722	11927	6016	8917	7547
ENSCPBG00000025752	173	76	128	133
ENSCPBG00000012021	428	238	451	290
ENSCPBG00000013226	594	233	536	406
ENSCPBG00000025901	9	4	14	29
ENSCPBG00000020615	264	128	298	100
ENSCPBG00000012010	614	363	640	279
ENSCPBG00000002354	461	261	576	487
ENSCPBG00000010925	7322	2453	8129	5
ENSCPBG00000017546	219	87	184	154
ENSCPBG00000004165	291	130	313	140
ENSCPBG00000012003	360	207	489	36
ENSCPBG00000012001	565	268	618	318
ENSCPBG00000018615	504	247	383	262
ENSCPBG00000001183	1303	525	1260	717
ENSCPBG00000021563	5513	2013	5454	1775
ENSCPBG00000026445	2919	1158	2712	50
ENSCPBG00000017942	2	0	0	2
ENSCPBG00000025685	6	5	2	8
ENSCPBG00000011990	1864	911	1569	728
ENSCPBG00000010768	3180	1241	2529	1298
ENSCPBG00000027974	267	101	257	279
ENSCPBG00000015812	10148	5277	10937	2886
ENSCPBG00000003061	1153	432	1065	282
ENSCPBG00000000571	3179	1091	3248	744
ENSCPBG00000000449	69	17	49	52
ENSCPBG00000021044	253	118	185	101
ENSCPBG00000006743	7	7	12	7
ENSCPBG00000011972	2903	1121	2315	815
ENSCPBG00000007136	28	10	15	4
ENSCPBG00000011962	7536	3176	9565	128
ENSCPBG00000005428	1358	599	1198	263
ENSCPBG00000017401	252	98	269	38
ENSCPBG00000011960	426	176	437	162
ENSCPBG00000011959	4283	1952	4646	581
ENSCPBG00000011957	1685	722	1246	1231
ENSCPBG00000001296	4286	1968	3373	746
ENSCPBG00000013292	21	7	22	0
ENSCPBG00000011952	648	293	530	34
ENSCPBG00000011945	1358	506	1236	261
ENSCPBG00000014487	704	263	979	51
ENSCPBG00000003969	892	353	903	226
ENSCPBG00000012216	78	29	68	26
ENSCPBG00000024610	295	121	286	112
ENSCPBG00000011929	15	7	25	13
ENSCPBG00000021309	1785	645	1428	372
ENSCPBG00000011924	73	28	29	31
ENSCPBG00000001395	35	25	24	19
ENSCPBG00000011922	2089	839	1300	7
ENSCPBG00000008131	4878	2465	4418	2327
ENSCPBG00000011914	29	14	20	16
ENSCPBG00000011913	6712	3486	7704	232
ENSCPBG00000009201	2	1	8	0
ENSCPBG00000011901	15	12	22	6
ENSCPBG00000011024	591	262	492	114
ENSCPBG00000011899	43	17	34	22
ENSCPBG00000012961	732	333	616	770
ENSCPBG00000026919	18	7	19	3
ENSCPBG00000012056	1240	453	1121	279
ENSCPBG00000019166	280	105	457	214
ENSCPBG00000015410	33	23	35	217
ENSCPBG00000011885	501	233	532	134
ENSCPBG00000011879	3865	1620	2880	1801
ENSCPBG00000006213	1886	683	1657	548
ENSCPBG00000017325	10	4	1	1
ENSCPBG00000007712	157	68	145	30
ENSCPBG00000001601	2	3	0	0
ENSCPBG00000025039	0	0	9	2
ENSCPBG00000011840	537	115	522	175
ENSCPBG00000011833	271	125	254	73
ENSCPBG00000011042	586	256	359	51
ENSCPBG00000011820	525	222	461	88
ENSCPBG00000011814	83	24	58	40
ENSCPBG00000013172	6159	2376	5254	1754
ENSCPBG00000011812	157	54	102	56
ENSCPBG00000014473	369	173	421	322
ENSCPBG00000016646	2674	1043	3135	456
ENSCPBG00000012661	4853	2077	3707	1672
ENSCPBG00000011808	12	8	9	1
ENSCPBG00000014857	238	82	267	30
ENSCPBG00000016398	65	33	49	8
ENSCPBG00000011806	131	30	73	60
ENSCPBG00000012711	11	1	21	1
ENSCPBG00000021873	3	0	0	3
ENSCPBG00000011803	401	135	372	82
ENSCPBG00000001668	1384	446	1407	608
ENSCPBG00000011801	476	239	263	44
ENSCPBG00000011800	255	85	218	107
ENSCPBG00000011793	69	27	64	31
ENSCPBG00000021039	21	15	24	24
ENSCPBG00000011784	285	140	255	154
ENSCPBG00000016684	1780	622	1648	520
ENSCPBG00000009888	204	117	244	45
ENSCPBG00000011767	9	17	7	19
ENSCPBG00000009364	415	175	334	117
ENSCPBG00000011765	181	107	221	26
ENSCPBG00000007283	3	4	9	0
ENSCPBG00000011762	512	225	496	107
ENSCPBG00000012703	328	96	346	143
ENSCPBG00000008947	1222	550	903	488
ENSCPBG00000015784	4	1	9	261
ENSCPBG00000002047	25	21	44	10
ENSCPBG00000011747	4922	1934	4023	2451
ENSCPBG00000002532	31	6	23	10
ENSCPBG00000012125	352	150	315	61
ENSCPBG00000002430	150	61	148	12
ENSCPBG00000011745	96	44	100	33
ENSCPBG00000011742	399	179	327	287
ENSCPBG00000011741	64	21	65	9
ENSCPBG00000000669	26	9	17	2
ENSCPBG00000011732	26	15	27	28
ENSCPBG00000003041	310	157	308	17
ENSCPBG00000011725	206	112	246	131
ENSCPBG00000004490	7	8	17	7
ENSCPBG00000023887	1123	468	1083	734
ENSCPBG00000011715	93	24	63	23
ENSCPBG00000013698	7	3	8	0
ENSCPBG00000015618	573	283	558	178
ENSCPBG00000011713	210	91	154	128
ENSCPBG00000018537	999	497	942	47
ENSCPBG00000023780	13	3	28	4
ENSCPBG00000023857	245	76	247	17
ENSCPBG00000011706	7	4	10	12
ENSCPBG00000011705	1161	498	1081	361
ENSCPBG00000004204	4993	2245	4157	4245
ENSCPBG00000011851	2364	1178	2193	1289
ENSCPBG00000011688	2	0	2	1
ENSCPBG00000012576	988	340	931	220
ENSCPBG00000011686	202	86	232	101
ENSCPBG00000004468	111549	55157	97718	37275
ENSCPBG00000005403	559	290	593	88
ENSCPBG00000011673	305	176	268	28
ENSCPBG00000015680	2349	842	2167	262
ENSCPBG00000011671	2	2	1	1
ENSCPBG00000008899	11519	4898	9262	4549
ENSCPBG00000027483	31	8	28	7
ENSCPBG00000011669	2	1	6	2
ENSCPBG00000011667	965	384	1141	173
ENSCPBG00000011664	8	6	11	10
ENSCPBG00000001346	348	118	261	88
ENSCPBG00000011650	470	201	381	203
ENSCPBG00000013347	522	410	755	288
ENSCPBG00000011641	54	14	54	33
ENSCPBG00000011639	13	1	14	0
ENSCPBG00000011638	708	315	677	164
ENSCPBG00000013155	10	1	7	30
ENSCPBG00000011631	329	157	259	54
ENSCPBG00000017496	56	23	34	14
ENSCPBG00000026606	511	154	415	159
ENSCPBG00000002030	7	5	2	1
ENSCPBG00000002847	3	3	0	3
ENSCPBG00000011625	30	20	24	32
ENSCPBG00000011624	1034	350	802	80
ENSCPBG00000021407	3	1	5	2
ENSCPBG00000011615	1894	949	1889	737
ENSCPBG00000015221	214	76	221	67
ENSCPBG00000015710	1439	465	1573	385
ENSCPBG00000011603	888	375	827	487
ENSCPBG00000020533	3490	1164	2542	650
ENSCPBG00000011600	3488	1385	3132	1411
ENSCPBG00000011598	550	267	510	128
ENSCPBG00000016534	2732	1167	2572	466
ENSCPBG00000024600	2176	888	2000	953
ENSCPBG00000011595	1745	698	1492	461
ENSCPBG00000005085	1819	796	1467	518
ENSCPBG00000011593	9	4	14	1
ENSCPBG00000011591	2072	767	2044	1227
ENSCPBG00000010700	606	255	609	132
ENSCPBG00000006200	1683	666	1395	107
ENSCPBG00000011575	2346	797	2057	895
ENSCPBG00000004145	10	10	12	5
ENSCPBG00000011561	229	90	146	119
ENSCPBG00000006552	273	140	305	59
ENSCPBG00000011559	10	4	12	0
ENSCPBG00000016568	1150	481	975	347
ENSCPBG00000011545	302	128	329	106
ENSCPBG00000019349	156	89	144	448
ENSCPBG00000011530	1193	499	1032	409
ENSCPBG00000011522	69	41	89	73
ENSCPBG00000019334	2	0	0	3
ENSCPBG00000011514	459	220	463	219
ENSCPBG00000024380	6	3	0	1
ENSCPBG00000010567	4188	1317	4991	547
ENSCPBG00000008041	2154	956	1962	1033
ENSCPBG00000020523	103	39	98	112
ENSCPBG00000011508	487	225	475	189
ENSCPBG00000011507	1884	805	1175	331
ENSCPBG00000014589	556	218	498	240
ENSCPBG00000002656	1330	580	1109	344
ENSCPBG00000011494	1579	661	1467	713
ENSCPBG00000013460	341	156	394	93
ENSCPBG00000011487	16	10	28	11
ENSCPBG00000011486	1650	800	1246	1269
ENSCPBG00000003952	992	384	774	314
ENSCPBG00000024684	3548	1622	2672	1981
ENSCPBG00000011476	1574	653	1159	1094
ENSCPBG00000004732	6127	2301	5128	1409
ENSCPBG00000016972	5	1	5	2
ENSCPBG00000013684	283	129	208	24
ENSCPBG00000011473	12	8	14	0
ENSCPBG00000008777	993	345	943	326
ENSCPBG00000011472	5	11	12	3
ENSCPBG00000021464	1232	520	1181	119
ENSCPBG00000011465	96	35	80	38
ENSCPBG00000023076	8726	3764	7554	2291
ENSCPBG00000009259	325	126	265	377
ENSCPBG00000006837	1346	539	1078	812
ENSCPBG00000011454	694	292	789	3
ENSCPBG00000011449	12	7	8	12
ENSCPBG00000022205	649	275	600	166
ENSCPBG00000013246	430	204	403	137
ENSCPBG00000006587	42	18	34	3
ENSCPBG00000014618	236	102	226	69
ENSCPBG00000028190	69	24	71	19
ENSCPBG00000012192	168	54	139	42
ENSCPBG00000011434	65	15	37	35
ENSCPBG00000011432	32	11	37	4
ENSCPBG00000005281	1004	403	703	592
ENSCPBG00000011423	3456	892	3638	553
ENSCPBG00000026580	2510	973	2602	403
ENSCPBG00000011198	500	230	455	402
ENSCPBG00000000617	20	8	18	3
ENSCPBG00000024718	1977	762	1621	462
ENSCPBG00000017710	387	177	437	146
ENSCPBG00000015445	161	74	256	44
ENSCPBG00000011417	1008	327	807	291
ENSCPBG00000019467	6	4	2	1
ENSCPBG00000013547	32	23	35	0
ENSCPBG00000011410	128	54	106	74
ENSCPBG00000014679	50	20	40	1
ENSCPBG00000011407	449	196	443	112
ENSCPBG00000027931	12	3	14	5
ENSCPBG00000011405	68	35	55	75
ENSCPBG00000023254	1381	481	1132	352
ENSCPBG00000011403	40794	17762	33061	4929
ENSCPBG00000011136	529	232	433	384
ENSCPBG00000011402	14	9	2	3
ENSCPBG00000011397	122	72	189	154
ENSCPBG00000023025	1542	758	1452	489
ENSCPBG00000011396	63	30	71	38
ENSCPBG00000020856	498	177	497	204
ENSCPBG00000011391	86	47	60	40
ENSCPBG00000027417	218	96	163	91
ENSCPBG00000011384	1075	468	894	500
ENSCPBG00000011383	257	81	253	192
ENSCPBG00000024401	51	17	39	0
ENSCPBG00000009009	387	187	312	119
ENSCPBG00000011380	174	64	153	57
ENSCPBG00000004624	379	166	347	38
ENSCPBG00000011394	497	266	569	250
ENSCPBG00000014672	333	160	300	32
ENSCPBG00000023177	0	0	2	7
ENSCPBG00000011370	74	37	90	49
ENSCPBG00000011364	752	320	640	271
ENSCPBG00000007711	24	8	11	18
ENSCPBG00000011352	12	7	3	5
ENSCPBG00000011349	30	11	31	25
ENSCPBG00000013456	344	96	312	177
ENSCPBG00000011347	16	6	15	14
ENSCPBG00000026650	4308	1531	4180	1387
ENSCPBG00000011345	885	374	679	230
ENSCPBG00000011340	861	408	794	325
ENSCPBG00000008286	80	43	118	4
ENSCPBG00000017801	4484	1802	3776	941
ENSCPBG00000011328	208	112	241	43
ENSCPBG00000013779	87	36	91	85
ENSCPBG00000011320	5	0	2	0
ENSCPBG00000011314	26	10	26	14
ENSCPBG00000012853	270	91	259	31
ENSCPBG00000011308	342	170	342	107
ENSCPBG00000016129	0	0	2	2
ENSCPBG00000011300	2344	910	2284	452
ENSCPBG00000002106	9	4	14	1
ENSCPBG00000013938	114	44	68	36
ENSCPBG00000010681	672	284	649	370
ENSCPBG00000016366	49	17	37	7
ENSCPBG00000011292	38	20	22	188
ENSCPBG00000011289	1066	471	1056	278
ENSCPBG00000011288	19024	7755	16263	14
ENSCPBG00000011287	20	6	14	3
ENSCPBG00000011268	1336	556	1205	444
ENSCPBG00000011260	2	3	2	12
ENSCPBG00000011240	289	164	242	220
ENSCPBG00000011215	6	4	6	4
ENSCPBG00000016590	4	2	3	5
ENSCPBG00000012636	16	2	9	7
ENSCPBG00000011214	17	18	25	4
ENSCPBG00000026419	4	1	5	0
ENSCPBG00000013536	2081	897	1795	779
ENSCPBG00000013842	1680	673	1527	251
ENSCPBG00000022812	560	272	664	201
ENSCPBG00000023616	1342	483	1378	460
ENSCPBG00000004202	108	60	99	70
ENSCPBG00000011191	2125	971	1922	841
ENSCPBG00000019560	16565	7019	15037	18213
ENSCPBG00000011176	9	0	2	0
ENSCPBG00000011162	4771	2172	3515	60
ENSCPBG00000016198	10128	4271	9558	0
ENSCPBG00000017838	2	0	3	2
ENSCPBG00000011161	80	23	37	108
ENSCPBG00000011160	1283	574	964	270
ENSCPBG00000009482	9	2	2	5
ENSCPBG00000011154	127	50	64	62
ENSCPBG00000013649	826	443	654	324
ENSCPBG00000007078	5092	2268	3980	4
ENSCPBG00000011146	2042	748	1788	295
ENSCPBG00000021608	116	81	144	9
ENSCPBG00000019963	4845	1876	4294	318
ENSCPBG00000019320	19	8	22	5
ENSCPBG00000019039	160	89	206	120
ENSCPBG00000011128	4499	2080	4471	1290
ENSCPBG00000028341	36	10	24	81
ENSCPBG00000016662	2891	1105	2535	892
ENSCPBG00000020811	2665	1223	2370	1335
ENSCPBG00000018567	359	170	377	64
ENSCPBG00000011703	2	2	2	1
ENSCPBG00000014615	324	150	238	177
ENSCPBG00000027608	2902	1158	2738	558
ENSCPBG00000013073	220	113	216	175
ENSCPBG00000023448	2768	1224	2677	494
ENSCPBG00000011442	29	17	33	15
ENSCPBG00000009116	148	72	108	24
ENSCPBG00000026699	32	18	23	5
ENSCPBG00000011109	9879	4519	9115	2461
ENSCPBG00000027760	1464	596	1235	570
ENSCPBG00000011103	171	47	130	93
ENSCPBG00000022066	24	10	38	37
ENSCPBG00000011092	7814	3065	6701	3528
ENSCPBG00000011090	1569	663	1317	651
ENSCPBG00000000976	950	393	948	322
ENSCPBG00000012848	1330	447	1314	1957
ENSCPBG00000017128	632	499	753	365
ENSCPBG00000011086	10244	4603	10776	1086
ENSCPBG00000008250	79	29	66	27
ENSCPBG00000008240	515	235	477	359
ENSCPBG00000008186	5	0	8	1
ENSCPBG00000011083	130	72	95	75
ENSCPBG00000011074	660	299	495	28
ENSCPBG00000011069	247	93	203	191
ENSCPBG00000011293	11192	4442	12103	1503
ENSCPBG00000009895	92	42	124	197
ENSCPBG00000011119	466	233	403	85
ENSCPBG00000025973	250	141	254	242
ENSCPBG00000011065	16	14	15	12
ENSCPBG00000012171	2231	1133	2098	906
ENSCPBG00000020161	22	3	10	15
ENSCPBG00000019138	1722	747	1423	1461
ENSCPBG00000011062	98	22	67	38
ENSCPBG00000011060	337	154	329	159
ENSCPBG00000001229	1507	460	1546	13
ENSCPBG00000011057	4117	1873	3576	1796
ENSCPBG00000012524	2	3	10	9
ENSCPBG00000005123	2	2	1	0
ENSCPBG00000011054	1547	737	1277	809
ENSCPBG00000021784	136	52	156	29
ENSCPBG00000023624	216	84	236	37
ENSCPBG00000011044	4	5	5	1
ENSCPBG00000007585	32	10	32	4
ENSCPBG00000024687	1050	513	982	714
ENSCPBG00000025959	660	253	498	196
ENSCPBG00000011040	595	176	600	159
ENSCPBG00000008255	4	4	3	1
ENSCPBG00000016693	415	150	356	74
ENSCPBG00000011038	2281	1000	2302	588
ENSCPBG00000011035	0	2	4	0
ENSCPBG00000011033	1180	485	951	983
ENSCPBG00000011030	2911	1409	2634	979
ENSCPBG00000011012	133	44	96	43
ENSCPBG00000012488	400	128	325	120
ENSCPBG00000011009	741	288	739	348
ENSCPBG00000006154	131	58	99	73
ENSCPBG00000005536	2551	1006	2437	442
ENSCPBG00000001367	226	73	226	64
ENSCPBG00000023011	17	4	9	0
ENSCPBG00000010995	50	19	44	34
ENSCPBG00000011720	392	209	318	177
ENSCPBG00000009174	177	60	124	22
ENSCPBG00000003304	4532	1367	4043	1132
ENSCPBG00000010991	995	445	952	299
ENSCPBG00000010990	5	1	3	2
ENSCPBG00000010987	316	130	286	78
ENSCPBG00000011438	580	235	559	118
ENSCPBG00000024234	35	14	24	18
ENSCPBG00000011581	1335	652	1255	677
ENSCPBG00000001920	139	55	100	47
ENSCPBG00000010985	1208	467	1014	641
ENSCPBG00000027969	101	27	135	18
ENSCPBG00000010979	695	309	583	250
ENSCPBG00000017462	840	276	975	4
ENSCPBG00000010975	8	1	11	20
ENSCPBG00000010971	1224	491	1026	409
ENSCPBG00000016121	13	2	13	5
ENSCPBG00000010969	0	4	8	15
ENSCPBG00000012825	914	361	803	289
ENSCPBG00000010961	1613	586	2369	89
ENSCPBG00000013335	2	0	2	1
ENSCPBG00000015646	6102	2630	4890	504
ENSCPBG00000010958	427	120	481	113
ENSCPBG00000010946	2376	1038	2029	401
ENSCPBG00000010936	11203	4828	9110	4926
ENSCPBG00000010926	13	12	18	7
ENSCPBG00000006410	1085	479	863	956
ENSCPBG00000016710	1292	534	1180	476
ENSCPBG00000010920	540	222	445	299
ENSCPBG00000007443	670	252	861	193
ENSCPBG00000010918	329	138	258	151
ENSCPBG00000018625	0	2	3	0
ENSCPBG00000010917	28	10	21	74
ENSCPBG00000015242	13	6	14	11
ENSCPBG00000010914	20	9	17	41
ENSCPBG00000010907	52	19	49	26
ENSCPBG00000010904	25	5	21	8
ENSCPBG00000003128	454	210	490	136
ENSCPBG00000013330	3532	1302	3375	833
ENSCPBG00000010895	24	11	45	6
ENSCPBG00000010890	26	13	17	24
ENSCPBG00000010886	1614	677	1682	180
ENSCPBG00000010885	43	15	63	32
ENSCPBG00000013979	43	11	28	18
ENSCPBG00000010880	7	6	10	2
ENSCPBG00000010878	795	321	1036	526
ENSCPBG00000023398	1354	621	1088	406
ENSCPBG00000010858	71	35	85	57
ENSCPBG00000010856	3812	1133	3233	726
ENSCPBG00000027402	1065	494	1105	236
ENSCPBG00000010849	539	301	472	447
ENSCPBG00000010847	582	297	623	252
ENSCPBG00000022457	535	257	674	176
ENSCPBG00000011988	1268	574	1317	116
ENSCPBG00000024352	3	0	2	0
ENSCPBG00000010843	1243	540	1171	246
ENSCPBG00000001503	512	324	413	189
ENSCPBG00000004629	3	0	1	46
ENSCPBG00000014076	254	91	254	99
ENSCPBG00000016676	115	41	90	5
ENSCPBG00000013549	75	53	76	40
ENSCPBG00000021487	38	29	37	48
ENSCPBG00000010832	3069	1361	2571	1752
ENSCPBG00000020894	433	175	332	129
ENSCPBG00000011343	161	47	110	47
ENSCPBG00000010819	683	273	608	292
ENSCPBG00000010815	487	278	512	246
ENSCPBG00000010814	191	68	158	30
ENSCPBG00000014486	104	46	105	6
ENSCPBG00000018839	46	7	61	0
ENSCPBG00000010809	14	1	3	2
ENSCPBG00000007727	132	52	120	1
ENSCPBG00000010523	54	33	36	0
ENSCPBG00000026064	251	113	232	122
ENSCPBG00000015692	222	85	236	160
ENSCPBG00000025734	7389	2978	7247	51
ENSCPBG00000025937	51	31	67	37
ENSCPBG00000010784	56	23	40	47
ENSCPBG00000012266	471	236	485	256
ENSCPBG00000002571	31	24	39	6
ENSCPBG00000010777	1033	282	1162	143
ENSCPBG00000010793	79	29	51	70
ENSCPBG00000013695	1569	686	1487	819
ENSCPBG00000001083	2002	733	2214	505
ENSCPBG00000010766	22	11	17	7
ENSCPBG00000010763	16	7	25	14
ENSCPBG00000014822	168	64	132	33
ENSCPBG00000010758	4	2	13	0
ENSCPBG00000010752	10	3	11	19
ENSCPBG00000010751	10908	5139	8047	4421
ENSCPBG00000010749	29072	12976	28072	4232
ENSCPBG00000010740	7	2	2	1
ENSCPBG00000020383	4	1	1	3
ENSCPBG00000027619	16	10	16	4
ENSCPBG00000010741	326	95	250	333
ENSCPBG00000013582	5	2	9	5
ENSCPBG00000022026	66	36	71	70
ENSCPBG00000008254	2337	891	1859	329
ENSCPBG00000024385	3	1	2	1
ENSCPBG00000024967	45	14	22	8
ENSCPBG00000010730	13	1	2	1
ENSCPBG00000010727	75	22	34	0
ENSCPBG00000008135	3	1	3	0
ENSCPBG00000010725	462	228	457	447
ENSCPBG00000022152	46	19	36	24
ENSCPBG00000010724	95	22	49	0
ENSCPBG00000027562	25	6	19	1
ENSCPBG00000008794	294	139	221	163
ENSCPBG00000024671	66	39	72	1
ENSCPBG00000019293	8	4	9	7
ENSCPBG00000010710	140	69	149	130
ENSCPBG00000026663	4	1	2	0
ENSCPBG00000013682	3209	1438	2777	1262
ENSCPBG00000010168	8100	2591	11644	4096
ENSCPBG00000020917	42	33	55	26
ENSCPBG00000016146	9	4	8	1
ENSCPBG00000010699	3	5	6	0
ENSCPBG00000020277	291	120	335	56
ENSCPBG00000010697	215	120	268	160
ENSCPBG00000010693	17	10	29	34
ENSCPBG00000005150	6	1	11	1
ENSCPBG00000010687	224	93	302	65
ENSCPBG00000021040	161	71	167	19
ENSCPBG00000012536	15	5	21	53
ENSCPBG00000010680	1813	880	1776	370
ENSCPBG00000013526	1176	553	1065	314
ENSCPBG00000010676	103	40	88	3
ENSCPBG00000004141	22	15	12	4
ENSCPBG00000010662	1815	872	1874	127
ENSCPBG00000011152	1057	421	953	715
ENSCPBG00000010599	278	146	289	110
ENSCPBG00000004115	1260	376	1535	139
ENSCPBG00000010656	3816	1758	3174	1943
ENSCPBG00000013644	2	0	1	2
ENSCPBG00000001459	605	171	600	230
ENSCPBG00000010650	986	378	817	286
ENSCPBG00000023470	1334	504	1126	148
ENSCPBG00000013143	1180	469	1038	169
ENSCPBG00000024617	95	48	72	74
ENSCPBG00000010647	100	51	110	124
ENSCPBG00000006784	284	116	340	118
ENSCPBG00000008837	10	7	2	2
ENSCPBG00000020388	226	74	190	96
ENSCPBG00000025411	323	122	298	141
ENSCPBG00000010634	1545	796	1412	342
ENSCPBG00000010632	53	35	51	15
ENSCPBG00000010630	110	61	72	12
ENSCPBG00000013739	2428	935	2028	408
ENSCPBG00000010622	1085	454	903	339
ENSCPBG00000010621	402	159	300	91
ENSCPBG00000010620	8	3	8	2
ENSCPBG00000007025	2117	924	1703	724
ENSCPBG00000014068	228	72	193	138
ENSCPBG00000010617	158	55	149	326
ENSCPBG00000022717	3313	1135	2760	1178
ENSCPBG00000022206	289	121	197	197
ENSCPBG00000010603	82	24	44	22
ENSCPBG00000020566	374	140	341	38
ENSCPBG00000010597	635	224	614	304
ENSCPBG00000010585	0	1	2	4
ENSCPBG00000010582	14	3	21	25
ENSCPBG00000025688	858	312	718	442
ENSCPBG00000010578	1549	645	1456	399
ENSCPBG00000027732	26989	11420	23047	12355
ENSCPBG00000012458	130	51	85	27
ENSCPBG00000012026	56	19	63	0
ENSCPBG00000001292	14	3	15	5
ENSCPBG00000006009	400	214	438	75
ENSCPBG00000026745	921	439	707	652
ENSCPBG00000010551	1963	773	1446	469
ENSCPBG00000010544	13	8	30	13
ENSCPBG00000022120	85	38	80	17
ENSCPBG00000010527	11	4	4	0
ENSCPBG00000017512	1174	461	1172	305
ENSCPBG00000014107	2057	815	2098	543
ENSCPBG00000015394	255	100	275	61
ENSCPBG00000010516	46	33	51	103
ENSCPBG00000010515	4239	1840	3916	761
ENSCPBG00000002912	94	42	124	60
ENSCPBG00000010511	707	232	681	241
ENSCPBG00000000799	132	64	133	34
ENSCPBG00000005416	1137	573	1267	555
ENSCPBG00000011993	239	97	229	74
ENSCPBG00000011755	4367	1693	3995	1353
ENSCPBG00000026389	7483	3864	6028	705
