lps_names,lps_logfoldchanges,lps_pvals,lps_pvals_adj,lps_pts,UNST_pts,1to1_bat_dragon
ATP11B,0.349045813,8.89532e-08,2.55801e-06,0.166976999,0.134909446,ATP11B
CNTRL,0.159518018,9.35399e-08,2.68386e-06,0.424589266,0.393449734,CNTRL
AHCTF1,0.29917264,9.66693e-08,2.77054e-06,0.194633078,0.162292593,AHCTF1
ZNF609,0.480658472,1.00683e-07,2.87587e-06,0.120372399,0.088330984,ZNF609
SH3GLB1,0.196661189,1.06242e-07,3.03127e-06,0.305531216,0.272638542,SH3GLB1
CCDC71L,0.303911477,1.11734e-07,3.1738e-06,0.181325301,0.148357011,CCDC71L
CREB1,0.191896334,1.12237e-07,3.18454e-06,0.282201533,0.246665221,CREB1
SERPINB2,1.654299736,1.14254e-07,3.23447e-06,0.058324206,0.026895131,SERPINB2
TAGAP_LOC107514722,0.327498019,1.19957e-07,3.38476e-06,0.176615553,0.144561327,TAGAP
BCL10,0.255968601,1.48304e-07,4.15251e-06,0.210952903,0.178071793,BCL10
CHCHD7,0.700347543,1.52559e-07,4.2623e-06,0.094140197,0.063008351,CHCHD7
BCL2A1,0.484006345,1.85761e-07,5.16731e-06,0.202245345,0.178776705,BCL2A1
CCNL1,0.280689508,1.8979e-07,5.27364e-06,0.173877327,0.141145212,CCNL1
CSNK1A1,0.138643548,2.03419e-07,5.63397e-06,0.509967141,0.47793081,CSNK1A1
B4GALT1,0.339274764,2.10504e-07,5.81127e-06,0.178368018,0.147706323,B4GALT1
DAPP1,0.303294927,2.25653e-07,6.21604e-06,0.188773275,0.157466652,DAPP1
RBM3,0.1141387,2.27612e-07,6.26326e-06,0.694304491,0.667010086,RBM3
RAB27A,0.362971485,2.29558e-07,6.31001e-06,0.183461117,0.154809674,RAB27A
CHKA,0.494600028,2.58988e-07,7.08085e-06,0.114238773,0.083233923,CHKA
SLC2A3,0.542634726,2.60441e-07,7.11297e-06,0.12135816,0.091259083,SLC2A3
SLC46A2,0.590257347,2.75816e-07,7.50079e-06,0.12584885,0.096735712,SLC46A2
DRAP1,0.263396293,2.89973e-07,7.86067e-06,0.235870756,0.207081661,DRAP1
TCEANC2,0.602113783,3.22791e-07,8.70412e-06,0.103669222,0.073365145,TCEANC2
AGFG1,0.180582181,3.28651e-07,8.83415e-06,0.37645126,0.350938076,AGFG1
G3BP2,0.181288376,3.69114e-07,9.89055e-06,0.31856517,0.287170589,G3BP2
MGAT1,0.427642256,4.32091e-07,1.14697e-05,0.140306681,0.110562846,MGAT1
UBE2N,0.227115095,4.37754e-07,1.15959e-05,0.243975904,0.213425876,UBE2N
KTN1,0.174938425,4.52085e-07,1.19384e-05,0.349014239,0.319867693,KTN1
CMAH_LOC107508867,0.311774194,4.9116e-07,1.29302e-05,0.163417306,0.132306691,CMAH
IDH3A,0.474414855,4.92615e-07,1.29551e-05,0.129463308,0.099989155,IDH3A
COMMD8,0.204464346,5.42606e-07,1.42113e-05,0.272782037,0.242544193,COMMD8
RIF1,0.203102306,5.4564e-07,1.42761e-05,0.261719606,0.230506453,RIF1
AKT3,0.366874188,6.10662e-07,1.58959e-05,0.135761227,0.105303112,AKT3
PGS1,0.302546293,6.47287e-07,1.67979e-05,0.173986857,0.144235983,PGS1
CD164,0.155871615,7.06409e-07,1.82765e-05,0.362267251,0.32838087,CD164
PICALM,0.263800502,7.5518e-07,1.94988e-05,0.203778751,0.173842316,PICALM
PDCD10,0.160548419,8.26294e-07,2.1249e-05,0.358050383,0.32865199,PDCD10
RPS20,0.102903165,8.45167e-07,2.17125e-05,0.800657174,0.781748183,RPS20
CISH,0.304043293,8.99128e-07,2.30292e-05,0.166319825,0.136156599,CISH
SLC39A12,0.57664299,9.53942e-07,2.4287e-05,0.09381161,0.064147056,SLC39A12
ATG3,0.303682655,9.72712e-07,2.47156e-05,0.223986857,0.199652966,ATG3
ENSA,0.139700443,1.09671e-06,2.77009e-05,0.416922234,0.385045006,ENSA
CUL5,0.262955934,1.1123e-06,2.80669e-05,0.19769989,0.168094567,CUL5
HIVEP1,0.453089863,1.18935e-06,2.98929e-05,0.115334064,0.085999349,HIVEP1
ZC3H7A,0.200012475,1.22415e-06,3.0677e-05,0.256243154,0.225843184,ZC3H7A
SEC23B,0.425866753,1.25642e-06,3.14548e-05,0.113855422,0.084318404,SEC23B
GNPTAB,0.294404507,1.32178e-06,3.30254e-05,0.205312158,0.178071793,GNPTAB
SH3BGRL,0.338834971,1.54386e-06,3.82386e-05,0.16347207,0.135017894,SH3BGRL
N4BP1,0.236492977,1.71095e-06,4.20508e-05,0.191566265,0.161479232,N4BP1
NFIL3,0.348652244,1.9453e-06,4.74e-05,0.142661555,0.113762065,NFIL3
IPCEF1,0.225534856,1.95598e-06,4.76147e-05,0.260405257,0.233976792,IPCEF1
