	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_4h	chicken_d_lps_4h
ENSGALG00010008999	497	209	283	149
ENSGALG00010022062	1580	712	1015	590
ENSGALG00010008980	22	15	23	2
ENSGALG00010008974	176	83	169	100
ENSGALG00010005884	219	72	209	91
ENSGALG00010021118	643	558	741	484
ENSGALG00010016949	1495	1274	1617	1008
ENSGALG00010029632	0	3	8	8
ENSGALG00010023046	628	397	652	395
ENSGALG00010022702	2779	7878	2816	2357
ENSGALG00010006103	425	273	463	250
ENSGALG00010008946	2	1	3	0
ENSGALG00010002475	33	40	44	32
ENSGALG00010008943	154	106	138	54
ENSGALG00010026017	2424	1552	2129	1196
ENSGALG00010008931	1025	505	666	349
ENSGALG00010008910	3177	1118	3939	2222
ENSGALG00010008903	21	13	28	9
ENSGALG00010025060	9	6	15	6
ENSGALG00010019807	1635	1015	1838	768
ENSGALG00010021302	1566	936	1820	1582
ENSGALG00010004800	292	156	224	126
ENSGALG00010008892	271	198	253	131
ENSGALG00010011752	86	36	49	16
ENSGALG00010001987	7	7	6	6
ENSGALG00010018662	2	3	4	6
ENSGALG00010009235	911	614	1045	581
ENSGALG00010024977	1298	935	1155	676
ENSGALG00010021719	5290	3113	5901	1778
ENSGALG00010008882	7	3	3	4
ENSGALG00010008880	37	19	21	0
ENSGALG00010008879	88	56	111	31
ENSGALG00010001197	181	127	182	134
ENSGALG00010008877	20	29	42	44
ENSGALG00010005632	12428	7721	10337	4639
ENSGALG00010011841	31	17	21	13
ENSGALG00010019785	1171	1092	1520	652
ENSGALG00010014870	3	1	1	2
ENSGALG00010000507	51	35	51	21
ENSGALG00010029928	21	16	33	19
ENSGALG00010014294	2301	938	1961	964
ENSGALG00010023110	70	43	497	425
ENSGALG00010009152	514	401	702	396
ENSGALG00010024187	31	20	40	24
ENSGALG00010008374	724	539	750	396
ENSGALG00010008866	2049	1017	2049	1262
ENSGALG00010022421	5152	3007	6934	4477
ENSGALG00010008864	612	422	521	309
ENSGALG00010008862	46	20	36	26
ENSGALG00010020562	128	65	90	68
ENSGALG00010008860	1233	553	1417	414
ENSGALG00010008488	217	153	136	112
ENSGALG00010008859	54	75	77	69
ENSGALG00010027204	243	33	281	133
ENSGALG00010008852	17	16	13	12
ENSGALG00010029615	5	2	9	1
ENSGALG00010002667	4	5	4	1
ENSGALG00010012890	2504	1200	2407	1385
ENSGALG00010019141	1541	977	1893	926
ENSGALG00010000642	19	1	18	5
ENSGALG00010008837	327	236	345	215
ENSGALG00010013125	2	3	1	0
ENSGALG00010020765	281	255	258	127
ENSGALG00010018582	3515	1634	3360	1492
ENSGALG00010013867	386	210	345	211
ENSGALG00010008811	881	474	854	427
ENSGALG00010024368	1401	859	1381	716
ENSGALG00010012850	3	0	2	0
ENSGALG00010000017	175293	123366	181619	111300
ENSGALG00010008807	1953	1525	1556	880
ENSGALG00010001308	346	151	385	140
ENSGALG00010008768	154	81	128	69
ENSGALG00010029308	625	334	598	289
ENSGALG00010029461	472	398	377	178
ENSGALG00010009484	39	4	21	12
ENSGALG00010008762	1551	1058	2086	987
ENSGALG00010008745	265	96	184	65
ENSGALG00010001395	795	736	699	336
ENSGALG00010003092	18	9	23	1
ENSGALG00010008739	16	5	64	14
ENSGALG00010008731	1275	855	1234	604
ENSGALG00010006062	279	193	246	145
ENSGALG00010008716	227	138	206	135
ENSGALG00010005981	412	297	357	206
ENSGALG00010008708	1273	970	1300	782
ENSGALG00010026040	139	103	152	50
ENSGALG00010009400	3	1	12	3
ENSGALG00010017414	341	125	333	110
ENSGALG00010008653	7	4	7	3
ENSGALG00010008637	9	2	1	1
ENSGALG00010005367	1514	874	1560	726
ENSGALG00010005243	8	11	25	16
ENSGALG00010029222	110	86	172	48
ENSGALG00010010218	30	1	21	1
ENSGALG00010022299	601	372	706	426
ENSGALG00010008592	221	200	160	108
ENSGALG00010008588	257	156	231	153
ENSGALG00010007942	898	562	929	396
ENSGALG00010012732	4666	1327	9046	4848
ENSGALG00010021556	543	363	442	188
ENSGALG00010008561	5092	4237	5500	2926
ENSGALG00010001689	7573	8910	8692	4260
ENSGALG00010022167	764	542	889	627
ENSGALG00010008511	59	11	44	6
ENSGALG00010000256	38	8	18	12
ENSGALG00010008509	6	4	6	1
ENSGALG00010008497	707	236	2436	2668
ENSGALG00010018872	740	415	901	449
ENSGALG00010009464	885	398	858	444
ENSGALG00010024531	280	201	304	164
ENSGALG00010001353	1752	1175	2024	899
ENSGALG00010000714	4	4	1	2
ENSGALG00010018558	92	42	147	101
ENSGALG00010008492	213	142	242	134
ENSGALG00010024876	618	531	637	337
ENSGALG00010022159	1372	840	1333	893
ENSGALG00010002819	2	0	5	3
ENSGALG00010008476	1950	1299	2055	1024
ENSGALG00010024879	275	165	241	188
ENSGALG00010008464	386	346	453	263
ENSGALG00010003660	48	23	35	17
ENSGALG00010019843	682	329	637	278
ENSGALG00010008459	2	1	2	0
ENSGALG00010008457	241	162	288	171
ENSGALG00010002561	835	630	854	424
ENSGALG00010027925	577	395	558	319
ENSGALG00010012889	1379	661	1134	783
ENSGALG00010008456	110	58	118	89
ENSGALG00010001883	147	95	105	44
ENSGALG00010011987	47	47	40	16
ENSGALG00010029542	206	197	170	104
ENSGALG00010008453	86	57	114	65
ENSGALG00010007780	254	168	688	541
ENSGALG00010008226	150	41	165	78
ENSGALG00010008451	2	2	22	37
ENSGALG00010028059	98	46	103	45
ENSGALG00010027948	873	723	1137	585
ENSGALG00010025799	1374	1048	1649	648
ENSGALG00010015296	5509	4609	6496	3548
ENSGALG00010028913	3	1	6	5
ENSGALG00010012113	817	593	669	361
ENSGALG00010022727	4038	2720	4334	3247
ENSGALG00010008932	1015	599	885	336
ENSGALG00010008447	117	29	112	57
ENSGALG00010004404	9	6	6	4
ENSGALG00010027513	7	1	7	10
ENSGALG00010029607	2599	1572	3003	1873
ENSGALG00010008433	1166	710	1321	654
ENSGALG00010024785	99	30	112	34
ENSGALG00010008429	231	100	257	98
ENSGALG00010004803	1673	2266	1907	1192
ENSGALG00010023170	4020	2143	3179	2010
ENSGALG00010011340	212	106	170	106
ENSGALG00010008416	1	2	2	1
ENSGALG00010004505	104	67	106	41
ENSGALG00010026696	1145	520	720	235
ENSGALG00010010799	326	221	323	200
ENSGALG00010018619	2181	1667	2267	1263
ENSGALG00010029460	139	61	189	75
ENSGALG00010008412	399	262	443	265
ENSGALG00010008397	2359	1966	2334	1274
ENSGALG00010029408	33	29	48	20
ENSGALG00010011510	82	72	95	49
ENSGALG00010008394	2991	1801	2623	1880
ENSGALG00010018052	1926	1442	2039	1230
ENSGALG00010009026	13802	16197	11536	6660
ENSGALG00010012414	4	4	2	2
ENSGALG00010027132	5	5	17	6
ENSGALG00010008921	211	92	241	90
ENSGALG00010008381	220	126	225	113
ENSGALG00010015105	41	26	78	8
ENSGALG00010024742	6793	4298	5813	3388
ENSGALG00010008380	413	232	333	234
ENSGALG00010008373	194	78	183	73
ENSGALG00010024099	28	9	33	32
ENSGALG00010023279	3	1	11	7
ENSGALG00010002954	262	84	239	174
ENSGALG00010009501	518	201	513	197
ENSGALG00010009679	1	7	3	6
ENSGALG00010002308	1800	592	1141	445
ENSGALG00010017887	236	50	304	181
ENSGALG00010008360	886	621	919	454
ENSGALG00010008354	14	5	15	6
ENSGALG00010015733	14	5	4	0
ENSGALG00010029329	117	42	815	526
ENSGALG00010008348	114	69	155	99
ENSGALG00010023411	29	15	50	13
ENSGALG00010004216	1197	963	1459	868
ENSGALG00010008335	1508	982	1810	768
ENSGALG00010020723	9561	8454	11380	5627
ENSGALG00010004533	1160	571	615	230
ENSGALG00010028918	1487	880	1061	763
ENSGALG00010006186	275	132	190	78
ENSGALG00010020524	28	69	34	0
ENSGALG00010008328	11	4	5	1
ENSGALG00010024102	2248	1540	2566	1468
ENSGALG00010024328	622	307	566	282
ENSGALG00010008310	379	244	472	233
ENSGALG00010008301	1775	716	1330	861
ENSGALG00010018470	258	117	269	157
ENSGALG00010008298	787	366	697	406
ENSGALG00010008297	35	12	15	8
ENSGALG00010017638	69	51	64	35
ENSGALG00010012242	58	31	54	40
ENSGALG00010009462	729	558	879	438
ENSGALG00010014971	552	225	642	316
ENSGALG00010008291	92	36	70	26
ENSGALG00010019310	818	679	587	372
ENSGALG00010008906	3	8	10	9
ENSGALG00010008284	1135	828	1283	739
ENSGALG00010005396	1400	826	1189	698
ENSGALG00010024919	2802	1757	2351	1138
ENSGALG00010016111	7068	4266	5986	2893
ENSGALG00010020866	988	735	964	522
ENSGALG00010008283	5	4	20	16
ENSGALG00010029145	1154	868	707	363
ENSGALG00010013158	1327	1003	1313	625
ENSGALG00010029237	284	152	384	163
ENSGALG00010009570	864	528	764	459
ENSGALG00010024611	67	30	96	34
ENSGALG00010008273	418	95	384	193
ENSGALG00010008272	595	288	667	331
ENSGALG00010008268	26	14	26	9
ENSGALG00010027169	933	486	1010	584
ENSGALG00010000798	2	3	2	2
ENSGALG00010020104	209	150	267	160
ENSGALG00010008262	1375	978	1333	745
ENSGALG00010008780	5518	5241	5911	3487
ENSGALG00010024537	72	50	52	34
ENSGALG00010008258	594	389	655	280
ENSGALG00010009617	739	327	723	360
ENSGALG00010001605	875	459	874	338
ENSGALG00010021042	29	16	45	26
ENSGALG00010003762	1575	828	1578	811
ENSGALG00010017418	76	41	73	20
ENSGALG00010008246	951	652	966	510
ENSGALG00010024925	422	264	484	224
ENSGALG00010008240	74	35	25	1
ENSGALG00010000818	106	57	52	66
ENSGALG00010008238	60	56	94	62
ENSGALG00010008236	19	0	18	0
ENSGALG00010024643	109	78	173	89
ENSGALG00010023366	30	21	35	21
ENSGALG00010014260	3150	2188	2772	1529
ENSGALG00010017801	1160	615	1150	536
ENSGALG00010008261	50	40	72	18
ENSGALG00010008232	847	522	978	577
ENSGALG00010005601	2	2	4	0
ENSGALG00010008231	778	382	682	352
ENSGALG00010008230	454	167	434	205
ENSGALG00010022771	2287	1009	1723	934
ENSGALG00010008224	1507	877	1564	811
ENSGALG00010008223	301	157	240	154
ENSGALG00010008219	343	235	441	289
ENSGALG00010008217	184	85	117	21
ENSGALG00010008213	1084	523	940	461
ENSGALG00010029946	2767	1689	3530	1993
ENSGALG00010002741	717	537	415	218
ENSGALG00010008210	849	446	834	424
ENSGALG00010029220	340	191	356	150
ENSGALG00010008208	14	3	7	2
ENSGALG00010026218	1671	1092	2148	1267
ENSGALG00010008205	39	35	66	26
ENSGALG00010008204	213	183	150	115
ENSGALG00010009404	19	6	12	3
ENSGALG00010008199	184	120	250	124
ENSGALG00010011846	381	291	305	154
ENSGALG00010008197	654	335	580	210
ENSGALG00010021634	17	13	13	7
ENSGALG00010008196	2073	1437	2697	1465
ENSGALG00010008192	7798	4985	7805	3989
ENSGALG00010008185	109	32	59	52
ENSGALG00010008182	34	38	20	7
ENSGALG00010029409	15	5	7	0
ENSGALG00010022511	1	0	4	3
ENSGALG00010002413	415	186	430	207
ENSGALG00010008174	892	641	785	384
ENSGALG00010008173	21	20	14	1
ENSGALG00010014931	673	437	793	411
ENSGALG00010017543	115	58	121	39
ENSGALG00010023860	358	295	416	271
ENSGALG00010008300	1295	640	1468	805
ENSGALG00010008201	200	143	246	131
ENSGALG00010023513	78	47	64	32
ENSGALG00010019264	7551	4080	7221	4985
ENSGALG00010008504	836	576	1007	547
ENSGALG00010008167	537	317	612	332
ENSGALG00010005461	20	7	13	4
ENSGALG00010004281	85435	48609	48807	13506
ENSGALG00010008166	647	503	506	240
ENSGALG00010028544	513	266	439	233
ENSGALG00010009659	44	59	44	53
ENSGALG00010029703	3140	3222	2774	1325
ENSGALG00010010945	559	231	570	251
ENSGALG00010022439	1641	1283	1904	1050
ENSGALG00010008165	665	535	765	434
ENSGALG00010010781	2557	1899	2967	1549
ENSGALG00010009037	1515	886	4583	5428
ENSGALG00010008163	45	24	37	17
ENSGALG00010005555	12	10	110	113
ENSGALG00010025327	3798	2153	3638	2041
ENSGALG00010021210	5927	3841	4980	2932
ENSGALG00010008159	176	129	191	105
ENSGALG00010017198	459	280	430	207
ENSGALG00010008155	51	26	55	38
ENSGALG00010025610	3432	2830	8416	6270
ENSGALG00010021390	9684	6750	7757	6035
ENSGALG00010016678	781	874	668	364
ENSGALG00010008151	334	156	323	161
ENSGALG00010011440	395	264	483	307
ENSGALG00010017903	93	129	57	18
ENSGALG00010008146	840	857	993	375
ENSGALG00010005065	18	13	25	4
ENSGALG00010002391	94	41	60	24
ENSGALG00010005025	786	480	1085	543
ENSGALG00010005668	21	9	30	13
ENSGALG00010004577	5	2	36	48
ENSGALG00010008139	43	24	35	9
ENSGALG00010002752	983	815	995	573
ENSGALG00010008136	745	472	685	408
ENSGALG00010017781	83	46	59	30
ENSGALG00010008134	187	130	135	71
ENSGALG00010014984	4618	4403	2880	840
ENSGALG00010008939	1021	627	836	493
ENSGALG00010008126	126	122	452	211
ENSGALG00010017599	78	37	69	50
ENSGALG00010008124	37	19	38	19
ENSGALG00010025365	752	327	802	376
ENSGALG00010023412	1581	1004	1290	684
ENSGALG00010000584	1247	839	1449	730
ENSGALG00010020063	5531	4098	5810	3209
ENSGALG00010001159	106	51	104	44
ENSGALG00010018115	134	62	108	45
ENSGALG00010003764	561	165	442	266
ENSGALG00010017587	28	0	16	14
ENSGALG00010008117	7	7	2	2
ENSGALG00010000205	522	303	641	297
ENSGALG00010008325	80	44	68	27
ENSGALG00010022848	3	1	2	1
ENSGALG00010004034	680	593	734	388
ENSGALG00010008111	1773	1941	1742	879
ENSGALG00010004971	15	8	9	7
ENSGALG00010014124	3	2	3	1
ENSGALG00010008110	278	152	362	218
ENSGALG00010008108	43	22	43	21
ENSGALG00010008102	7	22	9	2
ENSGALG00010008100	82	11	88	79
ENSGALG00010002995	348	180	326	200
ENSGALG00010024496	2032	1442	2211	1318
ENSGALG00010021123	2	3	0	0
ENSGALG00010008098	226	167	295	147
ENSGALG00010005262	1924	1318	2245	1168
ENSGALG00010008094	1563	989	1963	1389
ENSGALG00010018388	1733	1135	1708	1045
ENSGALG00010008093	1185	359	1111	565
ENSGALG00010008092	77	14	64	28
ENSGALG00010028465	186	91	189	120
ENSGALG00010009144	107	45	128	86
ENSGALG00010002678	10438	8982	10271	4658
ENSGALG00010024847	236	133	276	198
ENSGALG00010008081	313	186	381	199
ENSGALG00010029234	11	5	2	0
ENSGALG00010027136	3318	2317	3962	2431
ENSGALG00010022215	2	0	2	0
ENSGALG00010017102	1	2	2	0
ENSGALG00010008072	90	76	72	28
ENSGALG00010011313	13	1	4	2
ENSGALG00010023221	56	32	63	35
ENSGALG00010008068	2	3	0	2
ENSGALG00010029635	154	15	251	275
ENSGALG00010008067	1023	753	1009	539
ENSGALG00010024767	4918	3728	5287	1634
ENSGALG00010005087	4	0	3	0
ENSGALG00010008065	1449	842	1423	649
ENSGALG00010024822	5127	3989	5958	3121
ENSGALG00010007731	243	129	254	188
ENSGALG00010028156	888	523	983	689
ENSGALG00010024004	6546	4436	7135	3277
ENSGALG00010005285	91	33	71	27
ENSGALG00010008057	310	155	319	121
ENSGALG00010005760	141	62	171	59
ENSGALG00010004131	142	97	132	56
ENSGALG00010008056	535	348	560	418
ENSGALG00010018006	365	252	286	148
ENSGALG00010008041	17	8	1	2
ENSGALG00010016049	3138	2963	2974	1278
ENSGALG00010011880	1815	1279	1957	984
ENSGALG00010008032	2945	2551	2778	1373
ENSGALG00010004883	1279	696	1285	645
ENSGALG00010017062	14	0	22	0
ENSGALG00010008028	419	167	462	154
ENSGALG00010003274	396	195	313	136
ENSGALG00010029370	1268	710	1371	936
ENSGALG00010008024	302	159	229	112
ENSGALG00010025126	421	341	487	200
ENSGALG00010008023	428	319	383	223
ENSGALG00010008018	54	32	44	18
ENSGALG00010008227	159	61	172	73
ENSGALG00010022574	473	229	452	248
ENSGALG00010009440	234	123	285	98
ENSGALG00010017422	4	0	4	2
ENSGALG00010008011	741	364	715	434
ENSGALG00010000823	137	44	157	55
ENSGALG00010008007	220	70	204	91
ENSGALG00010024549	271	184	322	204
ENSGALG00010006024	100	42	78	28
ENSGALG00010021892	3196	2163	3233	2001
ENSGALG00010008004	203	101	190	109
ENSGALG00010013444	4263	2148	2629	1798
ENSGALG00010008001	1388	626	1220	630
ENSGALG00010004378	1142	940	1454	921
ENSGALG00010008000	431	258	488	325
ENSGALG00010007999	651	592	585	386
ENSGALG00010018487	160	131	183	76
ENSGALG00010024389	686	388	664	373
ENSGALG00010007998	10630	8502	12125	6231
ENSGALG00010027197	15	13	24	11
ENSGALG00010027082	6	3	14	0
ENSGALG00010017954	217	103	317	276
ENSGALG00010004366	12	11	6	5
ENSGALG00010018032	864	823	1003	909
ENSGALG00010009020	1941	1223	1887	1044
ENSGALG00010007988	528	223	471	268
ENSGALG00010009497	3	4	3	0
ENSGALG00010014734	156	85	239	139
ENSGALG00010029734	12398	10485	9331	5272
ENSGALG00010002569	68	46	76	49
ENSGALG00010007987	154	194	152	52
ENSGALG00010011915	385	178	448	206
ENSGALG00010012808	1558	980	1536	980
ENSGALG00010012318	104	70	162	99
ENSGALG00010006472	9	8	5	1
ENSGALG00010029717	2	0	4	0
ENSGALG00010022786	16	4	10	0
ENSGALG00010022470	1989	1044	1941	837
ENSGALG00010008321	3022	1644	2581	1496
ENSGALG00010007964	142	103	117	40
ENSGALG00010015135	1	4	3	0
ENSGALG00010023094	552	309	611	331
ENSGALG00010027698	8655	4840	6713	3789
ENSGALG00010005211	9	4	7	1
ENSGALG00010025654	75	51	76	22
ENSGALG00010011577	542	338	439	207
ENSGALG00010013531	4	4	38	21
ENSGALG00010013635	2909	2298	4024	2266
ENSGALG00010007951	1511	691	1257	602
ENSGALG00010026943	387	200	364	227
ENSGALG00010007948	2	1	5	4
ENSGALG00010008228	3	1	2	0
ENSGALG00010020753	2521	1647	1719	1018
ENSGALG00010016393	432	357	462	192
ENSGALG00010007935	489	502	582	410
ENSGALG00010001365	494	305	547	395
ENSGALG00010024711	515	396	459	254
ENSGALG00010007921	302	130	347	214
ENSGALG00010027214	2237	1402	2961	1850
ENSGALG00010026266	6	8	11	1
ENSGALG00010021196	6212	4089	3761	2338
ENSGALG00010008128	1568	1075	1656	1060
ENSGALG00010020686	444	253	438	269
ENSGALG00010013514	324	169	250	193
ENSGALG00010009167	663	528	727	372
ENSGALG00010006001	1578	1102	1805	962
ENSGALG00010001160	321	255	399	241
ENSGALG00010003793	3045	1466	2746	1213
ENSGALG00010021493	1545	820	1267	642
ENSGALG00010013451	391	387	496	259
ENSGALG00010018522	7	6	8	8
ENSGALG00010024580	231	145	153	78
ENSGALG00010024171	2	3	5	0
ENSGALG00010007905	111	63	126	100
ENSGALG00010007898	808	352	421	216
ENSGALG00010003909	1916	1520	2422	2472
ENSGALG00010026260	1	3	9	4
ENSGALG00010011564	770	549	1051	510
ENSGALG00010029283	1375	783	1354	657
ENSGALG00010017138	24	2	38	2
ENSGALG00010008265	372	175	477	147
ENSGALG00010007896	511	328	565	372
ENSGALG00010009104	973	464	728	433
ENSGALG00010008522	119	40	112	51
ENSGALG00010007892	8	14	18	9
ENSGALG00010015029	18038	12326	14237	8088
ENSGALG00010020797	857	475	676	457
ENSGALG00010016999	6	3	4	4
ENSGALG00010008846	29	12	33	14
ENSGALG00010007891	6923	4467	7602	4690
ENSGALG00010007889	1163	860	1161	671
ENSGALG00010001166	796	748	972	515
ENSGALG00010007879	105	108	80	49
ENSGALG00010001351	3026	2276	3705	2305
ENSGALG00010007875	45	0	72	0
ENSGALG00010009112	28	4	17	7
ENSGALG00010003839	5	1	39	19
ENSGALG00010012290	540	457	602	406
ENSGALG00010024947	68	42	92	38
ENSGALG00010007863	1032	101	1237	22
ENSGALG00010007861	50	24	60	25
ENSGALG00010008157	56	21	63	38
ENSGALG00010007857	30	8	90	35
ENSGALG00010003074	2	0	3	0
ENSGALG00010007850	25	15	38	14
ENSGALG00010007849	303	42	118	41
ENSGALG00010029692	5	7	3	0
ENSGALG00010024123	3	3	5	1
ENSGALG00010010698	10	1	28	12
ENSGALG00010008279	40	23	25	16
ENSGALG00010015374	4116	3441	5036	2981
ENSGALG00010000331	175	143	246	98
ENSGALG00010007818	50	54	39	15
ENSGALG00010018796	247	192	224	145
ENSGALG00010009178	47	46	50	19
ENSGALG00010012080	46	55	30	16
ENSGALG00010007809	313	177	359	169
ENSGALG00010028206	748	578	821	473
ENSGALG00010012867	2133	1763	2357	1202
ENSGALG00010007798	1670	840	1566	958
ENSGALG00010001367	14	12	7	8
ENSGALG00010017700	1926	1031	1974	997
ENSGALG00010021426	2260	1339	1717	1516
ENSGALG00010007784	604	408	686	454
ENSGALG00010023050	252	168	268	109
ENSGALG00010007783	831	543	1029	615
ENSGALG00010027576	391	182	316	156
ENSGALG00010020896	4753	12187	8427	20647
ENSGALG00010007991	6752	7179	6620	3843
ENSGALG00010008299	210	199	107	86
ENSGALG00010006173	322	167	318	142
ENSGALG00010007781	7590	4092	6532	3183
ENSGALG00010012859	516	201	403	240
ENSGALG00010015062	44	8	45	13
ENSGALG00010009393	46	12	28	8
ENSGALG00010007763	240	83	127	52
ENSGALG00010000797	79	6	947	923
ENSGALG00010009499	39	24	16	16
ENSGALG00010007758	2820	2077	3690	1995
ENSGALG00010016451	421	199	457	304
ENSGALG00010007753	64	20	207	81
ENSGALG00010003870	222	159	235	184
ENSGALG00010020199	565	305	628	315
ENSGALG00010009129	2	1	9	1
ENSGALG00010007751	700	275	568	255
ENSGALG00010001186	41	23	23	23
ENSGALG00010013139	1227	734	1408	679
ENSGALG00010001586	500	199	582	307
ENSGALG00010024119	1127	665	1084	617
ENSGALG00010008112	18	6	10	25
ENSGALG00010023510	2	1	2	0
ENSGALG00010007719	16	14	13	14
ENSGALG00010014222	0	2	4	0
ENSGALG00010007695	1180	614	1362	508
ENSGALG00010007680	1169	542	1226	575
ENSGALG00010013934	8173	4359	7547	3438
ENSGALG00010028592	49	24	70	33
ENSGALG00010026209	564	410	645	397
ENSGALG00010007673	2	3	4	1
ENSGALG00010007663	1455	583	1368	688
ENSGALG00010007660	839	508	880	442
ENSGALG00010007651	394	412	322	144
ENSGALG00010005247	934	708	1088	567
ENSGALG00010028108	56	2	45	4
ENSGALG00010007767	18	8	13	5
ENSGALG00010018937	13	21	22	16
ENSGALG00010007642	2066	1399	2011	1187
ENSGALG00010007633	764	576	742	415
ENSGALG00010007626	0	2	2	0
ENSGALG00010008897	266	170	277	94
ENSGALG00010008395	29	34	81	40
ENSGALG00010000262	1255	744	1335	680
ENSGALG00010023881	16	19	18	5
ENSGALG00010021405	1089	504	874	539
ENSGALG00010007614	4029	2422	2739	1652
ENSGALG00010007610	330	166	390	237
ENSGALG00010015097	1642	1144	782	174
ENSGALG00010028348	1557	736	318	12
ENSGALG00010027731	743	549	749	458
ENSGALG00010011738	2620	2128	2423	1531
ENSGALG00010007603	831	631	818	424
ENSGALG00010007601	65	44	96	26
ENSGALG00010002421	13	8	10	13
ENSGALG00010013042	4	3	10	4
ENSGALG00010022440	48	23	50	31
ENSGALG00010007593	2548	1889	2642	1554
ENSGALG00010007853	756	624	785	467
ENSGALG00010015856	1275	673	1244	656
ENSGALG00010021136	282	184	363	121
ENSGALG00010007590	189	74	197	77
ENSGALG00010006728	152	68	131	57
ENSGALG00010009525	2	2	5	9
ENSGALG00010002658	332	310	362	199
ENSGALG00010007588	384	251	387	222
ENSGALG00010007586	534	316	208	8
ENSGALG00010006653	1282	810	1213	675
ENSGALG00010027897	7660	5442	7335	3545
ENSGALG00010024625	3065	1815	3081	1300
ENSGALG00010018325	182	69	77	47
ENSGALG00010007581	154	68	175	80
ENSGALG00010009784	395	322	459	353
ENSGALG00010019621	1242	1014	1147	730
ENSGALG00010010929	113	68	135	91
ENSGALG00010008407	1647	407	1166	603
ENSGALG00010025954	14699	9568	16573	8582
ENSGALG00010006735	615	251	462	224
ENSGALG00010007567	44	13	38	17
ENSGALG00010001142	32	24	32	18
ENSGALG00010009842	2242	1775	1779	1228
ENSGALG00010021470	9	9	8	6
ENSGALG00010005785	9271	6804	11102	4606
ENSGALG00010004367	660	460	810	292
ENSGALG00010012358	12329	7977	13245	10181
ENSGALG00010007548	906	594	971	477
ENSGALG00010010958	549	222	445	213
ENSGALG00010007544	252	138	275	136
ENSGALG00010007539	13910	11539	16377	7909
ENSGALG00010007532	462	244	520	245
ENSGALG00010000501	1470	1045	1498	794
ENSGALG00010007529	10	0	4	0
ENSGALG00010007513	148	39	152	52
ENSGALG00010007500	848	313	973	339
ENSGALG00010007479	306	143	229	140
ENSGALG00010011674	4930	4613	7373	3225
ENSGALG00010007465	224	79	563	170
ENSGALG00010013995	9	3	13	1
ENSGALG00010007441	722	469	595	371
ENSGALG00010007433	39	15	22	9
ENSGALG00010029741	441	302	452	272
ENSGALG00010007429	569	379	639	301
ENSGALG00010013488	312	190	350	168
ENSGALG00010023439	3384	2094	3884	2084
ENSGALG00010026909	1569	908	1701	923
ENSGALG00010016412	1554	883	1902	770
ENSGALG00010007422	20	32	26	15
ENSGALG00010013866	7	2	14	1
ENSGALG00010011523	338	258	372	297
ENSGALG00010005585	287	344	324	181
ENSGALG00010026019	132	23	101	84
ENSGALG00010003772	3016	2652	3384	1635
ENSGALG00010011351	91	62	65	35
ENSGALG00010017391	895	856	840	392
ENSGALG00010008358	371	214	377	158
ENSGALG00010022655	6	1	7	0
ENSGALG00010015937	175	75	169	139
ENSGALG00010027160	1842	1119	1661	914
ENSGALG00010014204	404	328	453	280
ENSGALG00010007830	490	310	541	373
ENSGALG00010001869	14	0	9	1
ENSGALG00010011573	269	118	240	108
ENSGALG00010012904	489	195	534	233
ENSGALG00010007387	7	6	2	6
ENSGALG00010007382	911	682	1212	561
ENSGALG00010013573	3	0	5	2
ENSGALG00010019132	792	685	780	494
ENSGALG00010028760	2567	1675	2543	1525
ENSGALG00010017364	1579	1218	1556	934
ENSGALG00010007320	2597	2379	3457	1738
ENSGALG00010027139	213	128	225	104
ENSGALG00010007304	1049	379	842	561
ENSGALG00010007300	423	257	454	237
ENSGALG00010016547	467	168	381	222
ENSGALG00010008149	1436	1159	2049	1625
ENSGALG00010023399	101	102	113	12
ENSGALG00010007259	697	401	726	307
ENSGALG00010008105	285	247	343	230
ENSGALG00010010168	7	1	9	28
ENSGALG00010007252	273	147	245	104
ENSGALG00010005481	19	9	3	0
ENSGALG00010007243	3	0	21	1
ENSGALG00010002837	2275	1308	2490	1195
ENSGALG00010007224	32	18	19	6
ENSGALG00010007217	171	94	181	95
ENSGALG00010007214	167	136	178	136
ENSGALG00010007207	72	30	69	28
ENSGALG00010020905	310	157	314	198
ENSGALG00010007204	540	363	616	369
ENSGALG00010002409	3055	1652	2999	1513
ENSGALG00010026999	1642	807	1885	796
ENSGALG00010007187	256	404	253	130
ENSGALG00010007624	196	225	182	69
ENSGALG00010016969	763	728	875	577
ENSGALG00010028179	668	314	696	194
ENSGALG00010001857	7921	4784	8040	4219
ENSGALG00010007392	9	2	6	4
ENSGALG00010022028	120	197	85	98
ENSGALG00010004018	2430	1718	2863	1406
ENSGALG00010007169	743	408	585	278
ENSGALG00010009634	331	193	344	182
ENSGALG00010007165	284	317	305	297
ENSGALG00010021978	1019	729	907	515
ENSGALG00010020351	231	181	661	252
ENSGALG00010007375	998	322	921	470
ENSGALG00010008969	1026	768	1066	622
ENSGALG00010018834	922	994	1530	707
ENSGALG00010007160	2112	1901	2758	1404
ENSGALG00010000728	64	28	48	16
ENSGALG00010007146	858	499	899	560
ENSGALG00010003858	1321	722	1403	762
ENSGALG00010020309	263	128	220	111
ENSGALG00010004777	173	83	163	60
ENSGALG00010002347	799	387	681	418
ENSGALG00010007133	38	6	24	19
ENSGALG00010003980	35	32	44	20
ENSGALG00010007110	1614	927	1432	1029
