	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00010027348	252	127	90	53
ENSGALG00010028484	112	137	77	42
ENSGALG00010027341	355	225	211	124
ENSGALG00010027340	35	16	148	145
ENSGALG00010027339	894	715	641	443
ENSGALG00010027336	1051	703	724	512
ENSGALG00010027332	3267	2382	2034	1536
ENSGALG00010027327	1295	1106	1263	1088
ENSGALG00010027326	1286	805	718	495
ENSGALG00010028104	782	499	609	605
ENSGALG00010027325	83	75	58	51
ENSGALG00010027324	3268	2975	3080	2290
ENSGALG00010027323	591	464	426	363
ENSGALG00010027322	63	59	19	59
ENSGALG00010027316	10	1	19	5
ENSGALG00010027315	574	554	966	569
ENSGALG00010027313	378	193	206	221
ENSGALG00010027312	232	184	225	183
ENSGALG00010027309	185	302	1303	2278
ENSGALG00010027307	3497	2209	11399	6822
ENSGALG00010027297	0	0	14	9
ENSGALG00010027293	117	62	73	42
ENSGALG00010029407	992	677	498	505
ENSGALG00010027288	2720	1503	982	819
ENSGALG00010027282	2037	1466	600	507
ENSGALG00010027275	545	612	205	287
ENSGALG00010027271	15	8	10	7
ENSGALG00010027268	3373	2253	1854	1150
ENSGALG00010027264	2369	1548	1242	1176
ENSGALG00010027263	306	106	167	198
ENSGALG00010027262	415	294	367	304
ENSGALG00010027261	528	293	324	239
ENSGALG00010027255	270	139	177	153
ENSGALG00010027253	1760	780	950	774
ENSGALG00010027244	1590	809	5067	2609
ENSGALG00010027242	202	90	109	134
ENSGALG00010027241	8	9	0	2
ENSGALG00010027239	894	632	745	519
ENSGALG00010027229	686	581	395	270
ENSGALG00010028444	12	9	11	14
ENSGALG00010027228	100	31	77	65
ENSGALG00010027227	1643	867	951	1024
ENSGALG00010027226	1	3	0	2
ENSGALG00010027224	40	57	29	9
ENSGALG00010027223	410	328	288	268
ENSGALG00010029466	425	273	207	158
ENSGALG00010027221	66	27	46	19
ENSGALG00010027219	2386	1410	1563	1499
ENSGALG00010027217	2	2	0	1
ENSGALG00010027215	796	415	316	174
ENSGALG00010027213	5	2	12	6
ENSGALG00010027212	23	18	11	10
ENSGALG00010027209	3520	3224	1896	1666
ENSGALG00010027206	49	86	15	30
ENSGALG00010027205	122	24	62	80
ENSGALG00010028031	3015	2252	1919	2647
ENSGALG00010027200	206	117	1834	488
ENSGALG00010027199	51	51	35	11
ENSGALG00010027196	487	319	3378	2833
ENSGALG00010027194	73	44	52	75
ENSGALG00010027193	5	1	3	2
ENSGALG00010027190	604	280	471	509
ENSGALG00010027188	9	4	34	21
ENSGALG00010027187	106	54	90	95
ENSGALG00010027186	62	17	40	39
ENSGALG00010027185	588	341	484	460
ENSGALG00010027179	0	0	20	3
ENSGALG00010027176	2553	1966	2048	2065
ENSGALG00010027174	4269	2403	9899	8426
ENSGALG00010027171	75	36	69	91
ENSGALG00010027168	962	481	407	245
ENSGALG00010027163	2484	1971	2412	2044
ENSGALG00010027162	5255	3409	2507	1710
ENSGALG00010027161	2546	1720	952	908
ENSGALG00010027155	482	470	154	137
ENSGALG00010027150	920	685	506	447
ENSGALG00010029410	18	2	24	3
ENSGALG00010027467	595	367	369	318
ENSGALG00010027147	13748	13976	11296	11396
ENSGALG00010027872	4590	3633	1828	1758
ENSGALG00010027146	574	387	815	523
ENSGALG00010027270	4	2	5	8
ENSGALG00010027143	293	219	158	111
ENSGALG00010029152	183	112	102	107
ENSGALG00010027140	0	0	24	7
ENSGALG00010027135	453	211	573	398
ENSGALG00010027134	963	640	296	175
ENSGALG00010027130	1466	1312	529	471
ENSGALG00010027129	2262	1550	1140	893
ENSGALG00010027126	257	342	132	83
ENSGALG00010027121	7	4	22	5
ENSGALG00010027120	5	1	7	1
ENSGALG00010027119	1740	1328	4267	2756
ENSGALG00010027118	702	820	271	309
ENSGALG00010027141	4	3	10	2
ENSGALG00010027114	29117	26563	19345	13180
ENSGALG00010027113	690	517	406	302
ENSGALG00010027110	909	544	4236	1985
ENSGALG00010027109	174	52	91	73
ENSGALG00010027107	1671	831	1118	860
ENSGALG00010027104	7	3	3	7
ENSGALG00010027102	420	362	353	297
ENSGALG00010027101	1368	1016	880	799
ENSGALG00010027100	333	159	179	140
ENSGALG00010027097	1524	1005	1621	1022
ENSGALG00010027089	3	5	2	3
ENSGALG00010027088	4	1	0	2
ENSGALG00010027087	3530	2652	3647	1188
ENSGALG00010027084	1804	1538	1464	1005
ENSGALG00010027081	2584	3420	8177	6316
ENSGALG00010028043	375	275	203	155
ENSGALG00010027080	1274	1262	1265	1004
ENSGALG00010027079	800	488	612	493
ENSGALG00010027078	299	157	223	185
ENSGALG00010027077	3506	1723	5794	4187
ENSGALG00010027076	1381	1245	187	63
ENSGALG00010027075	3366	1874	6541	2856
ENSGALG00010027074	469	400	281	350
ENSGALG00010027052	385	191	324	295
ENSGALG00010027043	6	3	10	30
ENSGALG00010027040	1720	1325	782	515
ENSGALG00010027027	1828	1003	1573	1835
ENSGALG00010027015	331	286	152	13
ENSGALG00010027001	136	104	156	152
ENSGALG00010026982	2409	2030	1751	1534
ENSGALG00010026977	994	560	619	521
ENSGALG00010026973	5032	3487	4818	1737
ENSGALG00010026972	65	28	82	43
ENSGALG00010026960	5595	2500	3080	2289
ENSGALG00010026958	1595	997	643	542
ENSGALG00010026954	36	17	17	6
ENSGALG00010026951	523	309	276	233
ENSGALG00010029598	603	491	490	432
ENSGALG00010029718	2383	1432	2155	1135
ENSGALG00010026924	1645	1833	758	1002
ENSGALG00010026919	438	223	180	238
ENSGALG00010026917	590	570	447	444
ENSGALG00010026916	100	65	79	49
ENSGALG00010026907	547	258	306	291
ENSGALG00010026901	64	19	19	13
ENSGALG00010026898	4673	5329	3488	4739
ENSGALG00010026889	22	11	12	10
ENSGALG00010026885	177	185	199	54
ENSGALG00010026856	872	642	815	688
ENSGALG00010026846	5260	3602	3691	2854
ENSGALG00010026839	89	74	75	65
ENSGALG00010026834	1	2	5	6
ENSGALG00010026827	5232	5438	1611	2454
ENSGALG00010026825	162	64	146	114
ENSGALG00010026796	47	44	41	31
ENSGALG00010026775	1869	968	5313	3314
ENSGALG00010026770	38	20	309	178
ENSGALG00010029629	2827	1629	904	574
ENSGALG00010026731	15	13	50	32
ENSGALG00010026724	1061	553	502	283
ENSGALG00010026715	795	439	574	622
ENSGALG00010026707	366	228	167	147
ENSGALG00010026704	951	467	1373	1072
ENSGALG00010026874	96	29	98	39
ENSGALG00010026697	106	45	54	22
ENSGALG00010027257	1	0	12	5
ENSGALG00010026690	0	0	17	9
ENSGALG00010026686	62	76	68	95
ENSGALG00010029235	860	779	391	390
ENSGALG00010027252	1024	654	589	592
ENSGALG00010026643	954	573	643	532
ENSGALG00010028518	1164	925	839	726
ENSGALG00010026625	15	7	419	294
ENSGALG00010026595	4	6	2	1
ENSGALG00010026588	3773	2380	856	564
ENSGALG00010026568	1042	707	508	362
ENSGALG00010026566	448	184	190	158
ENSGALG00010026560	5	16	3	4
ENSGALG00010026550	2707	1355	8856	7210
ENSGALG00010026539	1	1	3	4
ENSGALG00010026522	496	394	241	209
ENSGALG00010026492	757	545	340	321
ENSGALG00010026485	827	413	392	285
ENSGALG00010026481	1	0	20	4
ENSGALG00010026480	255	180	240	211
ENSGALG00010026458	10	7	12	9
ENSGALG00010026457	2258	1669	1651	1324
ENSGALG00010026448	776	716	705	367
ENSGALG00010026443	94	70	53	42
ENSGALG00010026427	14	16	12	13
ENSGALG00010026409	8	2	6	1
ENSGALG00010026388	1643	939	970	735
ENSGALG00010027654	5815	3045	1897	998
ENSGALG00010026334	3098	2363	11235	9375
ENSGALG00010026321	4448	4429	5564	5718
ENSGALG00010026320	8	5	32	14
ENSGALG00010026295	411	270	257	235
ENSGALG00010026272	248	104	80	78
ENSGALG00010026264	34	38	41	28
ENSGALG00010026262	1194	930	266	167
ENSGALG00010026261	83	41	34	27
ENSGALG00010026252	304	185	117	55
ENSGALG00010026249	3	5	134	57
ENSGALG00010026242	10	2	2	0
ENSGALG00010026239	0	0	7	3
ENSGALG00010028392	6865	6196	5634	5591
ENSGALG00010026584	918	556	484	458
ENSGALG00010026229	139	22	60	39
ENSGALG00010026221	1943	1549	1126	990
ENSGALG00010026220	1467	826	833	870
ENSGALG00010029479	268	434	91	152
ENSGALG00010026213	2138	1500	1886	1089
ENSGALG00010026173	2386	1965	2096	1637
ENSGALG00010029418	2402	2589	1320	1538
ENSGALG00010026167	801	411	404	358
ENSGALG00010026166	16	5	13	8
ENSGALG00010026163	4550	4494	3035	1776
ENSGALG00010026149	3525	1886	4153	3154
ENSGALG00010026143	1968	1231	975	659
ENSGALG00010026132	878	656	307	254
ENSGALG00010026121	339	220	200	137
ENSGALG00010027280	720	384	984	1034
ENSGALG00010026117	1155	797	728	562
ENSGALG00010026112	3930	2990	4002	4083
ENSGALG00010026106	430	269	485	413
ENSGALG00010028006	117	68	68	91
ENSGALG00010026104	693	566	487	506
ENSGALG00010026098	11453	7326	17627	14741
ENSGALG00010026095	751	596	409	323
ENSGALG00010026093	263	192	184	137
ENSGALG00010026091	2186	1071	1020	811
ENSGALG00010026083	152	108	139	111
ENSGALG00010026081	1535	981	992	931
ENSGALG00010026068	1813	1343	1666	1142
ENSGALG00010026064	259	179	164	95
ENSGALG00010026062	5777	1972	2191	2139
ENSGALG00010026061	14472	5122	27689	17251
ENSGALG00010026041	0	2	9	6
ENSGALG00010026037	217	35	197	264
ENSGALG00010026036	488	412	144	144
ENSGALG00010027344	3	3	5	1
ENSGALG00010026026	12	9	33	13
ENSGALG00010026018	25	7	18	20
ENSGALG00010026016	25	12	15	6
ENSGALG00010026013	579	327	218	189
ENSGALG00010026006	40174	31371	37353	31679
ENSGALG00010026002	868754	554888	368944	226856
ENSGALG00010026001	965	593	839	750
ENSGALG00010025999	164	169	122	151
ENSGALG00010025998	1089	1006	562	414
ENSGALG00010025997	607	476	430	324
ENSGALG00010025994	393	289	251	176
ENSGALG00010029184	811	644	1017	583
ENSGALG00010025990	332	299	133	139
ENSGALG00010025988	1331	937	1256	683
ENSGALG00010025985	701	565	250	254
ENSGALG00010025978	2	3	0	0
ENSGALG00010025970	579	395	366	312
ENSGALG00010025968	1268	752	1150	604
ENSGALG00010025959	398	319	125	109
ENSGALG00010025957	477	285	210	121
ENSGALG00010025953	13	5	7	8
ENSGALG00010025951	1112	718	538	277
ENSGALG00010025940	1316	961	885	695
ENSGALG00010025937	1	0	8	3
ENSGALG00010025932	2	2	27	9
ENSGALG00010025926	4	0	0	2
ENSGALG00010025919	12	14	8	24
ENSGALG00010025914	2	0	3	0
ENSGALG00010025913	499	366	368	243
ENSGALG00010025910	719	412	245	159
ENSGALG00010025907	10811	14131	5239	5795
ENSGALG00010025905	5828	3855	4382	3300
ENSGALG00010025897	866	718	667	580
ENSGALG00010025891	865	594	165	93
ENSGALG00010025890	13	7	32	19
ENSGALG00010025882	182	65	42	34
ENSGALG00010025881	0	0	4	2
ENSGALG00010025870	105	92	61	27
ENSGALG00010025862	11	11	14	9
ENSGALG00010029775	2399	1886	1674	632
ENSGALG00010027443	697	535	434	282
ENSGALG00010025837	137	107	155	175
ENSGALG00010025836	716	361	407	430
ENSGALG00010025835	1633	871	1092	1183
ENSGALG00010025832	126	70	64	62
ENSGALG00010025831	838	584	722	617
ENSGALG00010025829	324	152	10	17
ENSGALG00010025805	3260	2424	2339	1947
ENSGALG00010025800	96	68	72	80
ENSGALG00010029555	55	25	20	17
ENSGALG00010025791	21	6	2	1
ENSGALG00010025748	5	0	4	0
ENSGALG00010025745	16	16	17	17
ENSGALG00010025743	4219	4341	8077	5004
ENSGALG00010025723	4312	3605	3256	2743
ENSGALG00010025708	5	4	1	0
ENSGALG00010025702	41	27	31	30
ENSGALG00010025696	204	130	144	81
ENSGALG00010025688	3	0	49	7
ENSGALG00010025685	9350	5866	4424	2395
ENSGALG00010025679	14	7	3	8
ENSGALG00010025671	29	123	26	73
ENSGALG00010028177	152	122	127	121
ENSGALG00010027157	51	21	32	68
ENSGALG00010025665	7	0	1	5
ENSGALG00010025710	0	3	1	2
ENSGALG00010025661	614	431	441	285
ENSGALG00010029209	283	167	200	172
ENSGALG00010025660	32	27	30	14
ENSGALG00010025658	727	416	521	348
ENSGALG00010025653	6	3	14	6
ENSGALG00010025650	6	0	3	0
ENSGALG00010025648	1147	532	314	177
ENSGALG00010025647	20	20	14	17
ENSGALG00010025645	12889	12812	14975	13174
ENSGALG00010025642	10401	9985	10159	6004
ENSGALG00010028075	19	13	10	7
ENSGALG00010025635	1293	979	1433	1104
ENSGALG00010025632	3	6	3	10
ENSGALG00010025629	2858	1505	3240	2068
ENSGALG00010029575	0	0	3	7
ENSGALG00010025623	759	447	1486	983
ENSGALG00010025620	0	2	14	6
ENSGALG00010028035	5	0	14	12
ENSGALG00010025618	22	16	32	11
ENSGALG00010025612	375	220	147	96
ENSGALG00010025609	3	2	7	13
ENSGALG00010028375	1320	744	946	508
ENSGALG00010025606	848	653	900	542
ENSGALG00010025604	478	231	576	399
ENSGALG00010025603	15	4	13	21
ENSGALG00010025599	290	244	151	152
ENSGALG00010025598	0	0	48	11
ENSGALG00010025595	522	363	223	167
ENSGALG00010025592	32216	23099	32349	21568
ENSGALG00010025588	373	131	231	369
ENSGALG00010025587	14	4	6	0
ENSGALG00010025585	2446	2391	2730	2025
ENSGALG00010029425	1585	1672	1697	1597
ENSGALG00010025582	649	421	466	352
ENSGALG00010025580	18	9	11	5
ENSGALG00010025578	426	416	392	266
ENSGALG00010025575	4	4	3	2
ENSGALG00010025573	6	4	2	1
ENSGALG00010025572	3194	2199	2390	2108
ENSGALG00010025571	2774	1736	2471	2065
ENSGALG00010025563	200	135	121	71
ENSGALG00010025562	147	60	158	88
ENSGALG00010025560	55	40	33	38
ENSGALG00010025559	18	19	9	12
ENSGALG00010025556	12	0	4	6
ENSGALG00010025553	899	683	516	402
ENSGALG00010025541	276	114	181	178
ENSGALG00010027720	9638	11984	7261	8825
ENSGALG00010025534	3	1	4	1
ENSGALG00010025531	328	189	391	301
ENSGALG00010025527	28	4	10	5
ENSGALG00010025523	166	121	154	124
ENSGALG00010025522	835	734	490	440
ENSGALG00010025520	508	490	136	180
ENSGALG00010025512	1912	1395	1517	1193
ENSGALG00010025510	6	5	8	0
ENSGALG00010025508	4350	3077	2007	1294
ENSGALG00010025499	7	1	8	2
ENSGALG00010025496	880	808	884	539
ENSGALG00010025488	83	48	93	76
ENSGALG00010025485	632	428	541	181
ENSGALG00010025481	997	651	771	444
ENSGALG00010025477	5352	4022	4985	4852
ENSGALG00010025470	414	196	228	266
ENSGALG00010025459	414	231	150	155
ENSGALG00010025458	678	470	412	273
ENSGALG00010025454	54	20	42	62
ENSGALG00010025452	1328	957	1084	992
ENSGALG00010025449	292	448	216	169
ENSGALG00010025557	2909	1123	1483	1123
ENSGALG00010025445	1199	997	853	588
ENSGALG00010025443	54	21	61	46
ENSGALG00010029771	8	4	4	4
ENSGALG00010026102	972	740	480	489
ENSGALG00010025442	1352	959	880	715
ENSGALG00010025438	846	326	331	462
ENSGALG00010025435	228	142	183	158
ENSGALG00010025433	1472	1069	701	510
ENSGALG00010025432	0	0	6	5
ENSGALG00010025428	184	91	97	73
ENSGALG00010025427	107	60	63	75
ENSGALG00010025423	1	2	5	0
ENSGALG00010025422	3124	2874	2332	2576
ENSGALG00010029171	486	382	337	210
ENSGALG00010025415	2330	1478	5413	3362
ENSGALG00010025413	188	114	50	34
ENSGALG00010025406	23	16	18	14
ENSGALG00010025404	22	2	0	0
ENSGALG00010025398	1702	1251	1124	896
ENSGALG00010025390	1145	483	592	673
ENSGALG00010025384	1	0	7	4
ENSGALG00010027729	175	55	131	17
ENSGALG00010025379	365	272	198	146
ENSGALG00010025378	1	0	10	10
ENSGALG00010025377	6106	3297	4191	2903
ENSGALG00010025373	318	173	188	167
ENSGALG00010025369	0	0	11	18
ENSGALG00010025368	27557	16866	9390	4756
ENSGALG00010025362	35	19	13	11
ENSGALG00010025360	541	430	785	435
ENSGALG00010025359	155	87	105	156
ENSGALG00010025358	117	43	85	39
ENSGALG00010025355	6418	4949	4642	3812
ENSGALG00010025351	1057	489	767	818
ENSGALG00010025349	1739	1737	986	821
ENSGALG00010025348	4626	3998	2066	2299
ENSGALG00010025345	2953	2311	3670	3223
ENSGALG00010025343	324	95	303	179
ENSGALG00010025342	353	230	261	160
ENSGALG00010029547	2216	1828	875	712
ENSGALG00010025338	518	328	189	203
ENSGALG00010025336	5062	2184	3960	4869
ENSGALG00010025334	1591	1250	1032	832
ENSGALG00010025330	9	0	13	19
ENSGALG00010025329	10	6	15	14
ENSGALG00010025316	2702	998	1403	1391
ENSGALG00010025311	4	1	3	2
ENSGALG00010025305	1	0	4	6
ENSGALG00010025303	2170	2154	1377	1080
ENSGALG00010025298	1	1	4	8
ENSGALG00010025280	20	22	12	8
ENSGALG00010025272	150	114	115	96
ENSGALG00010028426	62	30	41	34
ENSGALG00010025271	2385	1325	2066	1407
ENSGALG00010025268	470	315	199	196
ENSGALG00010025257	1380	675	411	319
ENSGALG00010025256	265	194	449	302
ENSGALG00010027256	492	248	297	234
ENSGALG00010025252	3537	2018	1870	1314
ENSGALG00010025245	3235	1795	3236	2444
ENSGALG00010025243	354	199	263	270
ENSGALG00010025238	31	11	21	16
ENSGALG00010025232	428	239	238	171
ENSGALG00010025229	1763	1045	8735	7106
ENSGALG00010025228	239	122	155	124
ENSGALG00010025214	38	26	164	30
ENSGALG00010025207	967	1095	570	679
ENSGALG00010025204	545	443	701	737
ENSGALG00010025200	2833	1622	1605	1375
ENSGALG00010025188	19	29	9	19
ENSGALG00010025186	221	103	99	68
ENSGALG00010025172	3	0	2	0
ENSGALG00010025170	710	381	277	236
ENSGALG00010025168	21	14	15	22
ENSGALG00010027644	162	133	686	608
ENSGALG00010025156	1369	848	661	535
ENSGALG00010025149	31	29	98	76
ENSGALG00010025144	69	32	85	74
ENSGALG00010025138	18	20	26	12
ENSGALG00010025130	3103	1285	1677	1253
ENSGALG00010025125	4862	2487	2890	1775
ENSGALG00010025121	246	168	182	118
ENSGALG00010025114	1662	1112	1245	1177
ENSGALG00010025113	2221	1086	1473	958
ENSGALG00010025102	4712	3063	4215	1994
ENSGALG00010025098	13778	9198	7462	4164
ENSGALG00010025097	678	345	457	527
ENSGALG00010025939	2	0	2	8
ENSGALG00010025078	3	0	2	1
ENSGALG00010025073	404	219	8459	7011
ENSGALG00010025067	76	31	77	36
ENSGALG00010025057	2281	1234	1257	1226
ENSGALG00010025056	1024	752	1082	937
ENSGALG00010025055	352	191	440	570
ENSGALG00010029582	8244	4225	4214	3699
ENSGALG00010025044	9	12	7	13
ENSGALG00010025042	19	29	44	8
ENSGALG00010025039	17073	7031	2698	1657
ENSGALG00010025032	144	74	72	24
ENSGALG00010025031	650	396	417	335
ENSGALG00010025030	32	9	49	36
ENSGALG00010025028	165	92	299	375
ENSGALG00010025019	4	1	3	11
ENSGALG00010025012	29	23	30	26
ENSGALG00010025005	1150	602	727	766
ENSGALG00010025003	5	13	14	41
ENSGALG00010024997	57	43	55	67
ENSGALG00010024996	284	229	333	254
ENSGALG00010024994	935	638	544	384
ENSGALG00010024983	0	0	12	2
ENSGALG00010024982	60	30	26	35
ENSGALG00010024974	7153	4144	8378	4196
ENSGALG00010026673	789	525	1068	842
ENSGALG00010024973	166	103	109	112
ENSGALG00010024970	3700	1641	1865	1601
ENSGALG00010024966	2255	2850	1049	1054
ENSGALG00010024963	27	13	48	8
ENSGALG00010024961	790	517	629	500
ENSGALG00010024960	506	345	372	324
ENSGALG00010024953	32	9	14	12
ENSGALG00010024949	1234	821	756	527
ENSGALG00010027292	1836	1326	1428	1457
ENSGALG00010024946	38	34	16	5
ENSGALG00010024944	1219	757	631	391
ENSGALG00010024943	246	178	185	158
ENSGALG00010024942	2171	1447	2483	2088
ENSGALG00010024937	773	583	348	302
ENSGALG00010025304	430	255	196	158
ENSGALG00010024934	262	178	174	107
ENSGALG00010028491	1187	729	2119	1418
ENSGALG00010024931	1204	737	2792	2624
ENSGALG00010024927	357	226	199	116
ENSGALG00010024923	4	1	6	3
ENSGALG00010024921	485	189	259	269
ENSGALG00010024917	417	282	288	288
ENSGALG00010024910	3230	3103	3214	2443
ENSGALG00010024909	12	4	4	9
ENSGALG00010024908	311	228	205	156
ENSGALG00010024905	18	4	14	17
ENSGALG00010024899	257	199	199	161
ENSGALG00010024898	308	186	223	123
ENSGALG00010024897	209	126	126	117
ENSGALG00010024896	979	743	824	579
ENSGALG00010024894	2062	1289	10213	9018
ENSGALG00010024893	901	828	696	592
ENSGALG00010024890	4573	4192	3379	3012
ENSGALG00010024888	2112	1557	798	728
ENSGALG00010024886	12	5	440	360
ENSGALG00010024885	55	8	87	624
ENSGALG00010024883	960	776	870	796
ENSGALG00010024882	11140	9348	10649	6143
ENSGALG00010024877	687	574	739	552
ENSGALG00010024875	2	0	3	2
ENSGALG00010024873	8514	5476	2648	1652
ENSGALG00010024871	51	19	42	35
ENSGALG00010024869	801	627	525	304
ENSGALG00010024865	372	196	284	329
ENSGALG00010024859	500	344	324	269
ENSGALG00010024858	1321	905	400	360
ENSGALG00010024857	7255	6088	6372	3679
ENSGALG00010024856	3857	2970	1351	1622
ENSGALG00010024855	6939	4301	3517	2631
ENSGALG00010024854	111	70	61	68
ENSGALG00010024853	240	203	120	172
ENSGALG00010024852	203	117	109	140
ENSGALG00010027425	3	3	16	13
ENSGALG00010026894	2179	1830	1356	1373
ENSGALG00010024850	72	29	17	19
ENSGALG00010024849	307	253	180	280
ENSGALG00010024848	4873	3637	2838	2350
ENSGALG00010024844	2480	1776	6631	2477
ENSGALG00010024843	1248	724	912	706
ENSGALG00010024841	109	72	53	38
ENSGALG00010024840	2445	1059	1231	880
ENSGALG00010024838	6	3	3	2
ENSGALG00010024837	3415	1678	787	1021
ENSGALG00010024836	907	457	550	351
ENSGALG00010027600	189	161	79	42
ENSGALG00010024834	3418	1450	1129	517
ENSGALG00010024831	1	2	3	3
ENSGALG00010024828	1201	829	709	472
ENSGALG00010024824	2037	1444	983	1026
ENSGALG00010024821	2853	1546	1703	1124
ENSGALG00010024820	138	60	81	70
ENSGALG00010024814	61	22	29	29
ENSGALG00010025147	1001	724	620	571
ENSGALG00010024812	4633	3454	4906	4944
ENSGALG00010024811	91	70	108	80
ENSGALG00010024807	154	134	134	138
ENSGALG00010024804	538	344	445	319
ENSGALG00010024801	243	145	228	179
ENSGALG00010024800	570	369	318	311
ENSGALG00010029742	1798	868	639	575
ENSGALG00010024799	1850	1063	1358	1441
ENSGALG00010024797	373	274	324	192
ENSGALG00010026980	284	259	126	123
ENSGALG00010024793	2806	1827	1499	1144
ENSGALG00010024789	524	361	276	298
ENSGALG00010024787	1893	1506	1007	626
ENSGALG00010024784	272	165	98	75
ENSGALG00010024783	17	6	23	12
ENSGALG00010024778	1532	1230	570	433
ENSGALG00010024776	707	406	366	254
ENSGALG00010024773	2624	1951	869	165
ENSGALG00010024765	312	285	256	232
ENSGALG00010027926	112	55	52	24
ENSGALG00010024764	703	234	3116	1635
ENSGALG00010024761	144	83	234	215
ENSGALG00010024757	1957	984	1168	926
ENSGALG00010024754	2472	1612	1750	1019
ENSGALG00010024752	94	35	25	9
ENSGALG00010024751	693	392	368	414
ENSGALG00010028855	646	518	544	342
ENSGALG00010024748	854	866	131	91
ENSGALG00010024747	555	329	277	252
ENSGALG00010024745	404	276	137	57
ENSGALG00010026899	558	254	528	485
ENSGALG00010024738	2064	1248	1107	1211
ENSGALG00010024737	3091	1576	3875	3385
ENSGALG00010024734	2059	1582	1111	962
ENSGALG00010024733	1245	751	947	922
ENSGALG00010024732	413	248	342	281
ENSGALG00010024729	68	12	63	24
ENSGALG00010024723	1852	895	1747	2037
ENSGALG00010024722	73	27	44	38
ENSGALG00010024719	307	182	225	169
ENSGALG00010024718	250	141	212	186
ENSGALG00010024716	406	291	334	256
ENSGALG00010024714	1466	910	1051	695
ENSGALG00010024708	1480	717	926	972
ENSGALG00010024707	2567	1766	1705	1473
ENSGALG00010024703	26	22	11	7
ENSGALG00010027707	1159	615	540	436
ENSGALG00010024702	4	1	8	9
ENSGALG00010024699	368	201	146	101
ENSGALG00010024697	1	3	2	5
ENSGALG00010024696	2285	1629	1380	1090
ENSGALG00010024695	7	0	4	0
ENSGALG00010028037	19	13	11	6
ENSGALG00010024693	10707	8512	11962	2800
ENSGALG00010028316	937	670	651	465
ENSGALG00010024691	320	250	195	97
ENSGALG00010024690	585	414	919	418
ENSGALG00010024686	1407	600	554	429
ENSGALG00010027235	79	31	238	254
