	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00010024180	234	211	169	134
ENSGALG00010024177	1777	1320	1683	1716
ENSGALG00010024175	45	13	5	2
ENSGALG00010024172	6	3	82	80
ENSGALG00010024170	1355	1052	970	927
ENSGALG00010024168	3	4	1	3
ENSGALG00010024165	28	27	32	22
ENSGALG00010024163	536	347	212	135
ENSGALG00010024162	5	1	5	2
ENSGALG00010024159	616	393	436	340
ENSGALG00010024158	34	24	34	15
ENSGALG00010029713	5775	4828	1388	1301
ENSGALG00010024155	237	169	72	42
ENSGALG00010024154	21	9	14	11
ENSGALG00010024152	53	30	200	175
ENSGALG00010024151	4473	2134	1277	1098
ENSGALG00010024150	172	88	129	54
ENSGALG00010027455	1722	1737	1187	1603
ENSGALG00010024148	3002	1844	1630	1250
ENSGALG00010025976	722	389	827	819
ENSGALG00010024146	9	1	1	3
ENSGALG00010028600	1116	944	733	592
ENSGALG00010024144	15939	7949	8660	7921
ENSGALG00010024143	2088	1316	2302	1680
ENSGALG00010024141	1328	788	1129	1045
ENSGALG00010024138	7182	5071	1567	1324
ENSGALG00010024137	6	1	7	5
ENSGALG00010024136	2143	1704	1191	909
ENSGALG00010024133	2327	1695	1612	1226
ENSGALG00010024129	1009	472	618	738
ENSGALG00010024127	2	0	7	0
ENSGALG00010024126	63	36	27	23
ENSGALG00010024122	436	277	290	254
ENSGALG00010024519	1393	1046	850	628
ENSGALG00010024121	97	64	49	65
ENSGALG00010024118	128	68	70	43
ENSGALG00010024116	158	177	76	126
ENSGALG00010024115	388	281	257	165
ENSGALG00010024114	212	136	192	137
ENSGALG00010027977	480	267	173	119
ENSGALG00010024112	2248	1330	1237	1199
ENSGALG00010024111	45	20	46	48
ENSGALG00010024110	1187	720	1006	1047
ENSGALG00010024106	3275	2590	1823	1546
ENSGALG00010024101	597	403	485	401
ENSGALG00010027445	375	261	440	254
ENSGALG00010025341	1228	680	446	336
ENSGALG00010024096	517	308	328	221
ENSGALG00010024089	90	30	89	64
ENSGALG00010024086	1073	823	581	698
ENSGALG00010027674	4173	4131	2731	1807
ENSGALG00010028136	140	110	83	90
ENSGALG00010024077	265	148	178	133
ENSGALG00010024074	649	302	1490	1404
ENSGALG00010024073	1561	623	821	816
ENSGALG00010024066	74	30	69	56
ENSGALG00010024063	1237	877	1072	805
ENSGALG00010024062	678	571	697	572
ENSGALG00010024060	394	279	146	223
ENSGALG00010024058	42	31	16	6
ENSGALG00010024056	3	2	4	2
ENSGALG00010024052	401	189	642	443
ENSGALG00010024035	1420	994	972	517
ENSGALG00010024025	2	0	6	1
ENSGALG00010024024	671	356	305	426
ENSGALG00010024023	4	0	2	0
ENSGALG00010024021	4122	1857	4493	3333
ENSGALG00010024017	117	106	34	29
ENSGALG00010024011	1318	919	857	905
ENSGALG00010024010	3652	2673	2950	1538
ENSGALG00010024009	1882	956	1061	758
ENSGALG00010024008	267	131	371	272
ENSGALG00010024005	14	15	82	55
ENSGALG00010024415	1100	663	1378	1057
ENSGALG00010024003	20	16	47	62
ENSGALG00010024001	22	26	29	19
ENSGALG00010023999	806	596	720	510
ENSGALG00010023992	139	85	139	150
ENSGALG00010023991	4991	3174	2043	1339
ENSGALG00010023989	649	370	240	272
ENSGALG00010029153	562	278	215	193
ENSGALG00010023984	9230	7053	5584	3756
ENSGALG00010023981	81	58	782	367
ENSGALG00010025337	465	292	374	308
ENSGALG00010023978	693	380	640	640
ENSGALG00010023974	5224	2389	3524	3077
ENSGALG00010027112	85	40	64	53
ENSGALG00010023972	60	28	2341	1177
ENSGALG00010023968	312	242	159	115
ENSGALG00010024488	193	107	336	216
ENSGALG00010023967	2	4	2	3
ENSGALG00010023962	374	209	181	139
ENSGALG00010024034	14	2	6	12
ENSGALG00010023957	3987	3292	2356	1595
ENSGALG00010026438	987	502	497	290
ENSGALG00010023956	5	5	1	1
ENSGALG00010023954	1188	757	463	286
ENSGALG00010023948	197	119	395	323
ENSGALG00010023946	107	68	74	69
ENSGALG00010023940	3339	1353	2288	1325
ENSGALG00010023937	3287	1840	1309	1213
ENSGALG00010023935	16	13	15	13
ENSGALG00010023931	511	277	341	321
ENSGALG00010023927	6208	4296	2750	2061
ENSGALG00010029313	57	27	44	22
ENSGALG00010023926	15821	16903	15494	12673
ENSGALG00010023923	866	632	936	477
ENSGALG00010023917	1332	794	856	838
ENSGALG00010023913	1676	859	945	691
ENSGALG00010029767	1228	767	601	373
ENSGALG00010023911	1417	1029	873	652
ENSGALG00010023910	1098	524	348	437
ENSGALG00010023896	166	76	106	80
ENSGALG00010023894	6	11	12	5
ENSGALG00010023890	949	555	731	913
ENSGALG00010023888	687	510	300	205
ENSGALG00010023887	1649	695	996	1387
ENSGALG00010023883	210	138	370	183
ENSGALG00010023879	2595	2330	1097	756
ENSGALG00010025889	5	2	2	0
ENSGALG00010023876	52	39	60	49
ENSGALG00010023874	10877	10069	6229	6715
ENSGALG00010023872	40	15	1103	1223
ENSGALG00010023871	2577	1673	1447	907
ENSGALG00010023867	63	46	51	40
ENSGALG00010023866	2134	1661	1137	921
ENSGALG00010023863	3	0	2	0
ENSGALG00010023861	97	62	92	103
ENSGALG00010023857	1726	1712	1075	1026
ENSGALG00010023851	345	222	138	132
ENSGALG00010023850	3759	3030	2986	2408
ENSGALG00010023847	5320	4295	7829	5151
ENSGALG00010028010	641	549	574	553
ENSGALG00010023836	1430	961	966	549
ENSGALG00010023831	3	0	2	0
ENSGALG00010023828	86	61	115	66
ENSGALG00010023826	627	307	381	288
ENSGALG00010023822	142	81	75	75
ENSGALG00010029644	171	115	176	122
ENSGALG00010023819	7511	7501	5506	5241
ENSGALG00010023817	272	141	116	94
ENSGALG00010023815	107	110	85	72
ENSGALG00010023813	47	52	31	29
ENSGALG00010023811	815	481	521	398
ENSGALG00010023806	149	78	83	127
ENSGALG00010023805	2686	2680	2596	1887
ENSGALG00010027938	495	463	586	752
ENSGALG00010023802	36	11	196	127
ENSGALG00010023800	682	435	302	246
ENSGALG00010023798	4574	3418	2247	1964
ENSGALG00010024183	522	331	284	188
ENSGALG00010023794	278	217	43	9
ENSGALG00010023793	787	430	462	302
ENSGALG00010023792	1841	1209	1007	754
ENSGALG00010023791	805	466	554	380
ENSGALG00010023790	6	1	17	7
ENSGALG00010023788	373	186	211	227
ENSGALG00010023784	1	0	2	6
ENSGALG00010023783	3515	2038	1469	1102
ENSGALG00010023782	165	160	133	91
ENSGALG00010023777	1103	1094	1149	715
ENSGALG00010025437	20	10	25	25
ENSGALG00010023770	233	155	102	105
ENSGALG00010026516	1496	939	583	299
ENSGALG00010023767	270	97	1413	505
ENSGALG00010023766	156	131	124	161
ENSGALG00010023764	1888	1153	963	561
ENSGALG00010023760	728	463	550	372
ENSGALG00010029419	240	131	264	163
ENSGALG00010023752	49	41	37	10
ENSGALG00010029369	3316	1708	2285	1132
ENSGALG00010023749	246	73	57	57
ENSGALG00010023746	1698	1071	332	211
ENSGALG00010023740	826	587	813	906
ENSGALG00010023736	17	6	17	10
ENSGALG00010023732	1096	449	382	314
ENSGALG00010023731	258	177	214	184
ENSGALG00010024710	241	120	111	66
ENSGALG00010023722	3	5	0	0
ENSGALG00010023720	648	353	364	286
ENSGALG00010023716	46	33	35	34
ENSGALG00010023712	0	0	11	5
ENSGALG00010023711	131	91	96	91
ENSGALG00010027391	15955	11783	8669	5984
ENSGALG00010023704	5335	5979	2180	2986
ENSGALG00010023702	20	18	13	7
ENSGALG00010023699	2108	1416	1784	1235
ENSGALG00010023698	100	59	22	16
ENSGALG00010024597	2706	1596	978	640
ENSGALG00010023696	31	19	6	9
ENSGALG00010023684	0	0	3	3
ENSGALG00010023680	6	5	4	5
ENSGALG00010023677	1246	1311	877	737
ENSGALG00010023676	2	2	5	2
ENSGALG00010029256	2284	1279	1954	1459
ENSGALG00010023670	153	31	234	233
ENSGALG00010023666	1243	1389	2311	1989
ENSGALG00010023663	255	159	95	65
ENSGALG00010024465	805	574	570	520
ENSGALG00010028130	1408	1007	654	606
ENSGALG00010023655	137	86	1845	845
ENSGALG00010023652	705	266	554	492
ENSGALG00010023646	541	312	291	258
ENSGALG00010023643	26	15	35	35
ENSGALG00010023641	216	99	95	74
ENSGALG00010023639	5	0	0	4
ENSGALG00010023637	441	244	277	293
ENSGALG00010023624	1913	1438	1603	1150
ENSGALG00010023623	25	15	38	12
ENSGALG00010023621	919	476	916	685
ENSGALG00010023620	450	249	28	51
ENSGALG00010023612	175	112	78	42
ENSGALG00010023606	1	1	7	4
ENSGALG00010027746	415	308	189	123
ENSGALG00010023604	40	16	53	26
ENSGALG00010023603	28	12	1384	374
ENSGALG00010023598	1236	786	11053	6313
ENSGALG00010023592	3297	3006	1765	1542
ENSGALG00010023590	4356	1573	1074	1059
ENSGALG00010023588	702	476	350	233
ENSGALG00010023572	519	315	1260	1116
ENSGALG00010023565	49	61	17	1
ENSGALG00010023559	30	24	2	0
ENSGALG00010023555	365	235	211	183
ENSGALG00010023544	1456	878	718	497
ENSGALG00010027172	495	302	248	190
ENSGALG00010023541	2	0	6	1
ENSGALG00010023533	70	27	64	32
ENSGALG00010023531	4	10	8	7
ENSGALG00010023527	4	0	3	0
ENSGALG00010023518	237	124	185	156
ENSGALG00010029244	71	51	35	35
ENSGALG00010024673	1422	948	858	617
ENSGALG00010023514	700	418	467	301
ENSGALG00010023506	2	3	1	1
ENSGALG00010025236	139	96	21	15
ENSGALG00010023499	944	658	568	362
ENSGALG00010023496	489	200	366	305
ENSGALG00010023490	3131	2045	1821	1415
ENSGALG00010023487	13630	6203	4936	2844
ENSGALG00010023482	9834	12257	5715	4623
ENSGALG00010023478	3677	2849	2394	1756
ENSGALG00010023476	3193	2001	1767	1134
ENSGALG00010023456	492	308	258	205
ENSGALG00010023448	163	127	122	117
ENSGALG00010023447	616	536	511	378
ENSGALG00010023437	98	132	196	94
ENSGALG00010023434	778	467	614	391
ENSGALG00010023432	2139	846	1064	1153
ENSGALG00010023428	0	0	7	3
ENSGALG00010023426	9	4	2	0
ENSGALG00010023422	327	242	127	50
ENSGALG00010027667	39	33	63	76
ENSGALG00010023421	17	2	2	2
ENSGALG00010023415	1	1	2	3
ENSGALG00010023414	1066	820	1079	708
ENSGALG00010023405	2548	1592	1704	1389
ENSGALG00010023397	2438	1446	6981	7574
ENSGALG00010023396	84	71	59	48
ENSGALG00010023392	5634	4198	2739	1845
ENSGALG00010023389	198	83	98	59
ENSGALG00010023388	350	244	186	123
ENSGALG00010026277	2738	2451	1870	1666
ENSGALG00010023387	41	86	21	18
ENSGALG00010023381	2	0	3	5
ENSGALG00010025071	7	42	3	1
ENSGALG00010023375	782	548	1238	771
ENSGALG00010023369	42	4	7	7
ENSGALG00010023368	25	7	11	24
ENSGALG00010023363	142	128	36	10
ENSGALG00010023350	4126	2463	2429	912
ENSGALG00010023337	10930	11785	13132	12183
ENSGALG00010023336	38	24	25	12
ENSGALG00010023334	7139	5717	7045	4410
ENSGALG00010023333	6	2	8	0
ENSGALG00010023332	837	659	755	477
ENSGALG00010023331	510	512	936	621
ENSGALG00010023328	365	240	213	152
ENSGALG00010023320	3239	2378	1753	1747
ENSGALG00010023317	634	179	119	76
ENSGALG00010027158	297	200	154	173
ENSGALG00010023311	5065	3000	2869	2382
ENSGALG00010023307	3	2	23	22
ENSGALG00010023305	1454	1174	586	374
ENSGALG00010023299	24	17	26	27
ENSGALG00010023289	959	665	680	481
ENSGALG00010023282	8908	6171	5854	4328
ENSGALG00010023281	69975	49724	89313	66994
ENSGALG00010023278	9	6	5	3
ENSGALG00010023273	3621	2478	1411	849
ENSGALG00010023272	6	0	30	9
ENSGALG00010023271	237	231	5860	3764
ENSGALG00010025617	3	0	5	10
ENSGALG00010023269	7	8	9	3
ENSGALG00010023267	28	19	91	62
ENSGALG00010023266	176	111	106	75
ENSGALG00010023261	3699	2947	2779	1996
ENSGALG00010023259	45	20	48	5
ENSGALG00010027285	306	174	406	180
ENSGALG00010023252	5639	3615	3048	2299
ENSGALG00010023251	2408	1840	2661	2151
ENSGALG00010023250	4	3	1	2
ENSGALG00010023245	178	124	120	52
ENSGALG00010023244	8360	5679	4089	2565
ENSGALG00010023243	2600	1791	1235	874
ENSGALG00010023240	7	7	4	1
ENSGALG00010023238	4749	1911	2099	1785
ENSGALG00010023235	15	3	67	7
ENSGALG00010023234	1765	1757	763	958
ENSGALG00010023229	1	0	2	2
ENSGALG00010023228	2768	1833	1422	973
ENSGALG00010023227	624	223	397	417
ENSGALG00010023225	624	358	326	251
ENSGALG00010023223	410	281	245	192
ENSGALG00010023218	2800	1272	2349	2027
ENSGALG00010023214	453	291	289	231
ENSGALG00010023213	649	350	516	360
ENSGALG00010026051	410	284	375	236
ENSGALG00010023211	1628	817	784	891
ENSGALG00010027865	411	302	245	182
ENSGALG00010024902	28	20	14	64
ENSGALG00010023210	226	192	183	129
ENSGALG00010023209	1665	916	865	776
ENSGALG00010023208	1874	1436	852	689
ENSGALG00010023206	97	419	1066	2206
ENSGALG00010029943	2	1	3	1
ENSGALG00010023205	179	160	131	122
ENSGALG00010028892	8987	6221	3976	615
ENSGALG00010023202	1250	823	291	198
ENSGALG00010026073	28	8	9	0
ENSGALG00010023201	919	406	1026	1053
ENSGALG00010023200	3366	2105	1677	1219
ENSGALG00010023199	3862	3152	3400	1830
ENSGALG00010023198	0	0	3	5
ENSGALG00010023194	4987	6640	3283	3357
ENSGALG00010023595	7	1	6	4
ENSGALG00010023189	697	528	549	567
ENSGALG00010023185	658	601	405	421
ENSGALG00010023182	113	75	59	16
ENSGALG00010023181	19	6	4	1
ENSGALG00010023180	1	0	20	17
ENSGALG00010023179	844	671	1896	2038
ENSGALG00010023177	271	162	156	163
ENSGALG00010023169	3716	2521	2215	1327
ENSGALG00010023166	3007	2601	2386	1970
ENSGALG00010023165	2457	1892	1696	1161
ENSGALG00010029783	388	255	265	252
ENSGALG00010023164	900	716	795	659
ENSGALG00010023163	3	0	0	2
ENSGALG00010027873	129	61	552	291
ENSGALG00010023160	1234	812	757	553
ENSGALG00010029249	28	14	22	27
ENSGALG00010023159	16	4	25	10
ENSGALG00010023158	357	175	396	330
ENSGALG00010029527	204	155	134	139
ENSGALG00010023157	5	9	9	11
ENSGALG00010023151	99	48	1475	1094
ENSGALG00010023144	1877	1117	1348	929
ENSGALG00010026137	1346	1037	1022	807
ENSGALG00010023142	1886	1532	2501	1986
ENSGALG00010023137	2116	2498	6867	5593
ENSGALG00010023135	194	114	227	202
ENSGALG00010023134	30	18	32	19
ENSGALG00010028744	2104	1769	732	287
ENSGALG00010028082	11	12	4	1
ENSGALG00010023184	1017	906	902	762
ENSGALG00010023127	1235	822	1524	1124
ENSGALG00010023125	2	2	0	1
ENSGALG00010023124	487	354	206	99
ENSGALG00010023122	19	6	20	15
ENSGALG00010023120	28	31	31	8
ENSGALG00010023119	548	253	560	310
ENSGALG00010023118	312	159	207	190
ENSGALG00010023117	435	354	246	378
ENSGALG00010023116	19	3	19	25
ENSGALG00010023114	1868	1397	907	563
ENSGALG00010023113	20	15	72	27
ENSGALG00010023108	1886	2111	1374	1712
ENSGALG00010023102	4224	3069	2541	2317
ENSGALG00010023093	101	45	84	57
ENSGALG00010023084	1892	914	438	486
ENSGALG00010023080	2257	1681	1667	1136
ENSGALG00010023077	1550	1505	997	760
ENSGALG00010023076	1777	1263	1935	1327
ENSGALG00010023073	933	572	520	313
ENSGALG00010024493	13290	10570	13156	11461
ENSGALG00010023071	475	349	327	277
ENSGALG00010023070	3052	2456	2943	1841
ENSGALG00010023069	23	9	33	15
ENSGALG00010023067	22	15	24	17
ENSGALG00010023066	1038	547	4393	3171
ENSGALG00010023065	30	8	12	7
ENSGALG00010023064	1940	1994	1314	1263
ENSGALG00010023063	1434	880	1051	975
ENSGALG00010023062	2315	791	901	930
ENSGALG00010023060	8	6	11	14
ENSGALG00010023058	42	33	32	23
ENSGALG00010023056	13	20	27	25
ENSGALG00010023053	821	351	438	524
ENSGALG00010023048	1620	851	694	645
ENSGALG00010023043	3139	2586	9405	7594
ENSGALG00010023042	22	25	35	30
ENSGALG00010023026	2645	2076	2192	1911
ENSGALG00010023020	9	9	17	3
ENSGALG00010023017	39	25	31	6
ENSGALG00010023015	258	204	205	158
ENSGALG00010023002	835	749	576	498
ENSGALG00010024701	223	168	142	116
ENSGALG00010022997	1733	1581	784	566
ENSGALG00010024825	1052	668	1015	713
ENSGALG00010027608	11131	8986	12036	9625
ENSGALG00010022981	6206	4120	3397	2783
ENSGALG00010029312	417	313	340	342
ENSGALG00010022979	4	3	0	0
ENSGALG00010022978	602	256	272	337
ENSGALG00010022976	799	379	513	460
ENSGALG00010023636	6061	3924	9477	8762
ENSGALG00010022974	6703	4574	9804	6970
ENSGALG00010022972	2	16	4	5
ENSGALG00010026298	447	346	326	227
ENSGALG00010022971	2167	1357	1332	1121
ENSGALG00010022969	10	2	3	1
ENSGALG00010022967	9	35	9	4
ENSGALG00010022964	1	10	6	0
ENSGALG00010022959	73	98	55	19
ENSGALG00010022957	1244	936	1341	937
ENSGALG00010022956	156	80	62	43
ENSGALG00010022948	3	0	1	6
ENSGALG00010022946	2	0	1	5
ENSGALG00010022937	419	305	254	194
ENSGALG00010022932	62	29	129	160
ENSGALG00010022931	228	166	196	185
ENSGALG00010028712	1063	581	690	658
ENSGALG00010022928	872	603	771	787
ENSGALG00010022921	1469	955	4152	1769
ENSGALG00010022919	1605	1111	955	780
ENSGALG00010022917	32	39	19	14
ENSGALG00010022911	34	7	29	14
ENSGALG00010022891	1	2	2	0
ENSGALG00010022886	9480	3276	4958	5097
ENSGALG00010022881	161	102	123	84
ENSGALG00010022874	978	557	449	400
ENSGALG00010022867	224	164	142	108
ENSGALG00010022866	414	244	232	304
ENSGALG00010022864	15	16	4	3
ENSGALG00010022863	85	57	57	11
ENSGALG00010022860	684	404	2818	1615
ENSGALG00010025145	1227	591	354	231
ENSGALG00010022858	2533	1734	2632	2797
ENSGALG00010022850	733	494	409	364
ENSGALG00010024887	1577	1262	2161	1676
ENSGALG00010022845	37	43	32	19
ENSGALG00010022840	137	51	85	62
ENSGALG00010022833	39	42	43	76
ENSGALG00010022831	237	145	296	315
ENSGALG00010024153	67	2	61	44
ENSGALG00010022828	17	17	12	29
ENSGALG00010022826	17	6	11	6
ENSGALG00010022819	590	616	571	261
ENSGALG00010022813	2614	1758	1131	1248
ENSGALG00010022811	3765	3140	3134	2893
ENSGALG00010022809	1436	1086	505	162
ENSGALG00010023265	4347	2730	2793	1728
ENSGALG00010022808	2804	2360	1966	1355
ENSGALG00010022806	607	392	419	369
ENSGALG00010022804	297	217	173	159
ENSGALG00010029279	1038	573	470	285
ENSGALG00010022803	6	3	7	11
ENSGALG00010022801	688	400	450	512
ENSGALG00010022797	10105	4684	15018	6390
ENSGALG00010022792	576	467	402	309
ENSGALG00010025948	3	1	1	2
ENSGALG00010022788	1278	647	257	179
ENSGALG00010022787	12	1	14	3
ENSGALG00010023953	271	102	133	113
ENSGALG00010022776	4	2	0	1
ENSGALG00010027090	48	19	76	34
ENSGALG00010028119	134	82	112	78
ENSGALG00010022770	358	246	223	144
ENSGALG00010028911	2	0	2	3
ENSGALG00010022767	23	23	36	22
ENSGALG00010028561	5827	2761	2880	2645
ENSGALG00010022764	2	0	3	0
ENSGALG00010028435	108	112	103	128
ENSGALG00010022761	397	307	382	359
ENSGALG00010029705	7335	3480	2703	1921
ENSGALG00010022759	4	6	0	2
ENSGALG00010024188	466	280	349	289
ENSGALG00010022755	550	292	167	188
ENSGALG00010022754	225	178	341	250
ENSGALG00010027959	2325	1646	944	272
ENSGALG00010024174	9177	7647	8098	5112
ENSGALG00010022743	1388	827	859	817
ENSGALG00010022742	112	75	49	47
ENSGALG00010022737	1087	733	1175	1154
ENSGALG00010022731	2382	695	795	961
ENSGALG00010022729	201	143	119	151
ENSGALG00010022717	4501	4125	2494	1793
ENSGALG00010022698	11	2	18	3
ENSGALG00010022689	16378	21786	11288	11926
ENSGALG00010022685	1340	854	1289	1142
ENSGALG00010024290	3	2	7	6
ENSGALG00010022684	1	8	9	9
ENSGALG00010028438	278	223	207	156
ENSGALG00010025465	502	272	386	325
ENSGALG00010022681	95	64	57	73
ENSGALG00010022674	223	169	125	131
ENSGALG00010022671	1509	714	1048	1321
ENSGALG00010022667	2037	1263	1595	1566
ENSGALG00010022666	461	333	302	257
ENSGALG00010022664	2578	1724	2092	1610
ENSGALG00010022661	4	2	6	5
ENSGALG00010022659	158	240	30	39
ENSGALG00010022650	6524	4135	5598	4049
ENSGALG00010022644	852	554	608	546
ENSGALG00010022642	2127	1416	1007	703
ENSGALG00010022637	1517	971	338	335
ENSGALG00010022623	3562	2452	7066	6057
ENSGALG00010022614	29	21	44	31
ENSGALG00010022608	71	58	111	112
ENSGALG00010022599	24	5	11	3
ENSGALG00010027924	140	77	74	35
ENSGALG00010022593	256	161	178	151
ENSGALG00010022588	224	91	219	166
ENSGALG00010022585	942	632	722	576
ENSGALG00010025220	3	2	188	135
ENSGALG00010024698	1	0	2	3
ENSGALG00010022583	416	402	767	375
ENSGALG00010022582	143	90	118	75
ENSGALG00010022783	692	435	534	444
ENSGALG00010022579	149	54	41	30
ENSGALG00010022575	1361	549	491	411
ENSGALG00010022572	37	58	3	0
ENSGALG00010027501	2029	1765	1435	1299
ENSGALG00010022571	5742	7613	2072	2520
ENSGALG00010022569	2	0	2	0
ENSGALG00010022568	486	261	321	305
ENSGALG00010022567	379	278	232	183
ENSGALG00010022557	2115	2865	2684	1334
ENSGALG00010022553	3464	2684	2430	1872
ENSGALG00010022551	226	118	323	275
ENSGALG00010024590	817	612	472	245
ENSGALG00010022547	2227	1602	1431	1064
ENSGALG00010022544	824	380	138	135
ENSGALG00010022542	12	5	5	14
ENSGALG00010022541	712	482	3020	3334
ENSGALG00010022538	3977	2395	2652	1971
ENSGALG00010022533	1011	612	559	325
ENSGALG00010022532	342	366	245	260
ENSGALG00010022528	35	34	1	0
ENSGALG00010026984	3	1	5	0
ENSGALG00010023631	1	1	110	82
ENSGALG00010022526	3387	2701	2125	1242
ENSGALG00010022520	4	9	4	4
ENSGALG00010025924	54	63	31	14
ENSGALG00010022512	3	2	4	6
ENSGALG00010022509	1	2	3	6
ENSGALG00010022507	33	31	27	22
ENSGALG00010022505	367	240	278	212
ENSGALG00010022504	560	364	249	207
ENSGALG00010022500	20	11	16	20
ENSGALG00010027099	3964	4198	1975	1985
ENSGALG00010026203	544	324	321	204
ENSGALG00010022498	1982	879	1085	936
ENSGALG00010027714	308	83	123	69
ENSGALG00010022494	626	286	256	402
ENSGALG00010022489	48	13	55	25
ENSGALG00010022487	4	5	3	1
ENSGALG00010022485	2649	1091	2082	1885
ENSGALG00010022479	383	323	125	64
ENSGALG00010022474	15669	17702	15242	17927
ENSGALG00010022472	530	271	292	327
ENSGALG00010029535	0	0	3	3
ENSGALG00010022468	4	12	8	3
ENSGALG00010029564	2049	854	666	602
ENSGALG00010029363	2427	2515	1980	1331
ENSGALG00010022467	1235	925	1096	885
ENSGALG00010022466	1051	609	892	1098
ENSGALG00010022462	1240	688	1653	994
ENSGALG00010022460	353	274	624	716
ENSGALG00010028326	4	3	9	10
ENSGALG00010022454	17	14	3	4
ENSGALG00010022451	1399	839	1556	1128
ENSGALG00010026681	6	2	0	3
ENSGALG00010025734	744	410	2249	1151
ENSGALG00010022449	1483	986	909	515
ENSGALG00010022448	340	187	437	273
ENSGALG00010022438	5949	3639	3092	1857
ENSGALG00010022429	602	343	322	203
ENSGALG00010022427	7734	7150	9149	5584
ENSGALG00010026886	1690	1723	10668	6346
ENSGALG00010022425	72	19	117	85
ENSGALG00010022422	1350	1039	822	727
ENSGALG00010022416	1301	641	1154	1242
ENSGALG00010022411	31	75	99	166
ENSGALG00010022408	161	96	110	140
ENSGALG00010022406	13322	17412	13351	13419
ENSGALG00010022401	30	25	1	13
ENSGALG00010022400	470	239	259	292
ENSGALG00010023979	400	352	470	336
ENSGALG00010022397	2344	1338	1435	1410
ENSGALG00010022396	80	133	86	90
ENSGALG00010022395	495	378	287	157
ENSGALG00010022392	8	0	8	0
ENSGALG00010022388	15	3	6	2
ENSGALG00010022379	13	15	11	16
ENSGALG00010022377	917	573	871	468
ENSGALG00010024562	0	2	4	1
ENSGALG00010023377	359	315	382	250
ENSGALG00010022375	10	0	5	17
ENSGALG00010022365	2040	1120	1105	648
ENSGALG00010022356	28	22	15	9
ENSGALG00010022354	254	68	245	213
ENSGALG00010022353	1545	1181	1835	1013
ENSGALG00010027283	11730	8528	5950	3469
ENSGALG00010022340	1207	924	902	781
ENSGALG00010022333	13	33	11	24
ENSGALG00010022332	397	207	469	291
ENSGALG00010024907	52	35	63	33
ENSGALG00010022325	428	246	223	202
ENSGALG00010022322	82	51	509	241
ENSGALG00010022320	45	40	513	372
ENSGALG00010022316	1839	1472	1787	1373
ENSGALG00010022313	132	92	1735	881
ENSGALG00010022363	35	10	20	18
ENSGALG00010022312	1160	644	712	620
ENSGALG00010022311	0	0	5	4
ENSGALG00010022310	220	204	177	188
ENSGALG00010022309	0	3	8	4
ENSGALG00010029744	1349	803	268	209
ENSGALG00010022303	14	6	4	0
ENSGALG00010022302	1894	980	6004	3999
ENSGALG00010025917	1	1	5	4
ENSGALG00010022297	1390	814	750	633
ENSGALG00010024258	688	632	859	1659
ENSGALG00010022294	4	0	95	60
ENSGALG00010022293	1189	489	592	521
ENSGALG00010027787	125	87	97	98
ENSGALG00010022290	5	6	85	78
ENSGALG00010027192	1756	1207	1119	879
ENSGALG00010022280	2305	1806	2064	2563
ENSGALG00010022279	2984	2466	2382	2578
ENSGALG00010022275	6533	4156	4666	2784
ENSGALG00010022271	1830	1418	922	1438
ENSGALG00010022266	527	354	312	246
ENSGALG00010027086	59	35	48	32
ENSGALG00010023694	109	75	105	60
ENSGALG00010022261	14	0	7	0
ENSGALG00010022259	1305	951	880	684
ENSGALG00010022256	2840	2296	2439	1681
ENSGALG00010022255	435	177	241	169
ENSGALG00010027149	1100	617	873	187
ENSGALG00010022573	555	323	352	321
ENSGALG00010022250	1417	1008	770	659
ENSGALG00010022249	26	5	19	11
ENSGALG00010022248	8	7	37	26
ENSGALG00010022247	8	0	55	21
ENSGALG00010022244	869	566	249	180
ENSGALG00010022242	2179	1836	1445	1072
ENSGALG00010022241	991	870	643	470
ENSGALG00010022239	372	253	273	254
ENSGALG00010027874	427	299	190	206
ENSGALG00010022235	882	774	566	477
ENSGALG00010022233	377	153	358	273
ENSGALG00010022232	8	2	19	17
ENSGALG00010022231	15	18	21	57
ENSGALG00010022230	2372	1592	1252	1753
ENSGALG00010022226	1477	889	1258	1147
ENSGALG00010022224	158	152	112	166
ENSGALG00010022223	55	48	35	25
ENSGALG00010022221	553	528	344	324
ENSGALG00010022236	537	333	261	189
ENSGALG00010022219	445	295	1445	1537
ENSGALG00010022218	568	375	210	160
ENSGALG00010022708	1594	680	939	573
ENSGALG00010022217	44	18	10	13
ENSGALG00010022213	3958	2747	1432	1111
ENSGALG00010027233	4014	2411	9383	7849
ENSGALG00010022210	1698	1512	1177	1140
ENSGALG00010022207	4585	2835	36713	31969
ENSGALG00010022205	6	5	5	0
ENSGALG00010022203	226	112	103	86
ENSGALG00010022794	2	2	2	0
ENSGALG00010022196	9085	5464	6028	2995
ENSGALG00010022193	677	439	420	359
ENSGALG00010022184	105	83	62	86
ENSGALG00010022182	15	10	19	10
ENSGALG00010022181	16	9	23	23
ENSGALG00010022174	1408	1258	1496	1641
ENSGALG00010022173	9852	8639	8784	5378
ENSGALG00010022171	4018	2055	3358	3557
ENSGALG00010022170	1537	1343	1782	1806
ENSGALG00010025691	7	12	1	6
ENSGALG00010022169	281	161	271	296
